month,advances,declines,ratio
23-Jan-2008,809,370,2.19
22-Jan-2008,61,1090,0.06
21-Jan-2008,8,1186,0.01
18-Jan-2008,80,1122,0.07
17-Jan-2008,847,346,2.45
16-Jan-2008,174,1019,0.17
15-Jan-2008,385,801,0.48
14-Jan-2008,742,452,1.64
11-Jan-2008,344,855,0.4
10-Jan-2008,105,1095,0.1
09-Jan-2008,333,857,0.39
08-Jan-2008,151,1052,0.14
07-Jan-2008,517,682,0.76
04-Jan-2008,523,673,0.78
03-Jan-2008,504,692,0.73
02-Jan-2008,698,498,1.4
01-Jan-2008,851,339,2.51
31-Dec-2007,1008,188,5.36
28-Dec-2007,895,290,3.09
27-Dec-2007,730,457,1.6
26-Dec-2007,944,236,4.0
24-Dec-2007,868,314,2.76
20-Dec-2007,416,768,0.54
19-Dec-2007,720,459,1.57
18-Dec-2007,434,745,0.58
17-Dec-2007,206,977,0.21
14-Dec-2007,742,440,1.69
13-Dec-2007,612,571,1.07
12-Dec-2007,806,366,2.2
11-Dec-2007,734,441,1.66
10-Dec-2007,779,394,1.98
07-Dec-2007,515,663,0.78
06-Dec-2007,646,532,1.21
05-Dec-2007,935,244,3.83
04-Dec-2007,765,399,1.92
03-Dec-2007,919,247,3.72
30-Nov-2007,783,371,2.11
29-Nov-2007,481,674,0.71
28-Nov-2007,494,658,0.75
27-Nov-2007,497,665,0.75
26-Nov-2007,816,346,2.36
23-Nov-2007,806,345,2.34
22-Nov-2007,247,911,0.27
21-Nov-2007,124,1037,0.12
20-Nov-2007,516,641,0.8
19-Nov-2007,915,251,3.65
16-Nov-2007,760,398,1.91
15-Nov-2007,733,424,1.73
14-Nov-2007,901,261,3.45
13-Nov-2007,788,362,2.18
12-Nov-2007,333,815,0.41
09-Nov-2007,810,314,2.58
08-Nov-2007,385,752,0.51
07-Nov-2007,393,752,0.52
06-Nov-2007,428,715,0.6
05-Nov-2007,573,573,1.0
02-Nov-2007,575,567,1.01
01-Nov-2007,307,838,0.37
31-Oct-2007,563,579,0.97
30-Oct-2007,385,751,0.51
29-Oct-2007,680,472,1.44
26-Oct-2007,773,367,2.11
25-Oct-2007,644,489,1.32
24-Oct-2007,621,510,1.22
23-Oct-2007,985,160,6.16
22-Oct-2007,538,602,0.89
19-Oct-2007,161,985,0.16
18-Oct-2007,397,757,0.52
17-Oct-2007,241,899,0.27
16-Oct-2007,479,658,0.73
15-Oct-2007,850,294,2.89
12-Oct-2007,344,794,0.43
11-Oct-2007,618,500,1.24
10-Oct-2007,593,546,1.09
09-Oct-2007,883,255,3.46
08-Oct-2007,127,1026,0.12
05-Oct-2007,343,793,0.43
04-Oct-2007,420,710,0.59
03-Oct-2007,398,746,0.53
01-Oct-2007,675,462,1.46
28-Sep-2007,618,515,1.2
27-Sep-2007,506,644,0.79
26-Sep-2007,664,472,1.41
25-Sep-2007,440,703,0.63
24-Sep-2007,547,601,0.91
21-Sep-2007,471,670,0.7
20-Sep-2007,454,671,0.68
19-Sep-2007,678,460,1.47
18-Sep-2007,788,347,2.27
17-Sep-2007,538,587,0.92
14-Sep-2007,318,825,0.39
13-Sep-2007,657,475,1.38
12-Sep-2007,591,539,1.1
11-Sep-2007,495,633,0.78
10-Sep-2007,611,519,1.18
07-Sep-2007,503,638,0.79
06-Sep-2007,714,408,1.75
05-Sep-2007,561,572,0.98
04-Sep-2007,700,425,1.65
03-Sep-2007,853,278,3.07
31-Aug-2007,768,366,2.1
30-Aug-2007,698,422,1.65
29-Aug-2007,646,472,1.37
28-Aug-2007,674,432,1.56
27-Aug-2007,991,139,7.13
24-Aug-2007,778,327,2.38
23-Aug-2007,349,766,0.46
22-Aug-2007,493,637,0.77
21-Aug-2007,90,1050,0.09
20-Aug-2007,862,266,3.24
17-Aug-2007,228,892,0.26
16-Aug-2007,139,990,0.14
14-Aug-2007,578,536,1.08
13-Aug-2007,801,312,2.57
10-Aug-2007,312,800,0.39
09-Aug-2007,271,843,0.32
08-Aug-2007,840,262,3.21
07-Aug-2007,725,370,1.96
06-Aug-2007,321,789,0.41
03-Aug-2007,736,374,1.97
02-Aug-2007,595,509,1.17
01-Aug-2007,78,1045,0.07
31-Jul-2007,781,327,2.39
30-Jul-2007,518,583,0.89
27-Jul-2007,141,968,0.15
26-Jul-2007,667,423,1.58
25-Jul-2007,293,805,0.36
24-Jul-2007,319,798,0.4
23-Jul-2007,508,583,0.87
20-Jul-2007,353,756,0.47
19-Jul-2007,652,449,1.45
18-Jul-2007,434,669,0.65
17-Jul-2007,358,744,0.48
16-Jul-2007,579,526,1.1
13-Jul-2007,485,625,0.78
12-Jul-2007,773,326,2.37
11-Jul-2007,572,521,1.1
10-Jul-2007,434,673,0.64
09-Jul-2007,691,411,1.68
06-Jul-2007,621,475,1.31
05-Jul-2007,307,780,0.39
04-Jul-2007,481,608,0.79
03-Jul-2007,610,479,1.27
02-Jul-2007,597,502,1.19
29-Jun-2007,661,428,1.54
28-Jun-2007,588,499,1.18
27-Jun-2007,455,630,0.72
26-Jun-2007,578,497,1.16
25-Jun-2007,547,539,1.01
22-Jun-2007,492,583,0.84
21-Jun-2007,598,477,1.25
20-Jun-2007,656,419,1.57
19-Jun-2007,613,461,1.33
18-Jun-2007,397,678,0.59
15-Jun-2007,562,519,1.08
14-Jun-2007,811,257,3.16
13-Jun-2007,432,646,0.67
12-Jun-2007,300,777,0.39
11-Jun-2007,414,662,0.63
08-Jun-2007,357,721,0.5
07-Jun-2007,393,673,0.58
06-Jun-2007,236,849,0.28
05-Jun-2007,537,531,1.01
04-Jun-2007,410,664,0.62
01-Jun-2007,613,449,1.37
31-May-2007,566,493,1.15
30-May-2007,325,748,0.43
29-May-2007,587,470,1.25
28-May-2007,619,452,1.37
25-May-2007,597,465,1.28
24-May-2007,372,691,0.54
23-May-2007,343,728,0.47
22-May-2007,448,610,0.73
21-May-2007,594,480,1.24
18-May-2007,425,649,0.65
17-May-2007,523,548,0.95
16-May-2007,725,340,2.13
15-May-2007,537,532,1.01
14-May-2007,758,308,2.46
11-May-2007,505,543,0.93
10-May-2007,522,536,0.97
09-May-2007,441,615,0.72
08-May-2007,278,780,0.36
07-May-2007,432,626,0.69
04-May-2007,419,644,0.65
03-May-2007,688,365,1.88
30-Apr-2007,639,411,1.55
27-Apr-2007,271,785,0.35
26-Apr-2007,395,668,0.59
25-Apr-2007,650,421,1.54
24-Apr-2007,549,505,1.09
23-Apr-2007,445,603,0.74
20-Apr-2007,678,365,1.86
19-Apr-2007,433,624,0.69
18-Apr-2007,553,504,1.1
17-Apr-2007,384,675,0.57
16-Apr-2007,797,253,3.15
13-Apr-2007,696,348,2.0
12-Apr-2007,376,680,0.55
11-Apr-2007,636,411,1.55
10-Apr-2007,656,385,1.7
09-Apr-2007,868,187,4.64
05-Apr-2007,664,367,1.81
04-Apr-2007,680,356,1.91
03-Apr-2007,609,417,1.46
02-Apr-2007,141,897,0.16
30-Mar-2007,744,295,2.52
29-Mar-2007,624,395,1.58
28-Mar-2007,220,829,0.27
26-Mar-2007,297,742,0.4
23-Mar-2007,403,622,0.65
22-Mar-2007,726,309,2.35
21-Mar-2007,533,491,1.09
20-Mar-2007,591,439,1.35
19-Mar-2007,605,427,1.42
16-Mar-2007,253,775,0.33
15-Mar-2007,634,395,1.61
14-Mar-2007,191,839,0.23
13-Mar-2007,781,248,3.15
12-Mar-2007,632,390,1.62
09-Mar-2007,465,553,0.84
08-Mar-2007,812,226,3.59
07-Mar-2007,203,828,0.25
06-Mar-2007,487,542,0.9
05-Mar-2007,34,1009,0.03
02-Mar-2007,336,689,0.49
01-Mar-2007,470,547,0.86
28-Feb-2007,144,884,0.16
27-Feb-2007,551,468,1.18
26-Feb-2007,506,508,1.0
23-Feb-2007,100,934,0.11
22-Feb-2007,250,762,0.33
21-Feb-2007,424,588,0.72
20-Feb-2007,197,824,0.24
19-Feb-2007,498,534,0.93
15-Feb-2007,884,143,6.18
14-Feb-2007,436,581,0.75
13-Feb-2007,382,624,0.61
12-Feb-2007,52,979,0.05
09-Feb-2007,173,854,0.2
08-Feb-2007,364,651,0.56
07-Feb-2007,477,541,0.88
06-Feb-2007,499,517,0.97
05-Feb-2007,565,449,1.26
02-Feb-2007,533,481,1.11
01-Feb-2007,517,496,1.04
31-Jan-2007,288,719,0.4
29-Jan-2007,447,555,0.81
25-Jan-2007,582,418,1.39
24-Jan-2007,480,505,0.95
23-Jan-2007,269,733,0.37
22-Jan-2007,474,526,0.9
19-Jan-2007,303,703,0.43
18-Jan-2007,473,524,0.9
17-Jan-2007,588,412,1.43
16-Jan-2007,482,517,0.93
15-Jan-2007,637,359,1.77
12-Jan-2007,689,311,2.22
11-Jan-2007,727,263,2.76
10-Jan-2007,268,741,0.36
09-Jan-2007,347,656,0.53
08-Jan-2007,506,488,1.04
05-Jan-2007,530,476,1.11
04-Jan-2007,536,451,1.19
03-Jan-2007,615,378,1.63
02-Jan-2007,738,240,3.08
29-Dec-2006,509,462,1.1
28-Dec-2006,442,530,0.83
27-Dec-2006,521,454,1.15
26-Dec-2006,655,320,2.05
22-Dec-2006,601,359,1.67
21-Dec-2006,511,449,1.14
20-Dec-2006,346,608,0.57
19-Dec-2006,240,719,0.33
18-Dec-2006,404,540,0.75
15-Dec-2006,605,337,1.8
14-Dec-2006,851,109,7.81
13-Dec-2006,706,245,2.88
12-Dec-2006,70,900,0.08
11-Dec-2006,98,865,0.11
08-Dec-2006,300,649,0.46
07-Dec-2006,424,518,0.82
06-Dec-2006,262,689,0.38
05-Dec-2006,453,500,0.91
04-Dec-2006,529,417,1.27
01-Dec-2006,587,360,1.63
30-Nov-2006,367,577,0.64
29-Nov-2006,613,323,1.9
28-Nov-2006,295,643,0.46
27-Nov-2006,486,444,1.09
24-Nov-2006,505,437,1.16
23-Nov-2006,445,508,0.88
22-Nov-2006,489,457,1.07
21-Nov-2006,722,215,3.36
20-Nov-2006,251,693,0.36
17-Nov-2006,151,793,0.19
16-Nov-2006,338,607,0.56
15-Nov-2006,364,581,0.63
14-Nov-2006,294,659,0.45
13-Nov-2006,552,391,1.41
10-Nov-2006,470,474,0.99
09-Nov-2006,547,384,1.42
08-Nov-2006,211,734,0.29
07-Nov-2006,385,538,0.72
06-Nov-2006,498,437,1.14
03-Nov-2006,375,549,0.68
02-Nov-2006,441,490,0.9
01-Nov-2006,476,449,1.06
31-Oct-2006,282,667,0.42
30-Oct-2006,378,565,0.67
27-Oct-2006,506,420,1.2
26-Oct-2006,503,420,1.2
23-Oct-2006,300,639,0.47
21-Oct-2006,706,199,3.55
20-Oct-2006,525,411,1.28
19-Oct-2006,315,609,0.52
18-Oct-2006,442,481,0.92
17-Oct-2006,265,667,0.4
16-Oct-2006,373,561,0.66
13-Oct-2006,437,504,0.87
12-Oct-2006,594,338,1.76
11-Oct-2006,216,724,0.3
10-Oct-2006,468,465,1.01
09-Oct-2006,588,346,1.7
06-Oct-2006,597,334,1.79
05-Oct-2006,747,181,4.13
04-Oct-2006,311,619,0.5
03-Oct-2006,491,429,1.14
29-Sep-2006,647,277,2.34
28-Sep-2006,491,429,1.14
27-Sep-2006,505,407,1.24
26-Sep-2006,458,456,1.0
25-Sep-2006,326,592,0.55
22-Sep-2006,261,652,0.4
21-Sep-2006,557,357,1.56
20-Sep-2006,449,453,0.99
19-Sep-2006,259,660,0.39
18-Sep-2006,508,410,1.24
15-Sep-2006,350,565,0.62
14-Sep-2006,447,473,0.95
13-Sep-2006,752,166,4.53
12-Sep-2006,465,456,1.02
11-Sep-2006,98,836,0.12
08-Sep-2006,592,325,1.82
07-Sep-2006,383,541,0.71
06-Sep-2006,512,403,1.27
05-Sep-2006,472,444,1.06
04-Sep-2006,633,277,2.29
01-Sep-2006,534,376,1.42
31-Aug-2006,228,688,0.33
30-Aug-2006,341,570,0.6
29-Aug-2006,436,478,0.91
28-Aug-2006,543,363,1.5
25-Aug-2006,551,365,1.51
24-Aug-2006,490,419,1.17
23-Aug-2006,275,640,0.43
22-Aug-2006,458,436,1.05
21-Aug-2006,544,368,1.48
18-Aug-2006,469,437,1.07
17-Aug-2006,268,656,0.41
16-Aug-2006,673,250,2.69
14-Aug-2006,714,212,3.37
11-Aug-2006,680,233,2.92
10-Aug-2006,625,276,2.26
09-Aug-2006,690,210,3.29
08-Aug-2006,672,229,2.93
07-Aug-2006,382,508,0.75
04-Aug-2006,352,548,0.64
03-Aug-2006,562,346,1.62
02-Aug-2006,625,261,2.39
01-Aug-2006,324,565,0.57
31-Jul-2006,578,318,1.82
28-Jul-2006,512,383,1.34
27-Jul-2006,575,323,1.78
26-Jul-2006,706,194,3.64
25-Jul-2006,721,182,3.96
24-Jul-2006,316,585,0.54
21-Jul-2006,118,787,0.15
20-Jul-2006,620,283,2.19
19-Jul-2006,86,825,0.1
18-Jul-2006,189,712,0.27
17-Jul-2006,144,764,0.19
14-Jul-2006,298,593,0.5
13-Jul-2006,479,420,1.14
12-Jul-2006,475,427,1.11
11-Jul-2006,426,478,0.89
10-Jul-2006,399,511,0.78
07-Jul-2006,187,729,0.26
06-Jul-2006,306,600,0.51
05-Jul-2006,535,357,1.5
04-Jul-2006,351,564,0.62
03-Jul-2006,445,464,0.96
30-Jun-2006,769,141,5.45
29-Jun-2006,492,415,1.19
28-Jun-2006,290,612,0.47
27-Jun-2006,241,675,0.36
26-Jun-2006,60,871,0.07
25-Jun-2006,597,253,2.36
23-Jun-2006,455,466,0.98
22-Jun-2006,794,134,5.93
21-Jun-2006,823,110,7.48
20-Jun-2006,553,353,1.57
19-Jun-2006,645,262,2.46
16-Jun-2006,825,93,8.87
15-Jun-2006,764,151,5.06
14-Jun-2006,167,748,0.22
13-Jun-2006,52,862,0.06
12-Jun-2006,279,629,0.44
09-Jun-2006,717,199,3.6
08-Jun-2006,26,884,0.03
07-Jun-2006,35,887,0.04
06-Jun-2006,69,841,0.08
05-Jun-2006,242,666,0.36
02-Jun-2006,258,646,0.4
01-Jun-2006,92,826,0.11
31-May-2006,91,827,0.11
30-May-2006,364,536,0.68
29-May-2006,545,367,1.49
26-May-2006,743,181,4.1
25-May-2006,307,601,0.51
24-May-2006,446,479,0.93
23-May-2006,632,291,2.17
22-May-2006,38,884,0.04
19-May-2006,79,850,0.09
18-May-2006,24,908,0.03
17-May-2006,812,113,7.19
16-May-2006,235,683,0.34
15-May-2006,113,820,0.14
12-May-2006,283,639,0.44
11-May-2006,231,694,0.33
10-May-2006,561,359,1.56
09-May-2006,494,427,1.16
08-May-2006,563,358,1.57
05-May-2006,440,478,0.92
04-May-2006,423,495,0.85
03-May-2006,507,405,1.25
02-May-2006,578,336,1.72
29-Apr-2006,749,155,4.83
28-Apr-2006,296,612,0.48
27-Apr-2006,455,446,1.02
26-Apr-2006,622,283,2.2
25-Apr-2006,270,638,0.42
24-Apr-2006,479,428,1.12
21-Apr-2006,323,580,0.56
20-Apr-2006,497,405,1.23
19-Apr-2006,376,520,0.72
18-Apr-2006,571,333,1.71
17-Apr-2006,671,229,2.93
13-Apr-2006,142,766,0.19
12-Apr-2006,227,682,0.33
10-Apr-2006,496,416,1.19
07-Apr-2006,257,652,0.39
05-Apr-2006,646,254,2.54
04-Apr-2006,483,415,1.16
03-Apr-2006,799,106,7.54
31-Mar-2006,608,290,2.1
30-Mar-2006,593,301,1.97
29-Mar-2006,578,308,1.88
28-Mar-2006,258,639,0.4
27-Mar-2006,529,375,1.41
24-Mar-2006,474,404,1.17
23-Mar-2006,408,466,0.88
22-Mar-2006,234,660,0.35
21-Mar-2006,330,562,0.59
20-Mar-2006,428,460,0.93
17-Mar-2006,267,621,0.43
16-Mar-2006,392,489,0.8
14-Mar-2006,291,585,0.5
13-Mar-2006,402,474,0.85
10-Mar-2006,558,323,1.73
09-Mar-2006,391,491,0.8
08-Mar-2006,211,670,0.31
07-Mar-2006,416,455,0.91
06-Mar-2006,513,356,1.44
03-Mar-2006,373,506,0.74
02-Mar-2006,397,470,0.84
01-Mar-2006,508,370,1.37
28-Feb-2006,383,484,0.79
25-Feb-2006,483,387,1.25
24-Feb-2006,435,429,1.01
23-Feb-2006,301,564,0.53
22-Feb-2006,304,566,0.54
21-Feb-2006,520,341,1.52
20-Feb-2006,249,618,0.4
17-Feb-2006,173,699,0.25
16-Feb-2006,425,444,0.96
15-Feb-2006,355,506,0.7
14-Feb-2006,315,559,0.56
13-Feb-2006,544,331,1.64
10-Feb-2006,598,268,2.23
08-Feb-2006,357,507,0.7
07-Feb-2006,403,456,0.88
06-Feb-2006,560,303,1.85
03-Feb-2006,382,477,0.8
02-Feb-2006,289,576,0.5
01-Feb-2006,167,708,0.24
31-Jan-2006,358,507,0.71
30-Jan-2006,195,674,0.29
27-Jan-2006,472,395,1.19
25-Jan-2006,292,573,0.51
24-Jan-2006,479,397,1.21
23-Jan-2006,372,490,0.76
20-Jan-2006,503,353,1.42
19-Jan-2006,750,120,6.25
18-Jan-2006,228,632,0.36
17-Jan-2006,196,669,0.29
16-Jan-2006,289,577,0.5
13-Jan-2006,459,405,1.13
12-Jan-2006,352,496,0.71
10-Jan-2006,218,650,0.34
09-Jan-2006,469,394,1.19
06-Jan-2006,435,426,1.02
05-Jan-2006,333,530,0.63
04-Jan-2006,444,422,1.05
03-Jan-2006,705,159,4.43
02-Jan-2006,595,263,2.26
30-Dec-2005,610,247,2.47
29-Dec-2005,548,299,1.83
28-Dec-2005,405,444,0.91
27-Dec-2005,699,143,4.89
26-Dec-2005,84,777,0.11
23-Dec-2005,235,625,0.38
22-Dec-2005,379,466,0.81
21-Dec-2005,421,433,0.97
20-Dec-2005,254,591,0.43
19-Dec-2005,499,347,1.44
16-Dec-2005,467,373,1.25
15-Dec-2005,210,645,0.33
14-Dec-2005,317,529,0.6
13-Dec-2005,413,427,0.97
12-Dec-2005,414,430,0.96
09-Dec-2005,581,258,2.25
08-Dec-2005,470,370,1.27
07-Dec-2005,481,355,1.35
06-Dec-2005,384,460,0.83
05-Dec-2005,346,487,0.71
02-Dec-2005,391,460,0.85
01-Dec-2005,544,285,1.91
30-Nov-2005,283,567,0.5
29-Nov-2005,250,599,0.42
28-Nov-2005,484,361,1.34
26-Nov-2005,528,306,1.73
25-Nov-2005,549,288,1.91
24-Nov-2005,517,323,1.6
23-Nov-2005,488,352,1.39
22-Nov-2005,237,607,0.39
21-Nov-2005,251,590,0.43
18-Nov-2005,417,436,0.96
17-Nov-2005,405,434,0.93
16-Nov-2005,541,300,1.8
14-Nov-2005,418,424,0.99
11-Nov-2005,656,196,3.35
10-Nov-2005,465,371,1.25
09-Nov-2005,352,497,0.71
08-Nov-2005,630,220,2.86
07-Nov-2005,715,140,5.11
02-Nov-2005,448,383,1.17
01-Nov-2005,714,119,6.0
31-Oct-2005,613,228,2.69
28-Oct-2005,159,694,0.23
27-Oct-2005,193,652,0.3
26-Oct-2005,400,439,0.91
25-Oct-2005,462,371,1.25
24-Oct-2005,468,368,1.27
21-Oct-2005,533,321,1.66
20-Oct-2005,138,715,0.19
19-Oct-2005,59,795,0.07
18-Oct-2005,341,502,0.68
17-Oct-2005,209,646,0.32
14-Oct-2005,63,797,0.08
13-Oct-2005,228,619,0.37
11-Oct-2005,239,608,0.39
10-Oct-2005,224,623,0.36
07-Oct-2005,291,555,0.52
06-Oct-2005,150,711,0.21
05-Oct-2005,271,587,0.46
04-Oct-2005,647,212,3.05
03-Oct-2005,651,209,3.11
30-Sep-2005,209,657,0.32
29-Sep-2005,196,665,0.29
28-Sep-2005,440,420,1.05
27-Sep-2005,477,381,1.25
26-Sep-2005,775,85,9.12
23-Sep-2005,453,416,1.09
22-Sep-2005,18,853,0.02
21-Sep-2005,85,783,0.11
20-Sep-2005,238,632,0.38
19-Sep-2005,468,389,1.2
16-Sep-2005,466,391,1.19
15-Sep-2005,671,182,3.69
14-Sep-2005,291,572,0.51
13-Sep-2005,478,371,1.29
12-Sep-2005,555,302,1.84
09-Sep-2005,251,605,0.41
08-Sep-2005,473,379,1.25
06-Sep-2005,324,524,0.62
05-Sep-2005,446,399,1.12
02-Sep-2005,353,503,0.7
01-Sep-2005,486,367,1.32
31-Aug-2005,562,293,1.92
30-Aug-2005,613,242,2.53
29-Aug-2005,435,415,1.05
26-Aug-2005,638,208,3.07
25-Aug-2005,675,175,3.86
24-Aug-2005,196,651,0.3
23-Aug-2005,89,766,0.12
22-Aug-2005,399,444,0.9
19-Aug-2005,457,392,1.17
18-Aug-2005,275,576,0.48
17-Aug-2005,597,247,2.42
16-Aug-2005,557,290,1.92
12-Aug-2005,376,469,0.8
11-Aug-2005,589,251,2.35
10-Aug-2005,719,126,5.71
09-Aug-2005,354,488,0.73
08-Aug-2005,258,590,0.44
05-Aug-2005,514,330,1.56
04-Aug-2005,468,371,1.26
03-Aug-2005,302,541,0.56
02-Aug-2005,631,211,2.99
01-Aug-2005,367,473,0.78
29-Jul-2005,236,607,0.39
27-Jul-2005,356,483,0.74
26-Jul-2005,256,594,0.43
25-Jul-2005,404,439,0.92
22-Jul-2005,565,271,2.08
21-Jul-2005,306,531,0.58
20-Jul-2005,467,376,1.24
19-Jul-2005,446,395,1.13
18-Jul-2005,645,204,3.16
15-Jul-2005,572,258,2.22
14-Jul-2005,365,462,0.79
13-Jul-2005,461,365,1.26
12-Jul-2005,364,471,0.77
11-Jul-2005,605,217,2.79
08-Jul-2005,650,181,3.59
07-Jul-2005,207,614,0.34
06-Jul-2005,630,195,3.23
05-Jul-2005,270,556,0.49
04-Jul-2005,625,202,3.09
01-Jul-2005,545,268,2.03
30-Jun-2005,414,398,1.04
29-Jun-2005,516,293,1.76
28-Jun-2005,114,705,0.16
27-Jun-2005,306,513,0.6
24-Jun-2005,536,281,1.91
23-Jun-2005,422,392,1.08
22-Jun-2005,330,483,0.68
21-Jun-2005,453,352,1.29
20-Jun-2005,206,617,0.33
17-Jun-2005,123,705,0.17
16-Jun-2005,142,689,0.21
15-Jun-2005,406,408,1.0
14-Jun-2005,411,396,1.04
13-Jun-2005,421,387,1.09
10-Jun-2005,277,536,0.52
09-Jun-2005,352,454,0.78
08-Jun-2005,415,397,1.05
07-Jun-2005,419,394,1.06
06-Jun-2005,448,358,1.25
04-Jun-2005,533,273,1.95
03-Jun-2005,593,207,2.86
02-Jun-2005,260,540,0.48
01-Jun-2005,480,329,1.46
31-May-2005,519,287,1.81
30-May-2005,221,592,0.37
27-May-2005,263,551,0.48
26-May-2005,302,511,0.59
25-May-2005,417,393,1.06
24-May-2005,385,425,0.91
23-May-2005,576,241,2.39
20-May-2005,386,418,0.92
19-May-2005,581,226,2.57
18-May-2005,398,400,1.0
17-May-2005,199,614,0.32
16-May-2005,566,234,2.42
13-May-2005,522,278,1.88
12-May-2005,574,212,2.71
11-May-2005,408,381,1.07
10-May-2005,414,392,1.06
09-May-2005,613,193,3.18
06-May-2005,423,360,1.18
05-May-2005,584,214,2.73
04-May-2005,596,199,2.99
03-May-2005,436,357,1.22
02-May-2005,269,525,0.51
29-Apr-2005,129,676,0.19
28-Apr-2005,281,511,0.55
27-Apr-2005,234,560,0.42
26-Apr-2005,364,422,0.86
25-Apr-2005,437,349,1.25
22-Apr-2005,547,240,2.28
21-Apr-2005,642,150,4.28
20-Apr-2005,403,384,1.05
19-Apr-2005,302,500,0.6
18-Apr-2005,233,571,0.41
15-Apr-2005,90,721,0.12
13-Apr-2005,328,461,0.71
12-Apr-2005,548,249,2.2
11-Apr-2005,224,573,0.39
08-Apr-2005,219,581,0.38
07-Apr-2005,397,406,0.98
06-Apr-2005,568,232,2.45
05-Apr-2005,237,569,0.42
04-Apr-2005,458,344,1.33
01-Apr-2005,718,94,7.64
31-Mar-2005,718,95,7.56
30-Mar-2005,622,178,3.49
29-Mar-2005,91,725,0.13
28-Mar-2005,493,304,1.62
24-Mar-2005,187,621,0.3
23-Mar-2005,102,716,0.14
22-Mar-2005,75,742,0.1
21-Mar-2005,305,489,0.62
18-Mar-2005,222,591,0.38
17-Mar-2005,166,643,0.26
16-Mar-2005,452,348,1.3
15-Mar-2005,258,550,0.47
14-Mar-2005,227,583,0.39
11-Mar-2005,324,480,0.68
10-Mar-2005,454,340,1.34
09-Mar-2005,161,651,0.25
08-Mar-2005,447,354,1.26
07-Mar-2005,402,398,1.01
04-Mar-2005,408,393,1.04
03-Mar-2005,613,195,3.14
02-Mar-2005,551,238,2.32
01-Mar-2005,286,520,0.55
28-Feb-2005,473,328,1.44
25-Feb-2005,208,603,0.34
24-Feb-2005,385,415,0.93
23-Feb-2005,407,378,1.08
22-Feb-2005,380,415,0.92
21-Feb-2005,233,558,0.42
18-Feb-2005,422,371,1.14
17-Feb-2005,282,514,0.55
16-Feb-2005,226,581,0.39
15-Feb-2005,194,611,0.32
14-Feb-2005,344,457,0.75
11-Feb-2005,396,402,0.99
10-Feb-2005,369,435,0.85
09-Feb-2005,598,207,2.89
08-Feb-2005,417,374,1.11
07-Feb-2005,410,390,1.05
04-Feb-2005,386,415,0.93
03-Feb-2005,614,184,3.34
02-Feb-2005,474,326,1.45
01-Feb-2005,381,419,0.91
31-Jan-2005,529,271,1.95
28-Jan-2005,595,207,2.87
27-Jan-2005,639,167,3.83
25-Jan-2005,528,271,1.95
24-Jan-2005,261,538,0.49
20-Jan-2005,188,609,0.31
19-Jan-2005,287,504,0.57
18-Jan-2005,514,277,1.86
17-Jan-2005,185,619,0.3
14-Jan-2005,219,587,0.37
13-Jan-2005,716,91,7.87
12-Jan-2005,41,769,0.05
11-Jan-2005,102,705,0.14
10-Jan-2005,480,322,1.49
07-Jan-2005,605,198,3.06
06-Jan-2005,169,637,0.27
05-Jan-2005,68,741,0.09
04-Jan-2005,380,417,0.91
03-Jan-2005,626,179,3.5
31-Dec-2004,611,184,3.32
30-Dec-2004,267,531,0.5
29-Dec-2004,228,575,0.4
28-Dec-2004,566,234,2.42
27-Dec-2004,439,356,1.23
24-Dec-2004,435,361,1.2
23-Dec-2004,507,284,1.79
22-Dec-2004,224,577,0.39
21-Dec-2004,537,258,2.08
20-Dec-2004,503,288,1.75
17-Dec-2004,268,527,0.51
16-Dec-2004,343,447,0.77
15-Dec-2004,375,422,0.89
14-Dec-2004,580,213,2.72
13-Dec-2004,624,175,3.57
10-Dec-2004,398,388,1.03
09-Dec-2004,493,282,1.75
08-Dec-2004,309,478,0.65
07-Dec-2004,377,407,0.93
06-Dec-2004,432,347,1.24
03-Dec-2004,286,497,0.58
02-Dec-2004,83,700,0.12
01-Dec-2004,320,470,0.68
30-Nov-2004,174,626,0.28
29-Nov-2004,528,265,1.99
25-Nov-2004,340,457,0.74
24-Nov-2004,475,309,1.54
23-Nov-2004,585,208,2.81
22-Nov-2004,557,235,2.37
19-Nov-2004,237,559,0.42
18-Nov-2004,483,301,1.6
17-Nov-2004,531,252,2.11
16-Nov-2004,428,368,1.16
12-Nov-2004,586,179,3.27
11-Nov-2004,363,412,0.88
10-Nov-2004,574,209,2.75
09-Nov-2004,279,504,0.55
08-Nov-2004,397,386,1.03
05-Nov-2004,369,415,0.89
04-Nov-2004,362,417,0.87
03-Nov-2004,552,227,2.43
02-Nov-2004,544,236,2.31
01-Nov-2004,450,310,1.45
29-Oct-2004,310,452,0.69
28-Oct-2004,483,286,1.69
27-Oct-2004,526,229,2.3
26-Oct-2004,467,282,1.66
25-Oct-2004,96,681,0.14
21-Oct-2004,303,461,0.66
20-Oct-2004,294,472,0.62
19-Oct-2004,427,333,1.28
18-Oct-2004,255,523,0.49
15-Oct-2004,243,523,0.46
14-Oct-2004,367,405,0.91
12-Oct-2004,83,700,0.12
11-Oct-2004,245,536,0.46
09-Oct-2004,544,234,2.32
08-Oct-2004,433,338,1.28
07-Oct-2004,470,290,1.62
06-Oct-2004,299,467,0.64
05-Oct-2004,361,412,0.88
04-Oct-2004,430,348,1.24
