SYMBOL,OPEN,HIGH,LOW,CLOSE,TIMESTAMP
ACC,1625.0,1784.0,1584.2,1723.0,05-FEB-2021
AUBANK,891.0,999.0,891.0,981.9,05-FEB-2021
AARTIIND,1159.25,1211.7,1143.3,1190.45,05-FEB-2021
ABBOTINDIA,14358.85,14600.0,13959.8,14477.75,05-FEB-2021
ADANIENT,510.5,611.7,496.9,595.35,05-FEB-2021
ADANIGREEN,1018.0,1131.0,1005.65,1077.15,05-FEB-2021
ADANIPORTS,514.3,573.95,500.1,566.95,05-FEB-2021
ATGL,385.25,413.15,379.0,382.05,05-FEB-2021
ADANITRANS,465.55,544.95,456.9,529.25,05-FEB-2021
ABCAPITAL,81.2,91.9,79.7,90.15,05-FEB-2021
ABFRL,152.0,169.9,148.5,166.75,05-FEB-2021
AJANTPHARM,1771.4,1878.0,1721.45,1814.4,05-FEB-2021
APLLTD,954.7,991.55,928.1,932.7,05-FEB-2021
ALKEM,3015.0,3030.0,2860.0,2943.95,05-FEB-2021
AMARAJABAT,919.0,974.9,898.7,940.6,05-FEB-2021
AMBUJACEM,246.4,279.6,242.1,271.3,05-FEB-2021
APOLLOHOSP,2590.0,2808.15,2528.1,2738.6,05-FEB-2021
APOLLOTYRE,198.25,255.7,192.4,241.6,05-FEB-2021
ASHOKLEY,111.9,138.9,108.5,131.65,05-FEB-2021
ASIANPAINT,2426.6,2520.0,2370.8,2376.75,05-FEB-2021
AUROPHARMA,912.0,954.9,889.0,942.85,05-FEB-2021
DMART,2700.0,2987.0,2640.0,2946.05,05-FEB-2021
AXISBANK,665.0,766.3,654.35,719.6,05-FEB-2021
BAJAJ-AUTO,4064.0,4361.4,3975.05,4231.25,05-FEB-2021
BAJFINANCE,4775.0,5627.0,4666.5,5538.55,05-FEB-2021
BAJAJFINSV,8750.0,9990.0,8638.0,9722.2,05-FEB-2021
BAJAJHLDNG,3247.0,3529.9,3190.05,3457.7,05-FEB-2021
BALKRISIND,1593.6,1850.0,1561.55,1798.6,05-FEB-2021
BANDHANBNK,310.0,357.0,304.9,329.55,05-FEB-2021
BANKBARODA,68.95,89.0,67.7,82.5,05-FEB-2021
BANKINDIA,49.85,63.45,49.6,59.55,05-FEB-2021
BATAINDIA,1511.9,1602.0,1477.0,1548.2,05-FEB-2021
BERGEPAINT,713.1,746.45,698.4,730.15,05-FEB-2021
BEL,130.0,143.2,125.6,140.2,05-FEB-2021
BHARATFORG,587.0,668.0,576.5,617.9,05-FEB-2021
BHEL,36.5,44.15,35.4,43.55,05-FEB-2021
BPCL,388.0,422.5,380.6,415.0,05-FEB-2021
BHARTIARTL,559.0,623.0,549.2,581.1,05-FEB-2021
BIOCON,373.5,417.7,363.25,407.2,05-FEB-2021
BBTC,1205.5,1285.0,1205.5,1251.35,05-FEB-2021
BOSCHLTD,15524.0,16830.05,15256.05,16176.2,05-FEB-2021
BRITANNIA,3539.0,3616.0,3483.0,3541.65,05-FEB-2021
CESC,615.1,638.0,604.0,609.0,05-FEB-2021
CADILAHC,454.0,488.95,442.05,475.25,05-FEB-2021
CANBK,134.15,172.2,132.0,160.85,05-FEB-2021
CASTROLIND,128.8,134.35,125.7,129.6,05-FEB-2021
CHOLAFIN,402.0,475.0,402.0,451.1,05-FEB-2021
CIPLA,815.0,878.9,779.95,847.7,05-FEB-2021
CUB,170.05,183.3,167.05,171.1,05-FEB-2021
COALINDIA,126.4,144.3,125.85,140.85,05-FEB-2021
