Date,Open,High,Low,Close,200 EMA
10-Jul-2006,3077.1,3147.7,3064.1,3142.0,3727.3310206565675
11-Jul-2006,3145.3,3146.0,3100.4,3116.15,3730.9187716948104
12-Jul-2006,3124.95,3201.35,3078.25,3195.9,3735.0971918769515
13-Jul-2006,3196.3,3208.85,3148.95,3169.3,3738.900702405539
14-Jul-2006,3166.25,3166.25,3089.55,3123.35,3742.604675515932
17-Jul-2006,3123.65,3125.1,2999.35,3007.55,3745.931992177465
18-Jul-2006,3007.15,3038.25,2967.95,2993.65,3749.249086782664
19-Jul-2006,2995.85,3045.35,2919.95,2932.75,3752.408797361941
20-Jul-2006,2943.65,3041.25,2943.65,3023.05,3755.6350779852055
21-Jul-2006,3025.1,3029.1,2930.15,2945.0,3759.402888154507
24-Jul-2006,2944.9,2996.65,2878.25,2985.85,3762.9939041927705
25-Jul-2006,2989.5,3046.95,2987.15,3040.5,3767.0531688276683
26-Jul-2006,3040.45,3121.4,3022.7,3110.15,3771.555624859234
27-Jul-2006,3109.85,3167.1,3109.85,3156.15,3775.9630315770523
28-Jul-2006,3158.0,3168.5,3109.45,3130.8,3780.788275043947
31-Jul-2006,3131.35,3179.7,3110.6,3143.2,3785.7366504166444
01-Aug-2006,3128.2,3154.7,3113.6,3147.8,3790.3183752881205
02-Aug-2006,3129.45,3187.85,3127.9,3182.1,3794.443565583761
03-Aug-2006,3182.55,3234.25,3175.15,3190.0,3798.9580574684996
04-Aug-2006,3189.7,3228.15,3161.8,3176.75,3803.5112111255294
07-Aug-2006,3176.7,3178.5,3142.55,3151.1,3808.3842339003995
08-Aug-2006,3151.55,3216.75,3151.55,3212.4,3812.774938040694
09-Aug-2006,3211.55,3267.2,3187.85,3254.6,3817.581157562677
10-Aug-2006,3254.6,3274.75,3229.45,3260.1,3822.351991815785
11-Aug-2006,3260.05,3286.5,3236.95,3274.35,3826.776847618613
14-Aug-2006,3274.95,3317.8,3269.15,3313.1,3831.332799383602
16-Aug-2006,3314.75,3377.1,3314.75,3356.05,3834.9837168026706
17-Aug-2006,3359.7,3385.15,3328.6,3353.9,3838.411739521052
18-Aug-2006,3354.5,3366.25,3332.2,3356.75,3841.462368978554
21-Aug-2006,3356.8,3374.9,3332.9,3366.0,3844.4886140633444
22-Aug-2006,3369.6,3398.35,3351.5,3364.6,3847.5802696448036
23-Aug-2006,3363.6,3369.65,3325.1,3335.8,3850.2217594990843
24-Aug-2006,3336.65,3379.55,3304.85,3370.4,3853.4036325388943
25-Aug-2006,3368.55,3402.7,3368.55,3385.95,3856.568273011144
28-Aug-2006,3386.0,3405.3,3377.75,3401.1,3859.459135966257
29-Aug-2006,3405.05,3434.95,3396.1,3425.7,3862.9898908322643
30-Aug-2006,3425.8,3440.2,3407.75,3430.35,3866.827304853834
31-Aug-2006,3404.5,3452.3,3403.65,3413.9,3870.8131028154876
01-Sep-2006,3414.0,3439.5,3402.9,3435.45,3874.6065047775223
04-Sep-2006,3435.55,3483.1,3435.55,3476.85,3878.435295774761
05-Sep-2006,3471.4,3488.6,3457.9,3473.75,3882.48768089143
06-Sep-2006,3474.4,3490.7,3465.8,3477.25,3886.2833258576843
07-Sep-2006,3477.15,3478.85,3438.8,3454.55,3890.220805202384
08-Sep-2006,3454.65,3477.95,3442.85,3471.45,3894.480299677982
11-Sep-2006,3470.35,3486.65,3351.3,3366.15,3898.6521374921317
12-Sep-2006,3363.3,3395.05,3328.45,3389.9,3903.218285377782
13-Sep-2006,3389.85,3470.65,3389.8,3454.55,3907.756411891436
14-Sep-2006,3454.6,3484.0,3454.6,3471.6,3912.196149086546
15-Sep-2006,3471.65,3487.45,3434.55,3478.6,3916.8991724787197
18-Sep-2006,3478.65,3506.2,3478.4,3492.75,3921.8991807127622
19-Sep-2006,3493.5,3514.95,3438.8,3457.35,3926.7166018001976
20-Sep-2006,3457.85,3509.85,3419.75,3502.8,3931.298028647957
21-Sep-2006,3506.7,3556.35,3506.7,3553.05,3936.4209338355395
22-Sep-2006,3554.05,3562.45,3525.4,3544.05,3942.0739593695143
25-Sep-2006,3545.1,3568.65,3514.85,3523.45,3947.746357783748
26-Sep-2006,3523.7,3576.75,3517.15,3571.75,3953.2090805918697
27-Sep-2006,3571.75,3603.7,3568.4,3579.3,3958.645308645682
28-Sep-2006,3579.95,3589.3,3560.75,3571.75,3964.6498329377646
29-Sep-2006,3572.15,3599.8,3564.7,3588.4,3970.6339142020656
03-Oct-2006,3588.95,3606.2,3561.7,3569.6,3977.0888006279156
04-Oct-2006,3570.95,3580.05,3508.65,3515.35,3983.493389676394
05-Oct-2006,3515.6,3574.95,3515.6,3564.9,3989.515345998022
06-Oct-2006,3565.45,3583.75,3560.9,3569.7,3995.786835092569
09-Oct-2006,3570.05,3585.35,3540.45,3567.15,4000.2586078777176
10-Oct-2006,3567.45,3597.2,3563.1,3571.05,4004.634641630178
11-Oct-2006,3581.55,3614.5,3544.25,3558.55,4009.8507148477884
12-Oct-2006,3562.55,3626.8,3545.95,3621.05,4013.1939913169645
13-Oct-2006,3621.65,3682.35,3621.65,3676.05,4016.608478965552
16-Oct-2006,3668.9,3729.7,3668.9,3723.95,4020.438742856442
17-Oct-2006,3726.4,3742.5,3691.35,3715.0,4023.6134817334923
18-Oct-2006,3715.2,3727.0,3701.3,3710.65,4026.924292860522
19-Oct-2006,3711.1,3726.95,3655.05,3677.8,4031.2543993992235
20-Oct-2006,3678.75,3714.25,3665.5,3676.85,4034.9553506489824
21-Oct-2006,3680.85,3708.4,3662.85,3683.5,4037.9244516375497
23-Oct-2006,3683.4,3690.85,3651.2,3657.3,4041.265004357574
26-Oct-2006,3656.2,3686.85,3651.2,3677.55,4044.537989388842
27-Oct-2006,3676.85,3747.35,3674.8,3739.35,4045.871939743182
30-Oct-2006,3739.35,3776.05,3719.45,3769.1,4046.4906269099165
31-Oct-2006,3770.5,3782.85,3726.75,3744.1,4048.108133109818
01-Nov-2006,3744.1,3777.7,3737.0,3767.05,4048.374718850019
02-Nov-2006,3769.4,3805.5,3761.9,3791.2,4049.417258960964
03-Nov-2006,3793.05,3809.65,3771.0,3805.35,4050.069326035979
06-Nov-2006,3804.75,3822.4,3798.25,3809.25,4051.46316358786
07-Nov-2006,3812.15,3840.45,3789.4,3798.75,4053.9620375820105
08-Nov-2006,3799.2,3809.95,3737.2,3777.3,4056.6161466607964
09-Nov-2006,3777.8,3808.2,3769.8,3796.4,4059.6279262960124
10-Nov-2006,3796.05,3842.4,3785.4,3834.75,4063.137101158739
13-Nov-2006,3834.8,3862.05,3834.0,3858.75,4067.1257867193485
14-Nov-2006,3862.0,3883.0,3850.75,3865.9,4071.181749040549
15-Nov-2006,3865.95,3888.8,3838.25,3876.3,4075.242129647111
16-Nov-2006,3876.4,3900.4,3863.85,3876.85,4079.2282776108214
17-Nov-2006,3877.0,3891.85,3835.7,3852.8,4083.600135545042
20-Nov-2006,3852.65,3866.95,3794.3,3856.15,4087.837945141609
21-Nov-2006,3859.5,3921.7,3856.75,3918.25,4092.0171695680606
22-Nov-2006,3918.3,3960.0,3909.6,3954.75,4096.047346985294
23-Nov-2006,3955.3,3976.8,3933.7,3945.45,4100.035433084943
24-Nov-2006,3945.45,3965.8,3935.3,3950.85,4104.303239720914
27-Nov-2006,3974.95,3974.95,3948.85,3968.9,4108.419625395332
28-Nov-2006,3966.0,3966.0,3911.55,3921.75,4112.262713699856
29-Nov-2006,3922.5,3952.4,3920.0,3928.2,4116.58049958344
30-Nov-2006,3929.4,3973.0,3929.4,3954.5,4122.707560264202
01-Dec-2006,3955.7,4001.3,3953.95,3997.6,4128.924896032717
04-Dec-2006,4002.4,4015.25,3991.55,4001.0,4135.975890151794
05-Dec-2006,4001.25,4033.2,4001.25,4015.75,4143.898520050781
06-Dec-2006,4016.0,4036.2,3982.5,4015.95,4151.808486000525
07-Dec-2006,4015.0,4027.7,4001.4,4015.35,4159.656162756738
08-Dec-2006,4015.75,4046.85,3948.7,3962.0,4168.023263674581
11-Dec-2006,3961.9,3965.05,3798.3,3849.5,4176.514077946476
12-Dec-2006,3849.1,3861.25,3661.6,3716.9,4185.394039310193
13-Dec-2006,3716.75,3777.6,3657.65,3765.2,4195.597081754868
14-Dec-2006,3765.7,3855.05,3763.5,3843.05,4205.677209319496
15-Dec-2006,3849.6,3908.45,3845.45,3888.65,4215.430173385968
18-Dec-2006,3888.2,3934.0,3828.15,3928.75,4224.08360547168
19-Dec-2006,3928.85,3931.9,3783.45,3832.0,4235.060385516738
20-Dec-2006,3832.15,3886.1,3787.55,3815.55,4247.064264218065
21-Dec-2006,3814.75,3851.2,3768.8,3833.5,4259.778551121368
22-Dec-2006,3834.9,3880.15,3823.4,3871.15,4271.40513270225
26-Dec-2006,3871.3,3946.1,3870.45,3940.5,4285.3254786654115
27-Dec-2006,3942.75,3986.75,3937.7,3974.25,4299.083929673716
28-Dec-2006,3974.2,3997.35,3961.95,3970.55,4311.623391119749
29-Dec-2006,3971.65,3991.6,3960.45,3966.4,4321.965446929503
02-Jan-2007,3966.25,4016.65,3964.95,4007.4,4330.854346014781
03-Jan-2007,4007.7,4029.8,3985.0,4024.05,4339.343357497221
04-Jan-2007,4027.3,4041.0,3979.8,3988.8,4350.630490208692
05-Jan-2007,3990.15,4011.45,3969.65,3983.4,4362.028693311093
08-Jan-2007,3983.3,3987.45,3913.0,3933.4,4374.037862482127
09-Jan-2007,3933.3,3963.75,3890.75,3911.4,4387.254399223598
10-Jan-2007,3910.95,3911.95,3841.7,3850.3,4402.365299748736
11-Jan-2007,3852.15,3953.1,3833.6,3942.25,4416.95619228855
12-Jan-2007,3944.55,4059.15,3944.55,4052.45,4431.719313778216
15-Jan-2007,4052.85,4099.65,4052.4,4078.4,4445.995242944602
16-Jan-2007,4090.7,4107.45,4067.9,4080.5,4460.785339054606
17-Jan-2007,4084.9,4096.75,4071.55,4076.45,4474.581502894859
18-Jan-2007,4075.2,4140.25,4075.2,4109.05,4487.63541828894
19-Jan-2007,4126.0,4137.15,4058.35,4090.15,4500.518151420393
22-Jan-2007,4089.6,4114.5,4069.95,4102.45,4512.440856381384
23-Jan-2007,4102.65,4105.1,4056.45,4066.1,4523.4324906263455
24-Jan-2007,4066.6,4098.25,4065.75,4089.9,4535.093857903696
25-Jan-2007,4092.05,4157.95,4090.1,4147.7,4549.052126999181
29-Jan-2007,4148.4,4167.15,4115.75,4124.45,4562.614793377299
31-Jan-2007,4123.85,4137.85,4068.55,4082.7,4575.990269045186
01-Feb-2007,4083.4,4141.6,4081.1,4137.2,4589.240613651702
02-Feb-2007,4140.2,4198.7,4132.95,4183.5,4601.097920003426
05-Feb-2007,4193.15,4219.0,4170.0,4215.35,4610.649680053143
06-Feb-2007,4216.55,4228.15,4186.15,4195.9,4619.6914752565945
07-Feb-2007,4198.2,4232.3,4192.85,4224.25,4629.531362050061
08-Feb-2007,4232.0,4245.3,4188.45,4223.4,4640.498216109265
09-Feb-2007,4223.5,4239.2,4171.8,4187.4,4651.022113481312
12-Feb-2007,4187.2,4187.2,4044.35,4058.3,4660.639304441696
13-Feb-2007,4069.1,4132.7,3998.3,4044.55,4670.330456616406
14-Feb-2007,4044.9,4057.35,3965.2,4047.1,4681.2003028192275
15-Feb-2007,4046.8,4155.7,4046.8,4146.2,4692.979404283713
19-Feb-2007,4149.25,4177.7,4149.25,4164.55,4704.575132579397
20-Feb-2007,4164.85,4175.45,4099.55,4106.95,4716.867917329851
21-Feb-2007,4107.15,4132.8,4080.9,4096.2,4729.184656411146
22-Feb-2007,4096.65,4126.9,4023.15,4040.0,4741.573861869741
23-Feb-2007,4046.0,4065.45,3918.2,3938.95,4753.703476159595
26-Feb-2007,3939.1,3958.9,3856.7,3942.0,4767.07209828736
27-Feb-2007,3948.05,3958.0,3873.85,3893.9,4780.925110294451
28-Feb-2007,3893.4,3893.4,3674.85,3745.3,4793.633319127342
01-Mar-2007,3745.4,3818.75,3718.15,3811.2,4806.111596499209
02-Mar-2007,3811.65,3842.05,3711.05,3726.75,4815.77217762857
05-Mar-2007,3726.5,3726.65,3554.5,3576.5,4824.991358000425
06-Mar-2007,3577.15,3679.15,3576.65,3655.65,4834.206865900918
07-Mar-2007,3661.55,3714.15,3568.55,3626.85,4843.483414498919
08-Mar-2007,3627.25,3779.5,3626.8,3761.65,4854.842784484004
09-Mar-2007,3761.85,3795.7,3684.25,3718.0,4866.94136374287
12-Mar-2007,3717.45,3781.45,3713.9,3734.6,4879.026524302642
13-Mar-2007,3735.25,3775.85,3717.15,3770.55,4890.973526001124
14-Mar-2007,3768.4,3768.4,3623.0,3641.1,4903.3877207473815
15-Mar-2007,3644.9,3711.05,3630.55,3643.6,4915.735605098153
16-Mar-2007,3639.35,3683.6,3573.85,3608.55,4928.309379196679
19-Mar-2007,3611.3,3683.35,3602.85,3678.9,4940.749582438503
20-Mar-2007,3680.35,3725.0,3676.65,3697.6,4954.018738881901
21-Mar-2007,3697.7,3771.2,3680.6,3764.55,4967.203628027355
22-Mar-2007,3764.5,3881.0,3764.5,3875.9,4980.3443889226055
23-Mar-2007,3876.75,3901.75,3850.8,3861.05,4993.196683560192
26-Mar-2007,3863.45,3885.45,3768.25,3819.95,5004.776320489941
28-Mar-2007,3818.75,3830.3,3752.95,3761.1,5016.67008942039
29-Mar-2007,3759.15,3805.85,3750.35,3798.1,5028.512176142574
30-Mar-2007,3788.85,3832.2,3785.3,3821.55,5038.917527623743
02-Apr-2007,3820.0,3820.0,3617.0,3633.6,5047.841233816542
03-Apr-2007,3633.85,3703.05,3632.2,3690.65,5056.45177074374
04-Apr-2007,3689.75,3751.4,3689.75,3733.25,5062.907970089574
05-Apr-2007,3735.2,3771.45,3709.15,3752.0,5064.359630138433
09-Apr-2007,3752.9,3850.9,3747.25,3843.5,5062.717243818648
10-Apr-2007,3844.15,3858.35,3819.3,3848.15,5064.117071263238
11-Apr-2007,3848.35,3876.35,3844.75,3862.65,5063.811928215843
12-Apr-2007,3861.85,3861.85,3811.25,3829.85,5066.9914124923025
13-Apr-2007,3830.35,3924.55,3828.45,3917.35,5069.052195432678
16-Apr-2007,3920.5,4016.8,3920.5,4013.35,5071.159136821408
17-Apr-2007,4014.4,4030.0,3976.25,3984.95,5072.118748375424
18-Apr-2007,3989.6,4039.25,3981.75,4011.6,5072.768812520942
19-Apr-2007,3998.5,4011.0,3933.35,3997.65,5075.201461152575
20-Apr-2007,4000.25,4090.05,3995.5,4083.55,5079.0651282057825
23-Apr-2007,4083.55,4122.35,4075.2,4085.1,5083.093334910202
24-Apr-2007,4085.1,4162.15,4057.7,4141.8,5085.475986353882
25-Apr-2007,4134.25,4173.3,4114.35,4167.3,5085.951349673744
26-Apr-2007,4170.05,4217.9,4143.25,4177.85,5086.293625776492
27-Apr-2007,4182.0,4182.0,4074.3,4083.5,5084.012097161801
30-Apr-2007,4081.6,4096.9,4028.9,4087.9,5081.566703160191
03-May-2007,4089.45,4161.2,4080.75,4150.85,5080.05310606407
04-May-2007,4168.9,4180.9,4109.7,4117.35,5081.266507993781
07-May-2007,4117.5,4157.65,4103.6,4111.15,5083.471815396828
08-May-2007,4111.25,4136.05,4066.4,4077.0,5085.396472974969
09-May-2007,4077.25,4087.8,4030.55,4079.3,5087.3407847364115
10-May-2007,4079.6,4134.2,4057.55,4066.8,5088.0085400624175
11-May-2007,4070.2,4094.65,3981.15,4076.65,5089.041288967269
14-May-2007,4078.8,4151.3,4072.45,4134.3,5089.257296042221
15-May-2007,4134.3,4150.45,4102.45,4120.3,5090.366180608965
16-May-2007,4125.4,4181.0,4113.05,4170.95,5092.154077369075
17-May-2007,4172.1,4232.45,4172.1,4219.55,5093.907767166397
18-May-2007,4216.5,4228.45,4177.0,4214.5,5095.810178418473
21-May-2007,4217.65,4269.35,4217.55,4260.9,5097.080723906846
22-May-2007,4263.1,4281.6,4234.1,4278.1,5095.647084862997
23-May-2007,4279.6,4291.4,4231.05,4246.2,5093.344626307146
24-May-2007,4246.2,4250.85,4189.05,4204.9,5091.63373352797
25-May-2007,4197.85,4256.4,4141.35,4248.15,5088.4493192441105
28-May-2007,4248.35,4295.6,4242.8,4256.55,5085.583155888447
29-May-2007,4257.6,4298.85,4248.9,4293.25,5083.397252864682
30-May-2007,4292.7,4301.6,4241.35,4249.65,5081.293797612297
31-May-2007,4250.25,4306.75,4250.25,4295.8,5076.739631447
01-Jun-2007,4296.05,4325.8,4288.55,4297.05,5073.4466978505125
04-Jun-2007,4300.7,4362.95,4256.45,4267.05,5067.771607304736
05-Jun-2007,4268.9,4292.5,4249.1,4284.65,5062.45049678429
06-Jun-2007,4285.75,4324.1,4190.95,4198.25,5057.589797264049
07-Jun-2007,4197.6,4230.05,4130.5,4179.5,5053.134675878337
08-Jun-2007,4179.5,4195.15,4126.1,4145.0,5051.387067163129
11-Jun-2007,4183.75,4205.2,4134.95,4145.6,5049.172768962501
12-Jun-2007,4139.7,4166.85,4100.8,4155.2,5046.994432952924
13-Jun-2007,4155.2,4161.8,4102.95,4113.05,5045.949712227025
14-Jun-2007,4113.2,4174.05,4112.85,4170.0,5042.850710115314
15-Jun-2007,4186.4,4209.45,4153.7,4171.45,5039.8327906614295
18-Jun-2007,4177.0,4208.15,4140.25,4147.1,5036.990675281714
19-Jun-2007,4143.85,4222.4,4136.15,4214.3,5034.349973020205
20-Jun-2007,4214.3,4257.0,4214.3,4248.65,5030.495744432939
21-Jun-2007,4248.65,4275.35,4220.1,4267.4,5027.816186727139
22-Jun-2007,4267.55,4278.85,4242.5,4252.05,5024.650353048262
25-Jun-2007,4251.4,4264.25,4236.3,4259.4,5021.88815854032
26-Jun-2007,4259.4,4296.15,4250.1,4285.7,5019.013649500117
27-Jun-2007,4286.2,4294.2,4255.25,4263.95,5016.613511743897
28-Jun-2007,4263.9,4291.4,4256.9,4282.0,5015.250689756395
29-Jun-2007,4282.4,4321.35,4280.95,4318.3,5013.977546624491
02-Jul-2007,4318.4,4346.75,4305.45,4313.75,5013.424535235193
03-Jul-2007,4315.05,4363.35,4313.55,4357.55,5013.659116974146
04-Jul-2007,4358.25,4386.45,4342.0,4359.3,5014.013750685846
05-Jul-2007,4359.2,4378.55,4311.8,4353.95,5014.101174111858
