Date,Open,High,Low,Close,Adj Close,Volume,200 EMA
2006-01-02,2465.149902,2473.699951,2456.5,2464.25,2464.25,0.0,2730.6705041650002
2006-01-03,2471.800049,2504.350098,2466.699951,2502.550049,2502.550049,0.0,2733.828509586244
2006-01-04,2514.550049,2525.949951,2508.449951,2522.550049,2522.550049,0.0,2737.1182751724505
2006-01-05,2527.649902,2531.550049,2507.699951,2525.399902,2525.399902,0.0,2740.841476902078
2006-01-06,2534.300049,2545.399902,2510.100098,2537.300049,2537.300049,0.0,2744.720167699072
2006-01-09,2547.649902,2550.399902,2531.550049,2540.399902,2540.399902,0.0,2748.400067015499
2006-01-10,2540.25,2540.25,2508.0,2512.050049,2512.050049,0.0,2752.2015583984294
2006-01-12,2491.75,2514.449951,2480.050049,2502.050049,2502.050049,0.0,2756.1637309715793
2006-01-13,2506.600098,2528.0,2499.649902,2502.75,2502.75,0.0,2760.1959316783295
2006-01-16,2502.699951,2503.600098,2481.350098,2486.149902,2486.149902,0.0,2764.3039328457094
2006-01-17,2493.649902,2507.75,2468.25,2473.649902,2473.649902,0.0,2768.311356887046
2006-01-18,2452.449951,2469.199951,2438.449951,2455.75,2455.75,0.0,2772.0236807190154
2006-01-19,2472.949951,2508.699951,2472.949951,2506.300049,2506.300049,0.0,2775.8463301745473
2006-01-20,2515.0,2537.850098,2514.350098,2529.100098,2529.100098,0.0,2779.934425904154
2006-01-23,2516.199951,2527.699951,2510.300049,2517.75,2517.75,0.0,2784.267415716053
2006-01-24,2532.0,2542.149902,2526.050049,2532.5,2532.5,0.0,2788.5717210124108
2006-01-25,2543.0,2559.100098,2533.0,2548.600098,2548.600098,0.0,2792.9207576391527
2006-01-27,2557.949951,2591.100098,2557.949951,2587.5,2587.5,0.0,2797.238462518365
2006-01-30,2598.600098,2604.149902,2563.800049,2570.149902,2570.149902,0.0,2801.2520111301224
2006-01-31,2580.300049,2592.649902,2578.199951,2585.949951,2585.949951,0.0,2805.133086133803
2006-02-01,2593.0,2594.5,2552.399902,2560.550049,2560.550049,0.0,2809.5063877842126
2006-02-02,2573.800049,2581.5,2548.949951,2559.550049,2559.550049,0.0,2814.1237376470563
2006-02-03,2553.199951,2563.949951,2543.550049,2550.199951,2550.199951,0.0,2818.732955163006
2006-02-06,2553.550049,2593.600098,2546.100098,2588.649902,2588.649902,0.0,2823.4321297384986
2006-02-07,2599.100098,2609.550049,2584.25,2605.350098,2605.350098,0.0,2828.249223462494
2006-02-08,2600.5,2608.5,2583.350098,2603.25,2603.25,0.0,2832.616892393215
2006-02-10,2612.949951,2623.699951,2611.600098,2621.399902,2621.399902,0.0,2837.0152307972626
2006-02-13,2624.100098,2635.699951,2617.899902,2634.600098,2634.600098,0.0,2841.4275165704244
2006-02-14,2642.550049,2646.100098,2612.199951,2618.0,2618.0,0.0,2846.178485579674
2006-02-15,2636.300049,2642.649902,2607.550049,2624.850098,2624.850098,0.0,2851.0090469370903
2006-02-16,2633.550049,2643.100098,2622.649902,2630.25,2630.25,0.0,2855.86616987304
2006-02-17,2637.850098,2643.649902,2589.850098,2593.550049,2593.550049,0.0,2860.544118431517
2006-02-20,2594.100098,2601.449951,2563.350098,2598.949951,2598.949951,0.0,2865.217310795382
2006-02-21,2608.149902,2625.649902,2608.149902,2620.649902,2620.649902,0.0,2869.499726588463
2006-02-22,2625.600098,2639.399902,2621.25,2635.850098,2635.850098,0.0,2872.741022841314
2006-02-23,2642.5,2656.300049,2638.199951,2640.149902,2640.149902,0.0,2874.7217096687637
2006-02-24,2648.25,2655.0,2635.199951,2644.949951,2644.949951,0.0,2877.2488563486763
2006-02-27,2646.949951,2662.75,2646.949951,2660.699951,2660.699951,0.0,2880.4861821362515
2006-02-28,2673.75,2675.399902,2622.600098,2658.949951,2658.949951,0.0,2884.0181599358907
2006-03-01,2655.0,2700.850098,2652.449951,2698.600098,2698.600098,0.0,2887.686635468867
2006-03-02,2715.100098,2735.25,2708.800049,2722.0,2722.0,0.0,2890.595226160719
2006-03-03,2730.899902,2738.75,2712.649902,2724.25,2724.25,0.0,2893.3251239203137
2006-03-06,2731.5,2762.699951,2731.5,2761.050049,2761.050049,0.0,2896.145271941007
2006-03-07,2763.699951,2771.149902,2752.600098,2767.199951,2767.199951,0.0,2899.2562647475643
2006-03-08,2769.949951,2775.899902,2710.199951,2715.0,2715.0,0.0,2902.859684023708
2006-03-09,2719.550049,2728.75,2680.5,2726.75,2726.75,0.0,2906.703865784666
2006-03-10,2744.25,2771.300049,2744.25,2765.850098,2765.850098,0.0,2910.5033302942716
2006-03-13,2776.949951,2797.050049,2774.100098,2780.0,2780.0,0.0,2914.329665803781
2006-03-14,2788.0,2796.399902,2764.800049,2771.149902,2771.149902,0.0,2918.3970332883205
2006-03-16,2785.25,2791.449951,2777.550049,2789.350098,2789.350098,0.0,2922.6189528675413
2006-03-17,2802.300049,2807.949951,2784.899902,2790.050049,2790.050049,0.0,2926.651599127566
2006-03-20,2807.949951,2813.949951,2801.100098,2812.5,2812.5,0.0,2930.618250370078
2006-03-21,2809.800049,2833.199951,2798.050049,2809.399902,2809.399902,0.0,2934.1633414310722
2006-03-22,2805.399902,2812.350098,2776.300049,2789.300049,2789.300049,0.0,2937.446294232753
2006-03-23,2802.0,2810.850098,2781.699951,2796.899902,2796.899902,0.0,2940.2040435239696
2006-03-24,2803.949951,2824.350098,2801.100098,2821.550049,2821.550049,0.0,2943.6278843744776
2006-03-27,2828.100098,2855.949951,2828.100098,2851.75,2851.75,0.0,2947.7917869976172
2006-03-28,2861.300049,2868.550049,2839.75,2844.149902,2844.149902,0.0,2952.144107037442
2006-03-29,2854.949951,2866.949951,2848.600098,2864.399902,2864.399902,0.0,2956.46307065896
2006-03-30,2875.350098,2909.100098,2875.350098,2901.149902,2901.149902,0.0,2960.8410495678263
2006-03-31,2903.649902,2923.149902,2884.949951,2910.350098,2910.350098,0.0,2965.3620336616787
2006-04-03,2918.600098,2977.199951,2918.600098,2974.100098,2974.100098,0.0,2969.6629099237516
2006-04-04,2988.550049,3004.100098,2968.600098,2993.0,2993.0,0.0,2974.003080949386
2006-04-05,3008.100098,3023.449951,2999.100098,3022.300049,3022.300049,0.0,2977.9284234275015
2006-04-07,3048.949951,3055.399902,2969.550049,2977.5,2977.5,0.0,2982.0166983088197
2006-04-10,2983.75,2998.699951,2962.5,2994.300049,2994.300049,0.0,2986.4901649724134
2006-04-12,2996.100098,3007.100098,2914.300049,2924.25,2924.25,0.0,2990.848471788608
2006-04-13,2927.199951,2927.199951,2826.800049,2884.399902,2884.399902,0.0,2994.850975532005
2006-04-17,2924.5,2949.25,2911.550049,2943.899902,2943.899902,0.0,2999.200717069
2006-04-18,2973.699951,3007.649902,2973.699951,3005.850098,3005.850098,0.0,3003.807176620552
2006-04-19,3030.949951,3044.449951,2994.850098,3017.649902,3017.649902,0.0,3008.551384793482
2006-04-20,3032.75,3040.699951,3015.25,3038.300049,3038.300049,0.0,3013.183710298025
2006-04-21,3049.300049,3052.649902,2996.649902,3034.75,3034.75,0.0,3017.9699415487908
2006-04-24,3036.600098,3045.75,3016.600098,3024.899902,3024.899902,0.0,3022.6936232348726
2006-04-25,3024.100098,3024.100098,2954.050049,2960.300049,2960.300049,0.0,3026.978762287262
2006-04-26,2967.399902,3037.100098,2959.850098,3032.199951,3032.199951,0.0,3030.077978095349
2006-04-27,3048.899902,3071.449951,2996.75,3005.350098,3005.350098,0.0,3033.0080484526093
2006-04-28,2911.449951,3021.350098,2868.25,3014.100098,3014.100098,0.0,3035.891052945618
2006-05-02,3093.699951,3112.0,3089.800049,3100.699951,3100.699951,0.0,3039.55084297601
2006-05-03,3100.149902,3127.800049,3084.699951,3124.199951,3124.199951,0.0,3043.2831719215224
2006-05-04,3139.0,3155.899902,3113.550049,3133.199951,3133.199951,0.0,3046.5674199422037
2006-05-05,3140.149902,3157.199951,3125.699951,3143.100098,3143.100098,0.0,3049.7368993258633
2006-05-08,3166.800049,3176.600098,3156.699951,3163.25,3163.25,0.0,3052.4504620290886
2006-05-09,3177.949951,3182.899902,3134.550049,3178.800049,3178.800049,0.0,3054.3340395213363
2006-05-10,3194.899902,3212.399902,3192.399902,3208.850098,3208.850098,0.0,3056.228725695253
2006-05-11,3223.149902,3223.149902,3159.199951,3168.649902,3168.649902,0.0,3057.896102046544
2006-05-12,3137.5,3168.800049,3120.649902,3132.350098,3132.350098,0.0,3058.392160732648
2006-05-15,3120.149902,3128.850098,2993.449951,3007.800049,3007.800049,0.0,3059.278805899487
2006-05-16,3010.899902,3024.899902,2881.800049,3011.850098,3011.850098,0.0,3059.5969272338207
2006-05-17,3054.800049,3104.699951,3054.75,3099.800049,3099.800049,0.0,3058.5845209727877
2006-05-18,3061.100098,3061.100098,2874.100098,2889.050049,2889.050049,0.0,3058.030943162113
2006-05-19,2960.300049,2960.300049,2740.050049,2767.75,2767.75,0.0,3057.139590006271
2006-05-22,2794.699951,2794.699951,2439.600098,2611.300049,2611.300049,0.0,3057.2934259067065
2006-05-23,2612.600098,2721.949951,2538.149902,2712.350098,2712.350098,0.0,3057.2024455693263
2006-05-24,2736.550049,2765.5,2648.100098,2662.550049,2662.550049,0.0,3057.292968986547
2006-05-25,2625.300049,2697.649902,2591.699951,2684.600098,2684.600098,0.0,3057.74577575285
2006-05-26,2724.0,2773.149902,2705.850098,2726.449951,2726.449951,0.0,3057.2711914070505
2006-05-29,2725.199951,2769.75,2719.649902,2737.550049,2737.550049,0.0,3056.893369094543
2006-05-30,2747.649902,2767.25,2711.100098,2721.800049,2721.800049,0.0,3056.2591057403683
2006-05-31,2636.350098,2653.949951,2556.850098,2635.25,2635.25,0.0,3056.1207076533997
2006-06-01,2665.75,2680.199951,2531.5,2548.350098,2548.350098,0.0,3056.186172761326
2006-06-02,2554.350098,2620.699951,2511.899902,2615.75,2615.75,0.0,3056.6475048632033
2006-06-05,2627.5,2638.199951,2555.550049,2559.550049,2559.550049,0.0,3057.8201665063557
2006-06-06,2488.949951,2536.550049,2472.100098,2486.75,2486.75,0.0,3058.9229499441035
2006-06-07,2463.199951,2491.550049,2352.550049,2384.899902,2384.899902,0.0,3059.7480956959034
2006-06-08,2354.550049,2354.550049,2209.300049,2248.800049,2248.800049,0.0,3060.104832037238
2006-06-09,2236.800049,2382.949951,2236.800049,2376.300049,2376.300049,0.0,3060.663490424927
2006-06-12,2372.850098,2379.449951,2302.050049,2310.800049,2310.800049,0.0,3061.5061432366197
2006-06-13,2246.800049,2246.800049,2184.899902,2201.399902,2201.399902,0.0,3060.9812064879966
2006-06-14,2226.25,2282.550049,2137.800049,2163.949951,2163.949951,0.0,3060.83860644334
2006-06-15,2213.5,2307.550049,2200.699951,2299.25,2299.25,0.0,3061.055634259824
2006-06-16,2362.0,2439.5,2362.0,2386.25,2386.25,0.0,3061.451599073159
2006-06-19,2394.25,2429.100098,2358.300049,2418.699951,2418.699951,0.0,3062.5570562863613
2006-06-20,2397.100098,2406.449951,2363.550049,2388.850098,2388.850098,0.0,3063.7624582238104
2006-06-21,2384.550049,2446.699951,2378.5,2442.949951,2442.949951,0.0,3065.0727815350165
2006-06-22,2491.75,2521.449951,2491.75,2503.5,2503.5,0.0,3066.149669768499
2006-06-23,2486.949951,2540.100098,2453.550049,2529.449951,2529.449951,0.0,3067.8188263081156
2006-06-26,2546.300049,2546.300049,2431.25,2441.199951,2441.199951,0.0,3070.1574459269405
2006-06-27,2453.100098,2471.949951,2401.050049,2456.649902,2456.649902,0.0,3072.263342474931
2006-06-28,2413.149902,2469.75,2411.949951,2452.850098,2452.850098,0.0,3074.5796281119965
2006-06-29,2486.5,2498.25,2455.649902,2463.25,2463.25,0.0,3076.7753532054094
2006-06-30,2512.850098,2565.449951,2512.850098,2562.5,2562.5,0.0,3079.5298282779922
2006-07-03,2580.550049,2582.550049,2557.449951,2577.199951,2577.199951,0.0,3082.247440951843
2006-07-04,2593.399902,2600.699951,2568.0,2574.100098,2574.100098,0.0,3085.356421151327
2006-07-05,2565.300049,2619.199951,2564.0,2616.850098,2616.850098,0.0,3088.651382134896
2006-07-06,2587.649902,2611.350098,2580.199951,2591.800049,2591.800049,0.0,3091.9722629295734
2006-07-07,2610.050049,2623.25,2522.75,2534.25,2534.25,0.0,3094.6740314576373
2006-07-10,2536.300049,2579.050049,2525.899902,2573.899902,2573.899902,0.0,3097.504141572487
2006-07-11,2572.449951,2577.300049,2547.800049,2559.850098,2559.850098,0.0,3100.805095387686
2006-07-12,2539.800049,2609.899902,2529.75,2606.899902,2606.899902,0.0,3103.885640727112
2006-07-13,2600.550049,2610.600098,2577.649902,2590.699951,2590.699951,0.0,3106.844988073111
2006-07-14,2546.300049,2566.850098,2533.399902,2560.149902,2560.149902,0.0,3109.4704105897963
2006-07-17,2545.5,2545.5,2466.649902,2471.350098,2471.350098,0.0,3112.1488134894003
2006-07-18,2481.5,2488.649902,2433.600098,2450.0,2450.0,0.0,3114.7070342507
2006-07-19,2468.399902,2478.050049,2383.050049,2392.399902,2392.399902,0.0,3117.3308438800464
2006-07-20,2449.0,2468.199951,2434.949951,2455.649902,2455.649902,0.0,3120.3827762692995
2006-07-21,2437.449951,2438.449951,2381.050049,2391.850098,2391.850098,0.0,3123.38294667458
2006-07-24,2366.449951,2417.550049,2334.75,2410.699951,2410.699951,0.0,3126.793067583291
2006-07-25,2431.449951,2466.199951,2431.449951,2462.300049,2462.300049,0.0,3130.581196264054
2006-07-26,2468.399902,2524.0,2453.5,2516.399902,2516.399902,0.0,3134.2923291270986
2006-07-27,2537.050049,2554.399902,2518.800049,2549.25,2549.25,0.0,3138.3008621905105
2006-07-28,2551.75,2566.600098,2530.25,2545.600098,2545.600098,0.0,3142.399360586625
2006-07-31,2575.899902,2588.75,2556.199951,2562.550049,2562.550049,0.0,3146.19638187432
2006-08-01,2553.949951,2570.350098,2536.850098,2559.649902,2559.649902,0.0,3149.7362183830332
2006-08-02,2556.600098,2596.350098,2556.600098,2592.699951,2592.699951,0.0,3153.502524667779
2006-08-03,2605.350098,2635.0,2591.550049,2601.199951,2601.199951,0.0,3157.4064806213337
2006-08-04,2607.850098,2624.649902,2576.649902,2588.350098,2588.350098,0.0,3161.5297997096786
2006-08-07,2576.800049,2590.899902,2569.199951,2576.5,2576.5,0.0,3165.233483294657
2006-08-08,2584.399902,2621.5,2584.399902,2620.350098,2620.350098,0.0,3169.197825769337
2006-08-09,2611.649902,2663.149902,2609.550049,2656.25,2656.25,0.0,3173.237149910936
2006-08-10,2657.5,2679.0,2648.800049,2674.100098,2674.100098,0.0,3177.0576752949064
2006-08-11,2687.199951,2703.899902,2665.050049,2692.649902,2692.649902,0.0,3180.981976545703
2006-08-14,2711.600098,2732.800049,2708.949951,2730.100098,2730.100098,0.0,3184.1831504208703
2006-08-16,2763.199951,2783.949951,2763.199951,2768.25,2768.25,0.0,3187.2076952127027
2006-08-17,2790.649902,2791.850098,2740.899902,2760.25,2760.25,0.0,3189.896174882228
2006-08-18,2767.100098,2774.5,2753.25,2767.399902,2767.399902,0.0,3192.566362196833
2006-08-21,2768.399902,2782.850098,2753.100098,2779.850098,2779.850098,0.0,3195.1666959262175
2006-08-22,2780.050049,2808.050049,2767.649902,2775.75,2775.75,0.0,3197.495385031429
2006-08-23,2774.399902,2781.699951,2743.0,2750.449951,2750.449951,0.0,3200.3327434092257
2006-08-24,2731.0,2781.5,2724.75,2776.050049,2776.050049,0.0,3203.1821683603775
2006-08-25,2792.75,2805.050049,2785.300049,2793.699951,2793.699951,0.0,3205.821150784652
2006-08-28,2794.350098,2809.649902,2792.300049,2806.850098,2806.850098,0.0,3208.9453189260985
2006-08-29,2826.850098,2834.949951,2822.050049,2826.449951,2826.449951,0.0,3212.390140648227
2006-08-30,2837.199951,2837.199951,2810.300049,2825.899902,2825.899902,0.0,3216.0056616368015
2006-08-31,2840.5,2842.149902,2802.899902,2807.949951,2807.949951,0.0,3219.5399331727535
2006-09-01,2810.550049,2830.100098,2801.850098,2828.300049,2828.300049,0.0,3223.0683905740198
2006-09-04,2846.350098,2869.850098,2846.350098,2865.949951,2865.949951,0.0,3226.757760797164
2006-09-05,2873.800049,2877.350098,2858.899902,2871.899902,2871.899902,0.0,3230.229324391222
2006-09-06,2876.699951,2892.75,2872.300049,2882.850098,2882.850098,0.0,3233.7688331136974
2006-09-07,2867.25,2880.850098,2854.149902,2866.300049,2866.300049,0.0,3237.669143231969
2006-09-08,2874.850098,2889.800049,2865.0,2884.300049,2884.300049,0.0,3241.5888542246857
2006-09-11,2894.350098,2894.350098,2784.899902,2794.800049,2794.800049,0.0,3245.81782182444
2006-09-12,2800.449951,2823.25,2765.149902,2820.449951,2820.449951,0.0,3250.0315753286745
2006-09-13,2855.149902,2888.0,2852.550049,2878.100098,2878.100098,0.0,3254.0352402706776
2006-09-14,2898.0,2904.899902,2880.199951,2894.75,2894.75,0.0,3258.1995667256956
2006-09-15,2896.350098,2906.5,2867.550049,2898.899902,2898.899902,0.0,3262.631908370216
2006-09-18,2913.850098,2922.449951,2906.149902,2911.600098,2911.600098,0.0,3266.9161675008604
2006-09-19,2920.699951,2927.699951,2864.600098,2878.899902,2878.899902,0.0,3271.1354091277176
2006-09-20,2856.75,2914.100098,2852.5,2910.199951,2910.199951,0.0,3275.8450065592824
2006-09-21,2929.399902,2947.75,2929.399902,2945.100098,2945.100098,0.0,3280.8689368422747
2006-09-22,2929.850098,2952.949951,2920.5,2934.649902,2934.649902,0.0,3285.9513345055357
2006-09-25,2942.149902,2943.649902,2914.550049,2920.0,2920.0,0.0,3290.826942629859
2006-09-26,2935.100098,2953.25,2917.050049,2950.800049,2950.800049,0.0,3295.641101429562
2006-09-27,2970.850098,2976.75,2954.949951,2963.399902,2963.399902,0.0,3300.8212894750386
2006-09-28,2971.350098,2973.100098,2955.050049,2965.5,2965.5,0.0,3305.980282107128
2006-09-29,2978.050049,2994.25,2971.850098,2988.25,2988.25,0.0,3311.4919201160124
2006-10-03,2994.550049,3005.850098,2978.449951,2985.0,2985.0,0.0,3316.911402522818
2006-10-04,2994.350098,2997.600098,2943.25,2948.800049,2948.800049,0.0,3322.0033278907504
2006-10-05,2951.149902,2998.5,2951.149902,2993.350098,2993.350098,0.0,3327.246577871937
2006-10-06,3005.899902,3011.600098,2993.5,3002.649902,3002.649902,0.0,3331.0704930075394
2006-10-09,2988.050049,3018.399902,2978.550049,3003.75,3003.75,0.0,3334.844419425375
2006-10-10,3019.899902,3031.449951,3000.949951,3007.550049,3007.550049,0.0,3339.312137620147
2006-10-11,3026.600098,3037.100098,2977.149902,2987.399902,2987.399902,0.0,3342.193112350295
2006-10-12,2996.699951,3036.399902,2983.449951,3032.600098,3032.600098,0.0,3345.1847241478044
2006-10-13,3063.050049,3069.75,3057.149902,3064.899902,3064.899902,0.0,3348.599800544344
2006-10-16,3078.0,3099.600098,3077.449951,3090.25,3090.25,0.0,3351.4988070165396
2006-10-17,3101.75,3101.75,3065.75,3077.850098,3077.850098,0.0,3354.5739437526936
2006-10-18,3076.300049,3088.699951,3072.199951,3076.050049,3076.050049,0.0,3358.4030577651047
2006-10-19,3088.5,3088.899902,3035.300049,3051.350098,3051.350098,0.0,3361.643824334606
2006-10-20,3065.850098,3082.699951,3049.449951,3057.050049,3057.050049,0.0,3364.301099226799
2006-10-23,3075.899902,3075.899902,3044.350098,3048.050049,3048.050049,0.0,3367.2423808464328
2006-10-26,3053.399902,3069.550049,3048.75,3064.449951,3064.449951,0.0,3370.1643462310453
2006-10-27,3082.850098,3114.100098,3082.850098,3111.300049,3111.300049,0.0,3371.51694077601
2006-10-30,3109.100098,3133.899902,3102.0,3130.649902,3130.649902,0.0,3372.2719951165473
2006-10-31,3143.399902,3145.199951,3100.5,3114.550049,3114.550049,0.0,3373.7414275133974
2006-11-01,3130.899902,3135.199951,3113.550049,3130.449951,3130.449951,0.0,3374.0539496475926
2006-11-02,3131.25,3159.399902,3129.649902,3150.399902,3150.399902,0.0,3374.8175924272186
2006-11-03,3156.800049,3163.100098,3137.449951,3161.399902,3161.399902,0.0,3375.282093995107
2006-11-06,3165.050049,3178.899902,3159.199951,3173.050049,3173.050049,0.0,3376.3136149603297
2006-11-07,3196.100098,3196.100098,3162.300049,3167.050049,3167.050049,0.0,3378.2990526025155
2006-11-08,3170.649902,3177.149902,3110.149902,3141.399902,3141.399902,0.0,3380.502046616421
2006-11-09,3156.550049,3167.449951,3139.199951,3156.199951,3156.199951,0.0,3382.941328759541
2006-11-10,3164.75,3190.800049,3152.149902,3186.699951,3186.699951,0.0,3385.6657931499935
2006-11-13,3195.550049,3217.100098,3192.449951,3215.399902,3215.399902,0.0,3388.9084225614365
2006-11-14,3233.600098,3236.800049,3206.25,3216.850098,3216.850098,0.0,3392.46406014789
2006-11-15,3233.800049,3233.800049,3205.850098,3225.649902,3225.649902,0.0,3396.071382932488
2006-11-16,3230.100098,3248.449951,3217.100098,3226.850098,3226.850098,0.0,3399.6438079580357
2006-11-17,3243.600098,3243.899902,3186.949951,3200.600098,3200.600098,0.0,3403.5269531723834
2006-11-20,3174.949951,3196.449951,3136.100098,3191.300049,3191.300049,0.0,3407.3003168224095
2006-11-21,3204.449951,3246.0,3204.449951,3244.649902,3244.649902,0.0,3411.0883733714404
2006-11-22,3259.350098,3276.850098,3255.300049,3273.550049,3273.550049,0.0,3414.8387378155057
2006-11-23,3281.350098,3294.449951,3267.550049,3277.350098,3277.350098,0.0,3418.5677065735604
2006-11-24,3282.649902,3301.300049,3273.399902,3291.0,3291.0,0.0,3422.5894209360126
2006-11-27,3294.75,3314.5,3294.75,3307.550049,3307.550049,0.0,3426.3532087674953
2006-11-28,3274.149902,3291.199951,3262.050049,3267.199951,3267.199951,0.0,3430.0039231081173
2006-11-29,3288.600098,3295.600098,3269.149902,3274.649902,3274.649902,0.0,3434.031247256295
2006-11-30,3297.399902,3297.399902,3268.800049,3280.449951,3280.449951,0.0,3439.301084616929
2006-12-01,3298.300049,3320.399902,3290.100098,3318.899902,3318.899902,0.0,3444.760277317258
2006-12-04,3333.449951,3341.050049,3318.5,3331.649902,3331.649902,0.0,3450.648234756887
2006-12-05,3354.399902,3354.399902,3330.149902,3339.149902,3339.149902,0.0,3457.154222470749
2006-12-06,3344.949951,3353.399902,3301.75,3326.0,3326.0,0.0,3463.6606461775077
2006-12-07,3333.399902,3335.800049,3317.0,3330.199951,3330.199951,0.0,3470.215766066289
2006-12-08,3336.199951,3339.649902,3286.100098,3295.600098,3295.600098,0.0,3476.981279856674
2006-12-11,3294.300049,3294.300049,3162.75,3195.25,3195.25,0.0,3484.061563688946
2006-12-12,3181.699951,3203.600098,3026.850098,3071.800049,3071.800049,0.0,3491.561446687066
2006-12-13,3081.449951,3137.850098,3027.550049,3128.699951,3128.699951,0.0,3499.8792432374435
2006-12-14,3147.050049,3209.899902,3147.050049,3202.600098,3202.600098,0.0,3508.191390070902
2006-12-15,3233.300049,3249.949951,3226.050049,3235.449951,3235.449951,0.0,3516.087495642336
2006-12-18,3255.699951,3255.699951,3181.649902,3252.699951,3252.699951,0.0,3522.8453315065913
2006-12-19,3239.75,3251.449951,3147.449951,3180.0,3180.0,0.0,3531.2717480587644
2006-12-20,3206.5,3221.050049,3146.949951,3164.949951,3164.949951,0.0,3540.458594396488
2006-12-21,3152.850098,3188.25,3130.800049,3176.75,3176.75,0.0,3550.2430840542343
2006-12-22,3180.449951,3211.800049,3173.649902,3208.800049,3208.800049,0.0,3559.209818561157
2006-12-26,3215.899902,3263.699951,3214.0,3261.399902,3261.399902,0.0,3569.7753905655236
2006-12-27,3278.25,3297.949951,3278.25,3289.199951,3289.199951,0.0,3580.365185734026
2006-12-28,3307.699951,3307.699951,3283.0,3288.550049,3288.550049,0.0,3589.831205726722
2006-12-29,3295.0,3308.149902,3290.5,3295.050049,3295.050049,0.0,3597.62243848566
2007-01-02,3299.899902,3327.399902,3293.550049,3323.100098,3323.100098,0.0,3604.118237057942
2007-01-03,3335.300049,3346.399902,3312.800049,3342.699951,3342.699951,0.0,3610.4290018434353
2007-01-04,3353.350098,3356.9499509999996,3320.199951,3327.899902,3327.899902,0.0,3618.9396585415107
2007-01-05,3328.550049,3350.949951,3314.949951,3325.300049,3325.300049,0.0,3627.6467266157247
