Date,Open,High,Low,Close,Adj Close,Volume,200 EMA
2007-01-08,3312.600098,3312.600098,3275.449951,3286.899902,3286.899902,0.0,3636.781086569797
2007-01-09,3299.949951,3313.199951,3250.850098,3264.100098,3264.100098,0.0,3646.8648587929833
2007-01-10,3262.100098,3262.100098,3209.0,3214.600098,3214.600098,0.0,3658.169190496536
2007-01-11,3210.800049,3290.699951,3210.800049,3284.300049,3284.300049,0.0,3669.2411378746797
2007-01-12,3306.949951,3365.600098,3306.949951,3362.100098,3362.100098,0.0,3680.5606300152303
2007-01-15,3393.3000490000004,3396.75,3381.600098,3385.1999509999996,3385.1999509999996,0.0,3691.2799282041337
2007-01-16,3395.5500490000004,3403.5500490000004,3377.600098,3386.1999509999996,3386.1999509999996,0.0,3702.416446331456
2007-01-17,3397.100098,3408.8000490000004,3389.149902,3396.4499509999996,3396.4499509999996,0.0,3713.0928986266654
2007-01-18,3410.6999509999996,3443.600098,3395.25,3415.1999509999996,3415.1999509999996,0.0,3723.4581414761515
2007-01-19,3435.1999509999996,3435.5500490000004,3376.25,3397.600098,3397.600098,0.0,3733.647117133105
2007-01-22,3412.100098,3414.399902,3383.100098,3405.850098,3405.850098,0.0,3743.1575955198405
2007-01-23,3399.3000490000004,3403.0,3363.600098,3368.5,3368.5,0.0,3752.075429415165
2007-01-24,3383.5,3396.850098,3371.8000490000004,3388.8000490000004,3388.8000490000004,0.0,3761.678160485661
2007-01-25,3405.3000490000004,3437.4499509999996,3394.649902,3431.600098,3431.600098,0.0,3773.029126003217
2007-01-29,3434.350098,3442.75,3418.850098,3424.5,3424.5,0.0,3784.4800809484586
2007-01-31,3433.0,3438.3000490000004,3384.1999509999996,3393.100098,3393.100098,0.0,3795.9688373370313
2007-02-01,3411.5500490000004,3434.899902,3390.3000490000004,3432.0,3432.0,0.0,3807.783576249101
2007-02-02,3448.6999509999996,3473.850098,3448.6999509999996,3462.149902,3462.149902,0.0,3818.4837386943836
2007-02-05,3466.75,3482.9499509999996,3454.600098,3480.600098,3480.600098,0.0,3826.9246945780214
2007-02-06,3491.149902,3492.600098,3467.399902,3474.100098,3474.100098,0.0,3834.8234538359516
2007-02-07,3479.0,3500.899902,3476.149902,3494.1999509999996,3494.1999509999996,0.0,3843.4824225042507
2007-02-08,3500.6999509999996,3502.0,3469.3000490000004,3492.6999509999996,3492.6999509999996,0.0,3853.142296956945
2007-02-09,3500.0,3505.5500490000004,3442.75,3453.350098,3453.350098,0.0,3862.616501017075
2007-02-12,3427.149902,3427.149902,3328.449951,3338.449951,3338.449951,0.0,3871.493451255711
2007-02-13,3317.100098,3395.4499509999996,3294.399902,3324.550049,3324.550049,0.0,3880.1457532830173
2007-02-14,3266.899902,3330.199951,3259.850098,3322.75,3322.75,0.0,3889.990569718012
2007-02-15,3362.649902,3407.75,3362.649902,3403.6999509999996,3403.6999509999996,0.0,3900.736436636241
2007-02-19,3412.8000490000004,3431.5,3409.350098,3414.649902,3414.649902,0.0,3911.707216420955
2007-02-20,3421.350098,3421.350098,3368.850098,3373.350098,3373.350098,0.0,3923.343962476468
2007-02-21,3370.350098,3391.3000490000004,3354.75,3365.100098,3365.100098,0.0,3934.868398720483
2007-02-22,3373.1999509999996,3385.8000490000004,3312.699951,3322.449951,3322.449951,0.0,3946.418463429732
2007-02-23,3335.75,3335.75,3226.649902,3241.75,3241.75,0.0,3957.9705175448594
2007-02-26,3247.399902,3258.449951,3184.350098,3244.75,3244.75,0.0,3970.2548885643137
