Date,Open,High,Low,Close,Adj Close,Volume
2007-09-17,3816.149902,3829.350098,3778.550049,3793.250000,3793.250000,2471400
2007-09-18,3787.550049,3838.600098,3787.550049,3834.750000,3834.750000,3044700
2007-09-19,3917.500000,3966.750000,3910.949951,3963.649902,3963.649902,4323400
2007-09-20,3976.350098,4004.000000,3960.199951,3987.949951,3987.949951,4147100
2007-09-21,3983.550049,4045.100098,3983.550049,4036.500000,4036.500000,6134500
2007-09-24,4073.449951,4108.000000,4045.000000,4104.500000,4104.500000,5868100
2007-09-25,4114.799805,4121.049805,4058.500000,4111.049805,4111.049805,6188600
2007-09-26,4129.100098,4159.000000,4116.049805,4122.450195,4122.450195,7025600
2007-09-27,4163.950195,4177.750000,4143.450195,4150.149902,4150.149902,6628200
2007-09-28,4172.250000,4202.950195,4158.600098,4188.549805,4188.549805,6127200
2007-10-01,4206.700195,4253.700195,4179.399902,4237.799805,4237.799805,5131700
2007-10-03,4278.799805,4375.399902,4186.049805,4327.500000,4327.500000,6284400
2007-10-04,4311.200195,4342.799805,4268.700195,4335.250000,4335.250000,5042200
2007-10-05,4354.350098,4359.750000,4287.450195,4301.750000,4301.750000,3977800
2007-10-08,4335.549805,4343.799805,4141.549805,4195.250000,4195.250000,4200600
2007-10-09,4151.200195,4377.500000,4129.750000,4369.700195,4369.700195,4996600
2007-10-10,4413.250000,4466.399902,4404.850098,4454.549805,4454.549805,4857000
2007-10-11,4470.000000,4529.450195,4440.200195,4523.799805,4523.799805,3467300
2007-10-12,4482.100098,4542.799805,4435.600098,4451.399902,4451.399902,5172700
2007-10-15,4478.549805,4627.850098,4478.549805,4621.049805,4621.049805,4382000
2007-10-16,4633.600098,4657.000000,4566.950195,4634.049805,4634.049805,4633300
2007-10-17,4287.399902,4551.299805,4287.399902,4531.700195,4531.700195,4629900
2007-10-18,4576.600098,4669.399902,4316.149902,4372.850098,4372.850098,5807600
2007-10-19,4373.700195,4373.700195,4170.549805,4250.450195,4250.450195,4456700
2007-10-22,4159.250000,4279.799805,4159.250000,4238.350098,4238.350098,3103200
2007-10-23,4329.200195,4473.200195,4329.200195,4465.750000,4465.750000,3625200
2007-10-24,4521.500000,4553.100098,4438.549805,4494.000000,4494.000000,4516500
2007-10-25,4495.649902,4570.899902,4479.649902,4545.649902,4545.649902,5009700
2007-10-26,4566.649902,4657.100098,4520.299805,4650.200195,4650.200195,4616900
2007-10-29,4705.350098,4795.850098,4705.350098,4782.950195,4782.950195,4994400
2007-10-30,4831.799805,4839.750000,4743.950195,4770.899902,4770.899902,5902300
2007-10-31,4772.350098,4843.649902,4772.350098,4806.850098,4806.850098,4923200
2007-11-01,4859.700195,4891.899902,4738.899902,4757.850098,4757.850098,5890000
2007-11-02,4675.750000,4818.649902,4667.500000,4810.500000,4810.500000,4475600
2007-11-05,4800.750000,4846.000000,4756.799805,4775.399902,4775.399902,5793400
2007-11-06,4837.750000,4871.549805,4731.049805,4754.799805,4754.799805,5879000
2007-11-07,4818.600098,4825.899902,4708.649902,4747.450195,4747.450195,4187400
2007-11-08,4652.149902,4722.350098,4650.549805,4689.450195,4689.450195,3645200
2007-11-12,4570.899902,4645.850098,4522.149902,4639.399902,4639.399902,4419900
2007-11-13,4643.450195,4754.200195,4637.399902,4717.149902,4717.149902,5256200
2007-11-14,4833.799805,4909.100098,4815.250000,4902.450195,4902.450195,5627500
2007-11-15,4915.500000,4955.700195,4906.299805,4923.850098,4923.850098,7074100
2007-11-16,4870.649902,4978.850098,4870.649902,4939.100098,4939.100098,7584900
2007-11-19,4977.600098,5020.000000,4970.850098,4983.350098,4983.350098,5755000
2007-11-20,4949.350098,5005.450195,4857.850098,4883.149902,4883.149902,6147800
