Date,Open,High,Low,Close,Adj Close,Volume
2005-10-01,2282.500000,2333.100098,2016.000000,2067.800049,2067.800049,0
2005-11-01,2096.649902,2362.850098,2066.250000,2306.149902,2306.149902,0
2005-12-01,2314.050049,2468.600098,2299.250000,2459.199951,2459.199951,0
2006-01-01,2465.149902,2604.149902,2438.449951,2585.949951,2585.949951,0
2006-02-01,2593.000000,2675.399902,2543.550049,2658.949951,2658.949951,0
2006-03-01,2655.000000,2923.149902,2652.449951,2910.350098,2910.350098,0
2006-04-01,2918.600098,3071.449951,2826.800049,3014.100098,3014.100098,0
2006-05-01,3093.699951,3223.149902,2439.600098,2635.250000,2635.250000,0
2006-06-01,2665.750000,2680.199951,2137.800049,2562.500000,2562.500000,0
2006-07-01,2580.550049,2623.250000,2334.750000,2562.550049,2562.550049,0
2006-08-01,2553.949951,2842.149902,2536.850098,2807.949951,2807.949951,0
2006-09-01,2810.550049,2994.250000,2765.149902,2988.250000,2988.250000,0
2006-10-01,2994.550049,3145.199951,2943.250000,3114.550049,3114.550049,0
2006-11-01,3130.899902,3314.500000,3110.149902,3280.449951,3280.449951,0
2006-12-01,3298.300049,3354.399902,3026.850098,3295.050049,3295.050049,0
2007-01-01,3299.899902,3443.600098,3209.000000,3393.100098,3393.100098,0
2007-02-01,3411.550049,3505.550049,3059.350098,3107.750000,3107.750000,0
2007-03-01,3118.750000,3193.949951,2931.000000,3145.350098,3145.350098,4782000
2007-04-01,3067.300049,3453.399902,2997.850098,3379.100098,3379.100098,43468300
2007-05-01,3421.000000,3578.600098,3318.449951,3563.649902,3563.649902,58336600
2007-06-01,3586.000000,3626.100098,3413.050049,3625.750000,3625.750000,48949300
2007-07-01,3630.000000,3883.899902,3615.649902,3783.850098,3783.850098,63583500
2007-08-01,3739.300049,3793.850098,3362.800049,3711.550049,3711.550049,62431400
2007-09-01,3730.600098,4202.950195,3713.100098,4188.549805,4188.549805,84209100
2007-10-01,4206.700195,4843.649902,4129.750000,4806.850098,4806.850098,103731200
2007-11-01,4859.700195,5020.000000,4512.200195,4869.549805,4869.549805,109107700
2007-12-01,4895.850098,5364.000000,4895.850098,5354.700195,5354.700195,90746900
2008-01-01,5370.350098,5563.500000,3744.449951,4349.000000,4349.000000,106504500
2008-02-01,4404.100098,4639.950195,4044.750000,4360.700195,4360.700195,73225300
2008-03-01,4236.549805,4262.250000,3603.449951,3825.850098,3825.850098,68160700
2008-04-01,3860.149902,4266.000000,3738.399902,4222.100098,4222.100098,72367600
2008-05-01,4290.950195,4315.950195,3917.250000,3959.649902,3959.649902,73469500
2008-06-01,3987.850098,3987.850098,3191.449951,3203.350098,3203.350098,74497500
2008-07-01,3204.399902,3607.350098,3017.199951,3456.699951,3456.699951,92817500
2008-08-01,3432.600098,3721.300049,3370.250000,3489.050049,3489.050049,73291100
2008-09-01,3455.199951,3619.800049,2914.600098,3058.600098,3058.600098,76060600
2008-10-01,3084.000000,3119.100098,1796.900024,2225.699951,2225.699951,94689100
2008-11-01,2318.800049,2490.350098,1955.300049,2093.100098,2093.100098,86277200
2008-12-01,2099.500000,2395.699951,1971.349976,2295.750000,2295.750000,117457600
2009-01-01,2305.949951,2456.300049,2061.149902,2209.050049,2209.050049,112374500
2009-02-01,2185.449951,2278.000000,2059.449951,2112.850098,2112.850098,83793700
2009-03-01,2070.050049,2350.300049,1953.300049,2294.850098,2294.850098,107445500
2009-04-01,2282.100098,2727.750000,2265.899902,2662.949951,2662.949951,150258500
2009-05-01,2707.449951,3612.300049,2707.449951,3579.899902,3579.899902,186227600
2009-06-01,3649.850098,3766.899902,3342.649902,3469.699951,3469.699951,207684600
2009-07-01,3486.100098,3799.649902,3166.149902,3764.100098,3764.100098,168195900
2009-08-01,3778.050049,3871.250000,3567.899902,3840.250000,3840.250000,139482700
2009-09-01,3871.000000,4119.899902,3774.750000,4118.649902,4118.649902,130885500
2009-10-01,4128.500000,4239.950195,3844.399902,3853.149902,3853.149902,122850100
2009-11-01,3837.000000,4216.899902,3717.649902,4145.450195,4145.450195,125438000
2009-12-01,4176.149902,4346.399902,4128.000000,4329.100098,4329.100098,110421500
2010-01-01,4329.100098,4524.299805,4047.100098,4156.049805,4156.049805,124336000
2010-02-01,4130.450195,4242.750000,4004.949951,4127.549805,4127.549805,90700500
2010-03-01,4170.350098,4348.049805,4158.649902,4313.250000,4313.250000,95671500
2010-04-01,4337.200195,4446.350098,4261.649902,4368.100098,4368.100098,95442100
2010-05-01,4346.250000,4360.450195,3986.949951,4226.600098,4226.600098,105561500
2010-06-01,4221.700195,4432.450195,4136.950195,4420.700195,4420.700195,112094900
2010-07-01,4391.950195,4554.899902,4372.399902,4475.149902,4475.149902,98827000
2010-08-01,4501.799805,4665.100098,4497.799805,4537.250000,4537.250000,104837700
2010-09-01,4561.600098,4987.600098,4559.899902,4925.149902,4925.149902,112502600
2010-10-01,4945.399902,5159.950195,4915.100098,4972.950195,4972.950195,127473100
2010-11-01,5013.799805,5212.149902,4588.899902,4781.399902,4781.399902,126951900
2010-12-01,4785.950195,4947.500000,4600.700195,4940.950195,4940.950195,111111900
2011-01-01,4964.500000,4988.250000,4342.799805,4424.600098,4424.600098,98164000
2011-02-01,4441.850098,4483.500000,4128.250000,4247.149902,4247.149902,115147200
2011-03-01,4273.899902,4647.600098,4273.899902,4626.450195,4626.450195,98716400
2011-04-01,4627.149902,4753.500000,4582.299805,4615.299805,4615.299805,93441400
2011-05-01,4624.750000,4632.899902,4303.850098,4492.899902,4492.899902,84113600
2011-06-01,4493.450195,4528.000000,4220.100098,4522.950195,4522.950195,94352100
2011-07-01,4554.500000,4611.399902,4419.600098,4424.049805,4424.049805,92008200
2011-08-01,4448.850098,4476.950195,3833.699951,4038.350098,4038.350098,109652200
2011-09-01,4038.350098,4175.649902,3860.550049,3978.350098,3978.350098,109831200
2011-10-01,3940.850098,4236.049805,3817.350098,4215.899902,4215.899902,28258000
2011-11-01,4189.750000,4228.549805,3672.550049,3811.250000,3811.250000,68297900
2011-12-01,3886.949951,3997.250000,3535.850098,3597.750000,3597.750000,101338100
2012-01-01,3606.399902,4092.699951,3568.750000,4082.850098,4082.850098,130051900
2012-02-01,4082.250000,4465.250000,4062.250000,4275.549805,4275.549805,184077600
2012-03-01,4265.049805,4365.500000,4089.750000,4221.799805,4221.799805,143528100
2012-04-01,4222.200195,4295.600098,4106.200195,4178.350098,4178.350098,97445200
2012-05-01,4178.350098,4203.299805,3818.250000,3913.050049,3913.050049,115338600
2012-06-01,3905.699951,4174.200195,3793.449951,4170.649902,4170.649902,109168300
2012-07-01,4173.600098,4240.899902,3996.350098,4126.450195,4126.450195,114922600
2012-08-01,4121.899902,4274.049805,4094.750000,4129.899902,4129.899902,100554500
2012-09-01,4140.000000,4524.399902,4110.799805,4504.350098,4504.350098,120916500
2012-10-01,4505.299805,4602.100098,4416.250000,4448.850098,4448.850098,124765500
2012-11-01,4443.399902,4677.799805,4411.149902,4675.250000,4675.250000,111881900
2012-12-01,4674.549805,4771.799805,4667.000000,4743.450195,4743.450195,125458700
2013-01-01,4761.799805,4872.700195,4757.850098,4795.299805,4795.299805,153529400
2013-02-01,4798.899902,4814.500000,4464.700195,4477.500000,4477.500000,121123800
2013-03-01,4483.000000,4682.700195,4370.149902,4438.350098,4438.350098,113882800
2013-04-01,4449.350098,4658.350098,4305.000000,4641.750000,4641.750000,103286700
2013-05-01,4641.750000,4877.649902,4630.399902,4681.450195,4681.450195,113723100
2013-06-01,4688.600098,4695.500000,4317.700195,4510.899902,4510.899902,102872700
2013-07-01,4509.350098,4673.000000,4319.700195,4379.649902,4379.649902,118167900
2013-08-01,4402.700195,4428.399902,3937.699951,4175.850098,4175.850098,126543100
2013-09-01,4182.649902,4643.000000,4082.500000,4392.049805,4392.049805,119310600
2013-10-01,4405.000000,4811.149902,4367.149902,4804.850098,4804.850098,116621300
2013-11-01,4798.399902,4836.950195,4605.149902,4770.100098,4770.100098,107206300
2013-12-01,4770.850098,4938.750000,4743.450195,4914.850098,4914.850098,116893200
2014-01-01,4928.799805,4961.450195,4645.250000,4709.149902,4709.149902,121286300
2014-02-01,4690.149902,4852.049805,4596.049805,4849.500000,4849.500000,84926700
2014-03-01,4842.299805,5234.299805,4809.549805,5224.850098,5224.850098,127335500
2014-04-01,5244.149902,5377.950195,5198.500000,5255.649902,5255.649902,139691500
2014-05-01,5271.049805,6035.149902,5222.399902,5802.850098,5802.850098,233820000
2014-06-01,5829.100098,6234.250000,5818.299805,6174.200195,6174.200195,224351700
2014-07-01,6192.000000,6336.450195,5958.899902,6194.450195,6194.450195,179507700
2014-08-01,6146.549805,6391.299805,6051.350098,6360.750000,6360.750000,127350400
2014-09-01,6388.100098,6603.500000,6286.500000,6415.700195,6415.700195,175722700
2014-10-01,6413.200195,6689.549805,6204.000000,6685.750000,6685.750000,113219000
2014-11-01,6705.250000,6944.049805,6676.799805,6918.049805,6918.049805,138000000
2014-12-01,6931.500000,6995.700195,6410.350098,6773.649902,6773.649902,145768800
2015-01-01,6767.600098,7293.250000,6605.399902,7166.700195,7166.700195,155412600
2015-02-01,7164.600098,7258.950195,6888.049805,7210.299805,7210.299805,161436500
2015-03-01,7281.850098,7428.100098,6778.450195,6978.149902,6978.149902,158491100
2015-04-01,6975.799805,7299.549805,6698.450195,6749.649902,6749.649902,130469400
2015-05-01,6790.799805,6988.299805,6572.700195,6959.850098,6959.850098,126572600
2015-06-01,6947.700195,6980.649902,6543.549805,6897.200195,6897.200195,146464600
2015-07-01,6908.600098,7172.700195,6906.600098,7106.200195,7106.200195,146239800
2015-08-01,7099.750000,7233.750000,6352.899902,6669.350098,6669.350098,173025400
2015-09-01,6617.000000,6694.600098,6286.700195,6646.100098,6646.100098,134263200
2015-10-01,6685.649902,6952.000000,6640.799805,6750.950195,6750.950195,143543800
2015-11-01,6747.399902,6796.350098,6487.450195,6686.100098,6686.100098,122257600
2015-12-01,6707.549805,6731.350098,6386.450195,6724.750000,6724.750000,142643700
2016-01-01,6723.100098,6758.549805,6055.299805,6339.450195,6339.450195,153849400
2016-02-01,6367.350098,6374.549805,5717.000000,5829.950195,5829.950195,160378000
