Date,Open,High,Low,Close,Adj Close,Volume,Name
2017-08-01,592.0,592.5,496.25,549.4500122070312,548.4031982421875,22890782.0,AUBANK
2017-09-01,551.0,578.0,528.5,568.5999755859375,567.5167236328125,9844604.0,AUBANK
2017-10-01,568.5999755859375,623.0,557.5499877929688,581.75,580.6417236328125,10283943.0,AUBANK
2017-11-01,590.9500122070312,713.0,580.0,698.0499877929688,696.7200927734375,8337762.0,AUBANK
2017-12-01,699.7000122070312,737.0,650.0,666.7999877929688,665.5296630859375,6209325.0,AUBANK
2018-01-01,669.0,741.0999755859375,645.4000244140625,656.5499877929688,655.2991943359375,4291837.0,AUBANK
2018-02-01,652.0,674.0,555.5499877929688,591.2000122070312,590.0736694335938,2937865.0,AUBANK
2018-03-01,595.0999755859375,639.0,565.2999877929688,618.0499877929688,616.8724975585938,2801899.0,AUBANK
2018-04-01,624.0,748.4000244140625,615.0,721.8499755859375,720.4747314453125,5860079.0,AUBANK
2018-05-01,721.8499755859375,733.0,651.25,697.2999877929688,695.9714965820312,2698559.0,AUBANK
2018-06-01,691.0,734.3499755859375,650.0,655.75,654.5006713867188,3881055.0,AUBANK
2018-07-01,660.6500244140625,693.0999755859375,612.0499877929688,643.9000244140625,642.67333984375,20503499.0,AUBANK
2018-07-30,,,,,,,AUBANK
2018-08-01,640.2000122070312,745.0,638.0,735.0999755859375,734.2763671875,15106737.0,AUBANK
2018-09-01,733.5999755859375,735.8499755859375,545.0499877929688,574.2999877929688,573.6565551757812,8289566.0,AUBANK
2018-10-01,560.0,639.9500122070312,500.5,555.5999755859375,554.9774780273438,11062391.0,AUBANK
2018-11-01,560.0499877929688,612.4000244140625,520.0,568.25,567.6133422851562,8720659.0,AUBANK
2018-12-01,583.8499755859375,652.9000244140625,566.0,622.0999755859375,621.4029541015625,9490404.0,AUBANK
2019-01-01,622.0999755859375,668.9500122070312,572.0999755859375,584.25,583.5953979492188,8254601.0,AUBANK
2019-02-01,585.5999755859375,609.8499755859375,558.0,579.5999755859375,578.9506225585938,2723867.0,AUBANK
2019-03-01,576.6500244140625,628.25,541.25,595.5999755859375,594.9326782226562,9629813.0,AUBANK
2019-04-01,598.5999755859375,647.0,578.0,644.6500244140625,643.9277954101562,6477645.0,AUBANK
2019-05-01,644.6500244140625,719.0,618.4000244140625,696.1500244140625,695.3700561523438,6634313.0,AUBANK
2019-06-01,692.6500244140625,716.7000122070312,665.5999755859375,704.25,703.4609375,3301743.0,AUBANK
2019-07-01,697.5499877929688,709.0,624.0,678.2999877929688,677.5400390625,5239632.0,AUBANK
2019-07-18,,,,,,,AUBANK
2019-08-01,671.0,705.0,622.5,673.7000122070312,673.7000122070312,3401429.0,AUBANK
2019-09-01,673.7000122070312,690.0,614.0999755859375,659.5,659.5,10556070.0,AUBANK
2019-10-01,652.3499755859375,713.0,636.2999877929688,685.6500244140625,685.6500244140625,7512781.0,AUBANK
2019-11-01,690.0,855.0,656.0,823.75,823.75,14180397.0,AUBANK
2019-12-01,822.0,839.9500122070312,767.25,803.0999755859375,803.0999755859375,4994702.0,AUBANK
2020-01-01,804.0,1105.0,786.25,1064.3499755859375,1064.3499755859375,24005901.0,AUBANK
2020-02-01,1060.0,1204.0,991.0,1162.9000244140625,1162.9000244140625,12824101.0,AUBANK
2020-03-01,1164.550048828125,1218.0,470.95001220703125,505.3500061035156,505.3500061035156,25344662.0,AUBANK
2020-04-01,530.0,566.75,443.6000061035156,544.25,544.25,14709020.0,AUBANK
2020-05-01,544.25,544.25,366.0,391.6000061035156,391.6000061035156,15484341.0,AUBANK
2020-06-01,400.0,618.4500122070312,400.0,543.5,543.5,21957027.0,AUBANK
2020-07-01,551.0,816.9000244140625,542.0,740.4500122070312,740.4500122070312,19296393.0,AUBANK
2020-08-01,750.0,762.0,651.1500244140625,668.0,668.0,11031460.0,AUBANK
2020-09-01,672.0,736.9000244140625,616.7000122070312,654.3499755859375,654.3499755859375,10682913.0,AUBANK
2020-10-01,663.0999755859375,812.0,662.0,775.3499755859375,775.3499755859375,10826332.0,AUBANK
2020-11-01,774.0,945.5,752.0,839.0499877929688,839.0499877929688,16146152.0,AUBANK
2020-12-01,849.5,950.0,720.4500122070312,852.5999755859375,852.5999755859375,17435380.0,AUBANK
2021-01-01,855.0,931.5,842.5,872.5,872.5,17967082.0,AUBANK
2021-02-01,891.0,1207.0,891.0,1126.5,1126.5,16724527.0,AUBANK
2021-03-01,1138.0,1354.4000244140625,1124.0,1227.8499755859375,1227.8499755859375,31829291.0,AUBANK
2021-04-01,1250.0,1278.0,973.2999877929688,1004.2999877929688,1004.2999877929688,37747123.0,AUBANK
2021-05-01,949.0,950.0,914.25,924.0499877929688,924.0499877929688,6959261.0,AUBANK
