,Symbol,Sector
867,SARLAPOLY,Consumer Cyclical
868,SINTEX,Consumer Cyclical
869,MCLEODRUSS,Consumer Defensive
870,WINDMACHIN,Industrials
871,UFO,Communication Services
872,HIRECT,Industrials
873,REFEX,Energy
874,SALZERELEC,Industrials
875,UGARSUGAR,Consumer Defensive
876,EIMCOELECO,Industrials
877,BASML,Consumer Cyclical
878,JAYSREETEA,Consumer Defensive
879,TRIGYN,Technology
880,KOTHARIPRO,Industrials
881,MAJESCO,Technology
882,STARPAPER,Basic Materials
883,ONWARDTEC,Technology
884,CONSOFINVT,Financial Services
885,GULFPETRO,Energy
886,SHIVATEX,Consumer Cyclical
887,GENUSPAPER,Basic Materials
888,AHLEAST,Consumer Cyclical
889,BIRLACABLE,Technology
890,DTIL,Consumer Defensive
891,SHIVAMAUTO,Consumer Cyclical
892,GOKUL,Consumer Defensive
893,SPECIALITY,Consumer Cyclical
894,INSPIRISYS,Technology
895,SHEMAROO,Communication Services
896,RANEENGINE,Consumer Cyclical
897,NAHARINDUS,Consumer Cyclical
898,NAHARCAP,Financial Services
899,SIMPLEXINF,Industrials
900,ROHLTD,Consumer Cyclical
901,ABAN,Energy
902,BANSWRAS,Consumer Cyclical
903,NILAINFRA,Real Estate
904,KCPSUGIND,Consumer Defensive
905,RAJTV,Communication Services
906,AGARIND,Basic Materials
907,DHUNINV,Financial Services
908,ESSARSHPNG,Industrials
909,EMKAY,Financial Services
910,MANGALAM,Healthcare
911,ANDHRACEMT,Basic Materials
912,ISMTLTD,Basic Materials
913,GREENPOWER,Utilities
914,ORBTEXP,Consumer Cyclical
915,SHREYAS,Industrials
916,MANAKSTEEL,Basic Materials
917,DONEAR,Consumer Cyclical
918,KOTHARIPET,Basic Materials
919,TIL,Industrials
920,WELINV,Financial Services
921,BROOKS,Healthcare
922,STEL,Consumer Defensive
923,NDL,Consumer Cyclical
924,PARACABLES,Technology
925,RUCHIRA,Basic Materials
926,AXISCADES,Industrials
927,UNITEDTEA,Consumer Defensive
928,EMMBI,Consumer Cyclical
929,RANASUG,Consumer Defensive
930,APOLSINHOT,Consumer Cyclical
931,REVATHI,Industrials
932,PIONDIST,Consumer Defensive
933,ELECTHERM,Industrials
934,SHREYANIND,Basic Materials
935,MAWANASUG,Consumer Defensive
936,BHAGYANGR,Basic Materials
937,HINDMOTORS,Consumer Cyclical
938,NITCO,Industrials
939,SUNDRMBRAK,Consumer Cyclical
940,GINNIFILA,Consumer Cyclical
941,VIDEOIND,Consumer Cyclical
942,CEBBCO,Industrials
943,BALLARPUR,Basic Materials
944,SUPERHOUSE,Consumer Cyclical
945,MBECL,Industrials
946,MARALOVER,Consumer Cyclical
947,VIVIMEDLAB,Healthcare
948,DENORA,Industrials
949,ELGIRUBCO,Consumer Cyclical
950,WEBELSOLAR,Technology
951,KAKATCEM,Basic Materials
952,UMANGDAIRY,Consumer Defensive
953,PRECOT,Consumer Cyclical
954,RPPINFRA,Industrials
955,JHS,Consumer Defensive
956,JOCIL,Basic Materials
957,PONNIERODE,Consumer Defensive
958,SIL,Consumer Cyclical
959,IITL,Financial Services
960,AUTOIND,Consumer Cyclical
961,KILITCH,Healthcare
962,INDTERRAIN,Consumer Cyclical
963,20MICRONS,Basic Materials
964,JMTAUTOLTD,Consumer Cyclical
965,SKMEGGPROD,Consumer Defensive
966,LOVABLE,Consumer Cyclical
967,JBFIND,Consumer Cyclical
968,RUCHINFRA,Consumer Defensive
969,COMPINFO,Technology
970,IVC,Financial Services
971,RAMASTEEL,Basic Materials
972,VIPCLOTHNG,Consumer Cyclical
973,ASIANHOTNR,Consumer Cyclical
974,SHYAMCENT,Basic Materials
975,TCIDEVELOP,Real Estate
976,ALPHAGEO,Energy
977,SAKUMA,Consumer Defensive
978,SAKHTISUG,Consumer Defensive
979,NOIDATOLL,Industrials
980,SMARTLINK,Technology
981,HUBTOWN,Real Estate
982,BPL,Technology
983,FCSSOFT,Technology
984,EMAMIREAL,Real Estate
985,PRIMESECU,Financial Services
986,UTTAMSTL,Basic Materials
987,KMSUGAR,Consumer Defensive
988,GRPLTD,Consumer Cyclical
989,DUCON,Industrials
990,PIONEEREMB,Consumer Cyclical
991,MAANALU,Basic Materials
992,MURUDCERA,Industrials
993,ARIES,Basic Materials
994,IVP,Basic Materials
995,ISFT,Consumer Cyclical
996,TTL,Consumer Cyclical
997,SPLIL,Consumer Cyclical
998,MOTOGENFIN,Real Estate
999,ARROWGREEN,Consumer Cyclical
1000,TRF,Industrials
1001,ANSALAPI,Real Estate
1002,PALREDTEC,Technology
1003,INDOTECH,Industrials
1004,AMJLAND,Real Estate
1005,LGBFORGE,Industrials
1006,GSS,Technology
1007,SIGIND,Basic Materials
1008,CINELINE,Real Estate
1009,GILLANDERS,Industrials
1010,OPTOCIRCUI,Healthcare
1011,AKSHOPTFBR,Technology
1012,OMAXAUTO,Consumer Cyclical
1013,XPROINDIA,Basic Materials
1014,LOTUSEYE,Healthcare
1015,JINDALPHOT,Financial Services
1016,KERNEX,Technology
1017,GTL,Communication Services
1018,KECL,Industrials
1019,REMSONSIND,Consumer Cyclical
1020,INDIANCARD,Consumer Cyclical
1021,ORIENTLTD,Consumer Cyclical
1022,MANAKCOAT,Industrials
1023,ALMONDZ,Financial Services
1024,INDOSOLAR,Technology
1025,BALPHARMA,Healthcare
1026,ALPA,Healthcare
1027,WEIZMANIND,Consumer Cyclical
1028,VISASTEEL,Basic Materials
1029,HOVS,Technology
1030,LYKALABS,Healthcare
1031,PREMIERPOL,Basic Materials
1032,SITINET,Communication Services
1033,BYKE,Consumer Cyclical
1034,JMA,Consumer Cyclical
1035,TEXMOPIPES,Industrials
1036,KALYANIFRG,Consumer Cyclical
1037,GOLDENTOBC,Consumer Defensive
1038,COMPUSOFT,Consumer Defensive
1039,KAMATHOTEL,Consumer Cyclical
1040,IL&FSTRANS,Industrials
1041,FMNL,Real Estate
1042,DSSL,Technology
1043,PKTEA,Consumer Defensive
1044,BHARATGEAR,Consumer Cyclical
1045,IZMO,Technology
1046,CCHHL,Consumer Cyclical
1047,TOKYOPLAST,Consumer Cyclical
1048,A2ZINFRA,Industrials
1049,GAMMNINFRA,Industrials
1050,ARCHIDPLY,Basic Materials
1051,MUKTAARTS,Communication Services
1052,VIKASECO,Basic Materials
1053,AROGRANITE,Industrials
1054,AUSOMENT,Financial Services
1055,RSSOFTWARE,Technology
1056,SICAL,Industrials
1057,PNC,Communication Services
1058,SHREERAMA,Consumer Cyclical
1059,GOENKA,Consumer Cyclical
1060,TARMAT,Industrials
1061,MCDHOLDING,Financial Services
1062,SICAGEN,Basic Materials
1063,SUNDARAM,Basic Materials
1064,MANAKALUCO,Basic Materials
1065,LOKESHMACH,Industrials
1066,INDBANK,Financial Services
1067,SURANAT&P,Utilities
1068,INDOTHAI,Financial Services
1069,SKIL,Industrials
1070,PRAENG,Real Estate
1071,GLOBALVECT,Industrials
1072,ROLTA,Technology
1073,ATLANTA,Industrials
1074,JYOTISTRUC,Industrials
1075,TAINWALCHM,Basic Materials
1076,ASAL,Consumer Cyclical
1077,MORARJEE,Consumer Cyclical
1078,CORDSCABLE,Industrials
1079,ALKALI,Basic Materials
1080,LAMBODHARA,Consumer Cyclical
1081,PRESSMN,Communication Services
1082,PUNJLLOYD,Industrials
1083,CTE,Technology
1084,FLEXITUFF,Consumer Cyclical
1085,RAJSREESUG,Consumer Defensive
1086,BEDMUTHA,Basic Materials
1087,SALONA,Consumer Cyclical
1088,SURYALAXMI,Consumer Cyclical
1089,UJAAS,Technology
1090,SUMEETINDS,Consumer Cyclical
1091,MRO-TEK,Technology
1092,MTEDUCARE,Consumer Defensive
1093,NIBL,Industrials
1094,DCM,Industrials
1095,SURANASOL,Technology
1096,MALUPAPER,Basic Materials
1097,ARSSINFRA,Industrials
1098,MADHAV,Industrials
1099,MEGASOFT,Technology
1100,ENERGYDEV,Utilities
1101,CNOVAPETRO,Consumer Cyclical
1102,AARVEEDEN,Consumer Cyclical
1103,PATINTLOG,Industrials
1104,KANANIIND,Consumer Cyclical
1105,BAGFILMS,Communication Services
1106,SANWARIA,Consumer Defensive
1107,ANIKINDS,Consumer Defensive
1108,BVCL,Basic Materials
1109,VARDMNPOLY,Consumer Cyclical
1110,SAMBHAAV,Communication Services
1111,IL&FSENGG,Industrials
1112,ZENITHEXPO,Consumer Cyclical
1113,KEYFINSERV,Financial Services
1114,MADHUCON,Industrials
1115,BANG,Consumer Cyclical
1116,SPMLINFRA,Industrials
1117,MANUGRAPH,Industrials
1118,KRIDHANINF,Basic Materials
1119,DELTAMAGNT,Industrials
1120,CINEVISTA,Communication Services
1121,ARCHIES,Consumer Cyclical
1122,CENTEXT,Basic Materials
1123,BSL,Consumer Cyclical
1124,INDOWIND,Utilities
1125,BLBLIMITED,Financial Services
1126,AMDIND,Consumer Cyclical
1127,BANARBEADS,Consumer Cyclical
1128,ANSALHSG,Real Estate
1129,TREEHOUSE,Consumer Defensive
1130,GAL,Basic Materials
1131,DBSTOCKBRO,Financial Services
1132,VASWANI,Basic Materials
1133,EDUCOMP,Consumer Defensive
1134,SIMBHALS,Consumer Defensive
1135,SANGHVIFOR,Industrials
1136,BEARDSELL,Industrials
1137,CELEBRITY,Consumer Cyclical
1138,SALSTEEL,Basic Materials
1139,LPDC,Real Estate
1140,KGL,Consumer Defensive
1141,LFIC,Financial Services
1142,OILCOUNTUB,Energy
1143,CUBEXTUB,Basic Materials
1144,MERCATOR,Energy
1145,OMKARCHEM,Basic Materials
1146,PEARLPOLY,Consumer Cyclical
1147,NEXTMEDIA,Communication Services
1148,SUPERSPIN,Consumer Cyclical
1149,EXCEL,Industrials
1150,SGL,Consumer Cyclical
1151,METALFORGE,Industrials
1152,DHARSUGAR,Consumer Defensive
1153,MANGTIMBER,Basic Materials
1154,BALKRISHNA,Consumer Cyclical
1155,TIMESGTY,Financial Services
1156,VIVIDHA,Consumer Cyclical
1157,ROHITFERRO,Basic Materials
1158,DIAPOWER,Industrials
1159,MUKANDENGG,Industrials
1160,RMCL,Consumer Cyclical
1161,WILLAMAGOR,Financial Services
1162,COX&KINGS,Consumer Cyclical
1163,NAGREEKEXP,Consumer Cyclical
1164,SOMATEX,Consumer Cyclical
1165,TIJARIA,Industrials
1166,SEZAL,Industrials
1167,MAGNUM,Basic Materials
1168,AGRITECH,Consumer Defensive
1169,BURNPUR,Basic Materials
1170,RKDL,Consumer Defensive
1171,ORIENTALTL,Industrials
1172,KHANDSE,Financial Services
1173,WSI,Industrials
1174,SHAHALLOYS,Basic Materials
1175,GOLDTECH,Technology
1176,NATNLSTEEL,Basic Materials
1177,NITINFIRE,Industrials
1178,ADROITINFO,Technology
1179,KARMAENG,Utilities
1180,SEPOWER,Basic Materials
1181,COUNCODOS,Real Estate
1182,INFOMEDIA,Financial Services
1183,ARIHANT,Real Estate
1184,PATSPINLTD,Consumer Cyclical
1185,MIC,Technology
1186,ANKITMETAL,Basic Materials
1187,PRAKASHSTL,Basic Materials
1188,SPYL,Consumer Cyclical
1189,MOHITIND,Consumer Cyclical
1190,CALSOFT,Technology
1191,LYPSAGEMS,Consumer Cyclical
1192,ZODJRDMKJ,Consumer Cyclical
1193,TGBHOTELS,Consumer Cyclical
1194,CYBERMEDIA,Communication Services
1195,HBSL,Financial Services
1196,EASTSILK,Consumer Cyclical
1197,INDLMETER,Industrials
1198,HILTON,Industrials
1199,CASTEXTECH,Consumer Cyclical
1200,EMCO,Industrials
1201,CANDC,Industrials
1202,TNTELE,Technology
1203,MOHOTAIND,Consumer Cyclical
1204,UNITY,Industrials
1205,SETUINFRA,Industrials
1206,SYNCOM,Healthcare
1207,UMESLTD,Consumer Defensive
1208,IMPEXFERRO,Basic Materials
1209,VICEROY,Consumer Cyclical
1210,PAEL,Industrials
1211,EASUNREYRL,Industrials
1212,BSELINFRA,Real Estate
1213,BARTRONICS,Technology
1214,SANCO,Industrials
1215,ONELIFECAP,Financial Services
1216,PREMIER,Industrials
1217,NAGREEKCAP,Financial Services
1218,EUROTEXIND,Consumer Cyclical
1219,THIRUSUGAR,Consumer Defensive
1220,RAJRAYON,Consumer Cyclical
1221,ALPSINDUS,Consumer Cyclical
1222,NORBTEAEXP,Consumer Defensive
1223,GLFL,Financial Services
1224,SPENTEX,Consumer Cyclical
1225,GTNTEX,Consumer Cyclical
1226,GFSTEELS,Basic Materials
1227,TCIFINANCE,Financial Services
1228,TFL,Financial Services
1229,CREATIVEYE,Communication Services
1230,KAUSHALYA,Industrials
1231,BKMINDST,Consumer Cyclical
1232,TANTIACONS,Industrials
1233,TECHIN,Real Estate
1234,RADAAN,Communication Services
1235,LAKPRE,Industrials
1236,EUROCERA,Industrials
1237,NTL,Basic Materials
1238,RAMSARUP,Basic Materials
1239,JIKIND,Consumer Cyclical
1240,THOMASCOTT,Consumer Cyclical
1241,MELSTAR,Technology
1242,ORTEL,Communication Services
1243,GBGLOBAL,Consumer Cyclical
1244,DCMFINSERV,Financial Services
1245,GISOLUTION,Industrials
1246,JAINSTUDIO,Communication Services
1247,HOTELRUGBY,Financial Services
1248,BLUECHIP,Financial Services
1249,AIFL,Consumer Cyclical
1250,ALCHEM,Industrials
1251,ANTGRAPHIC,Consumer Cyclical
1252,ARCOTECH,Industrials
1253,ATLASCYCLE,Consumer Cyclical
1254,ATNINTER,Financial Services
1255,AUTOLITIND,Consumer Cyclical
1256,BGLOBAL,Technology
1257,BILENERGY,Industrials
1258,BINANIIND,Basic Materials
1259,BLUEBLENDS,Consumer Cyclical
1260,BLUECOAST,Consumer Cyclical
1261,CCCL,Industrials
1262,CELESTIAL,Healthcare
1263,CHROMATIC,Basic Materials
1264,COFFEEDAY,Consumer Cyclical
1265,CURATECH,Technology
1266,DIGJAMLTD,Consumer Cyclical
1267,DOLPHINOFF,Energy
1268,DQE,Communication Services
1269,EON,Industrials
1270,ESSDEE,Consumer Cyclical
1271,EUROMULTI,Technology
1272,GANGOTRI,Consumer Cyclical
1273,GITANJALI,Consumer Cyclical
1274,GVKPIL,Industrials
1275,HINDSYNTEX,Consumer Cyclical
1276,ICSA,Technology
1277,INDSWFTLTD,Healthcare
1278,INTEGRA,Consumer Cyclical
1279,JAIHINDPRO,Industrials
1280,JINDCOT,Consumer Cyclical
1281,JPOLYINVST,Financial Services
1282,JVLAGRO,Consumer Defensive
1283,KAVVERITEL,Technology
1284,KHAITANLTD,Consumer Cyclical
1285,KOHINOOR,Consumer Defensive
1286,KSERASERA,Communication Services
1287,KSK,Utilities
1288,KWALITY,Consumer Defensive
1289,LEEL,Industrials
1290,MANPASAND,Consumer Defensive
1291,METKORE,Basic Materials
1292,MVL,Real Estate
1293,NAKODA,Consumer Cyclical
1294,NOESISIND,Financial Services
1295,NUTEK,Communication Services
1296,OISL,Basic Materials
1297,PARABDRUGS,Healthcare
1298,PDPL,Healthcare
1299,PETRONENGG,Industrials
1300,PRADIP,Consumer Cyclical
1301,PROSEED,Basic Materials
1302,PSL,Basic Materials
1303,PVP,Industrials
1304,QUINTEGRA,Technology
1305,RAINBOWPAP,Basic Materials
1306,RAJVIR,Consumer Cyclical
1307,REGENCERAM,Industrials
1308,SABTN,Communication Services
1309,SATHAISPAT,Basic Materials
1310,SELMCL,Consumer Cyclical
1311,SHARONBIO,Healthcare
1312,SHIRPUR-G,Basic Materials
1313,SHYAMTEL,Technology
1314,SITASHREE,Consumer Defensive
1315,SMPL,Basic Materials
1316,SPCENET,Financial Services
1317,SRSLTD,Communication Services
1318,STINDIA,Consumer Cyclical
1319,SUJANAUNI,Basic Materials
1320,SUPREMEINF,Industrials
1321,TALWALKARS,Consumer Cyclical
1322,TARAPUR,Industrials
1323,TECHNOFAB,Industrials
1324,UNIPLY,Basic Materials
1325,VIMALOIL,Consumer Defensive
1326,VISESHINFO,Technology
1327,WINSOME,Consumer Cyclical
1328,XLENERGY,Technology
1329,ZICOM,Industrials
