SYMBOL,DATE,NAME,HH,HL,LH,LL,HHL,LHL,CLOSE
,2021-05-11,AARTIIND,0,2,2,0,0,0,1728.4
,2021-05-11,ABBOTINDIA,4,2,0,0,2,0,16205.0
,2021-05-11,ABCAPITAL,2,3,0,0,2,0,119.75
,2021-05-11,ABFRL,3,1,0,0,1,0,180.85
,2021-05-11,ACC,0,0,2,2,0,2,1909.95
,2021-05-11,ADANIENT,1,0,0,2,0,0,1303.5
,2021-05-11,ADANIGREEN,0,0,2,1,0,1,1077.95
,2021-05-11,ADANIPORTS,3,0,0,1,0,0,762.65
,2021-05-11,ADANITRANS,5,6,0,0,5,0,1197.3
,2021-05-11,AJANTPHARM,0,0,2,1,0,1,1942.95
,2021-05-11,ALKEM,0,7,1,0,0,0,3039.55
,2021-05-11,AMARAJABAT,0,6,1,0,0,0,786.6
,2021-05-11,AMBUJACEM,1,0,0,2,0,0,314.9
,2021-05-11,APLLTD,0,1,1,0,0,0,952.65
,2021-05-11,APOLLOHOSP,0,0,2,2,0,2,3258.2
,2021-05-11,APOLLOTYRE,2,2,0,0,2,0,224.0
,2021-05-11,ASHOKLEY,4,0,0,1,0,0,115.75
,2021-05-11,ASIANPAINT,0,0,2,1,0,1,2556.25
,2021-05-11,AUBANK,1,0,0,1,0,0,969.75
,2021-05-11,AUROPHARMA,2,5,0,0,2,0,1030.9
,2021-05-11,AXISBANK,0,0,2,1,0,1,707.35
,2021-05-11,BAJAJ-AUTO,0,0,3,2,0,2,3879.3
,2021-05-11,BAJAJFINSV,0,0,1,1,0,1,11193.05
,2021-05-11,BAJAJHLDNG,1,0,0,1,0,0,3513.6
,2021-05-11,BAJFINANCE,0,0,5,3,0,3,5424.7
,2021-05-11,BALKRISIND,2,4,0,0,2,0,1905.5
,2021-05-11,BANDHANBNK,0,1,1,0,0,0,290.95
,2021-05-11,BANKBARODA,2,2,0,0,2,0,74.05
,2021-05-11,BANKINDIA,0,0,1,1,0,1,69.4
,2021-05-11,BATAINDIA,1,1,0,0,1,0,1368.45
,2021-05-11,BBTC,2,1,0,0,1,0,1173.25
,2021-05-11,BEL,6,2,0,0,2,0,148.55
,2021-05-11,BERGEPAINT,4,1,0,0,1,0,735.95
,2021-05-11,BHARATFORG,4,8,0,0,4,0,668.25
,2021-05-11,BHARTIARTL,0,0,1,1,0,1,568.4
,2021-05-11,BHEL,2,7,0,0,2,0,73.45
,2021-05-11,BIOCON,2,0,0,1,0,0,387.65
,2021-05-11,BOSCHLTD,4,4,0,0,4,0,14204.6
,2021-05-11,BPCL,6,7,0,0,6,0,462.25
,2021-05-11,BRITANNIA,0,0,3,2,0,2,3418.4
,2021-05-11,CADILAHC,8,4,0,0,4,0,629.85
,2021-05-11,CANBK,2,0,0,1,0,0,150.1
,2021-05-11,CASTROLIND,0,0,1,1,0,1,126.55
,2021-05-11,CESC,0,0,1,1,0,1,650.75
,2021-05-11,CHOLAFIN,0,1,2,0,0,0,550.95
,2021-05-11,CIPLA,0,2,1,0,0,0,890.9
,2021-05-11,COALINDIA,4,7,0,0,4,0,155.7
,2021-05-11,COFORGE,1,1,0,0,1,0,3418.4
,2021-05-11,COLPAL,4,7,0,0,4,0,1528.6
,2021-05-11,CONCOR,2,0,0,1,0,0,612.5
,2021-05-11,COROMANDEL,2,1,0,0,1,0,759.05
,2021-05-11,CROMPTON,0,0,1,1,0,1,371.15
,2021-05-11,CUB,0,0,3,2,0,2,166.15
,2021-05-11,CUMMINSIND,1,0,0,3,0,0,829.55
,2021-05-11,DABUR,0,1,2,0,0,0,525.45
,2021-05-11,DALBHARAT,3,4,0,0,3,0,1722.3
,2021-05-11,DEEPAKNTR,1,0,0,3,0,0,1797.45
,2021-05-11,DHANI,2,2,0,0,2,0,180.85
,2021-05-11,DIVISLAB,0,5,1,0,0,0,4073.6
,2021-05-11,DIXON,0,1,5,0,0,0,3963.4
,2021-05-11,DLF,3,3,0,0,3,0,265.5
,2021-05-11,DMART,0,0,1,2,0,1,2850.55
,2021-05-11,DRREDDY,0,0,1,1,0,1,5295.95
,2021-05-11,EICHERMOT,1,0,0,1,0,0,2471.2
,2021-05-11,EMAMILTD,0,0,2,1,0,1,483.95
,2021-05-11,ENDURANCE,0,0,3,2,0,2,1327.05
,2021-05-11,ESCORTS,0,0,1,1,0,1,1175.95
,2021-05-11,EXIDEIND,2,0,0,1,0,0,186.6
,2021-05-11,FEDERALBNK,2,2,0,0,2,0,81.8
,2021-05-11,FORTIS,3,0,0,1,0,0,236.2
,2021-05-11,GAIL,6,7,0,0,6,0,161.9
,2021-05-11,GLENMARK,4,2,0,0,2,0,624.75
,2021-05-11,GMRINFRA,2,7,0,0,2,0,25.55
,2021-05-11,GODREJAGRO,2,1,0,0,1,0,531.5
,2021-05-11,GODREJCP,1,1,0,0,1,0,716.2
,2021-05-11,GODREJIND,0,0,2,1,0,1,509.65
,2021-05-11,GODREJPROP,1,1,0,0,1,0,1259.05
,2021-05-11,GRASIM,0,0,1,2,0,1,1450.15
,2021-05-11,GSPL,1,1,0,0,1,0,271.35
,2021-05-11,GUJGASLTD,0,0,2,2,0,2,523.0
,2021-05-11,HAL,2,2,0,0,2,0,1000.3
,2021-05-11,HAVELLS,1,0,0,1,0,0,1029.65
,2021-05-11,HCLTECH,0,0,1,2,0,1,907.3
,2021-05-11,HDFC,0,0,1,1,0,1,2464.2
,2021-05-11,HDFCAMC,2,2,0,0,2,0,2796.1
,2021-05-11,HDFCBANK,0,0,1,1,0,1,1403.55
,2021-05-11,HDFCLIFE,0,0,1,2,0,1,671.25
,2021-05-11,HEROMOTOCO,0,0,2,1,0,1,2838.35
,2021-05-11,HINDALCO,0,6,1,0,0,0,412.8
,2021-05-11,HINDPETRO,6,2,0,0,2,0,265.6
,2021-05-11,HINDUNILVR,0,0,1,1,0,1,2402.1
,2021-05-11,HINDZINC,0,0,1,1,0,1,313.1
,2021-05-11,IBULHSGFIN,4,3,0,0,3,0,184.9
,2021-05-11,ICICIBANK,0,0,1,1,0,1,609.85
,2021-05-11,ICICIGI,2,2,0,0,2,0,1484.8
,2021-05-11,ICICIPRULI,1,0,0,2,0,0,572.6
,2021-05-11,IDEA,0,0,3,0,0,0,8.1
,2021-05-11,IDFCFIRSTB,0,0,0,2,0,0,56.25
,2021-05-11,IGL,1,0,0,1,0,0,525.55
,2021-05-11,INDHOTEL,2,2,0,0,2,0,117.8
,2021-05-11,INDIAMART,0,0,3,3,0,3,6962.9
,2021-05-11,INDIGO,2,2,0,0,2,0,1674.95
,2021-05-11,INDUSINDBK,1,0,0,1,0,0,948.85
,2021-05-11,INDUSTOWER,1,4,0,0,1,0,256.5
,2021-05-11,INFY,0,0,2,2,0,2,1330.65
