SYMBOL,DATE,NAME,HH,HL,LH,LL,HHL,LHL,CLOSE
,2021-03-04,AARTIIND,4,0,0,1,0,0,1291.95
,2021-03-04,ABBOTINDIA,4,4,0,0,4,0,14689.35
,2021-03-04,ABCAPITAL,2,1,0,0,1,0,130.65
,2021-03-04,ABFRL,4,0,0,1,0,0,217.85
,2021-03-04,ACC,3,0,0,1,0,0,1853.7
,2021-03-04,ADANIENT,0,9,1,0,0,0,918.4
,2021-03-04,ADANIGREEN,3,4,0,0,3,0,1184.65
,2021-03-04,ADANIPORTS,4,0,0,1,0,0,752.45
,2021-03-04,ADANITRANS,3,4,0,0,3,0,834.25
,2021-03-04,AJANTPHARM,0,1,1,0,0,0,1742.4
,2021-03-04,ALKEM,0,0,2,1,0,1,2829.65
,2021-03-04,AMARAJABAT,4,0,0,1,0,0,919.0
,2021-03-04,AMBUJACEM,3,0,0,1,0,0,292.0
,2021-03-04,APLLTD,0,0,1,1,0,1,922.7
,2021-03-04,APOLLOHOSP,0,0,2,2,0,2,3042.1
,2021-03-04,APOLLOTYRE,2,0,0,1,0,0,259.05
,2021-03-04,ASHOKLEY,0,0,1,1,0,1,130.95
,2021-03-04,ASIANPAINT,4,0,0,1,0,0,2417.1
,2021-03-04,AUBANK,4,1,0,0,1,0,1268.0
,2021-03-04,AUROPHARMA,0,0,1,1,0,1,874.9
,2021-03-04,AXISBANK,0,0,1,1,0,1,736.8
,2021-03-04,BAJAJ-AUTO,0,0,1,1,0,1,3879.05
,2021-03-04,BAJAJFINSV,0,4,1,0,0,0,10129.95
,2021-03-04,BAJAJHLDNG,0,0,1,1,0,1,3639.55
,2021-03-04,BAJFINANCE,0,3,1,0,0,0,5485.9
,2021-03-04,BALKRISIND,0,0,1,1,0,1,1636.15
,2021-03-04,BANDHANBNK,2,0,0,1,0,0,357.4
,2021-03-04,BANKBARODA,2,3,0,0,2,0,85.8
,2021-03-04,BANKINDIA,0,0,1,1,0,1,79.7
