SYMBOL,DATE,NAME,HH,HL,LH,LL,HHL,LHL,CLOSE
,2021-02-24,AARTIIND,0,0,1,1,0,1,1230.55
,2021-02-24,ABBOTINDIA,0,1,3,0,0,0,14591.6
,2021-02-24,ABCAPITAL,3,3,0,0,3,0,122.35
,2021-02-24,ABFRL,2,5,0,0,2,0,179.25
,2021-02-24,ACC,1,1,0,0,1,0,1730.65
,2021-02-24,ADANIENT,0,3,1,0,0,0,805.2
,2021-02-24,ADANIGREEN,3,0,0,1,0,0,1169.35
,2021-02-24,ADANIPORTS,0,0,1,1,0,1,665.2
,2021-02-24,ADANITRANS,0,0,5,2,0,2,743.75
,2021-02-24,AJANTPHARM,1,0,0,1,0,0,1751.85
,2021-02-24,ALKEM,0,0,3,3,0,3,2761.8
,2021-02-24,AMARAJABAT,0,0,2,1,0,1,886.25
,2021-02-24,AMBUJACEM,0,1,4,0,0,0,268.4
,2021-02-24,APLLTD,0,2,7,0,0,0,882.6
,2021-02-24,APOLLOHOSP,2,2,0,0,2,0,3059.65
,2021-02-24,APOLLOTYRE,1,1,0,0,1,0,238.9
,2021-02-24,ASHOKLEY,0,1,1,0,0,0,126.55
,2021-02-24,ASIANPAINT,1,1,0,0,1,0,2361.35
,2021-02-24,AUBANK,1,2,0,0,1,0,1186.3
,2021-02-24,AUROPHARMA,1,1,0,0,1,0,862.0
,2021-02-24,AXISBANK,1,1,0,0,1,0,749.4
,2021-02-24,BAJAJ-AUTO,0,0,5,6,0,5,3931.85
,2021-02-24,BAJAJFINSV,1,1,0,0,1,0,10199.6
,2021-02-24,BAJAJHLDNG,0,0,1,1,0,1,3631.9
,2021-02-24,BAJFINANCE,1,2,0,0,1,0,5562.9
,2021-02-24,BALKRISIND,2,1,0,0,1,0,1583.1
,2021-02-24,BANDHANBNK,1,1,0,0,1,0,335.15
,2021-02-24,BANKBARODA,0,1,3,0,0,0,88.35
,2021-02-24,BANKINDIA,1,2,0,0,1,0,87.15
,2021-02-24,BATAINDIA,0,1,3,0,0,0,1476.15
,2021-02-24,BBTC,1,1,0,0,1,0,1179.85
,2021-02-24,BEL,1,2,0,0,1,0,136.35
,2021-02-24,BERGEPAINT,0,1,4,0,0,0,724.75
,2021-02-24,BHARATFORG,0,2,1,0,0,0,602.4
,2021-02-24,BHARTIARTL,0,1,7,0,0,0,572.95
,2021-02-24,BHEL,2,0,0,1,0,0,42.95
,2021-02-24,BIOCON,0,1,4,0,0,0,389.5
