SYMBOL,DATE,NAME,HH,HL,LH,LL,HHL,LHL,CLOSE
,2021-03-18,AARTIIND,1,0,0,1,0,0,1240.75
,2021-03-18,ABBOTINDIA,0,0,1,1,0,1,14484.8
,2021-03-18,ABCAPITAL,0,0,1,2,0,1,124.6
,2021-03-18,ABFRL,0,0,4,4,0,4,202.75
,2021-03-18,ACC,0,0,4,2,0,2,1731.75
,2021-03-18,ADANIENT,0,0,1,2,0,1,871.05
,2021-03-18,ADANIGREEN,0,0,2,2,0,2,1135.85
,2021-03-18,ADANIPORTS,0,0,2,2,0,2,679.65
,2021-03-18,ADANITRANS,0,1,2,0,0,0,771.2
,2021-03-18,AJANTPHARM,1,0,0,2,0,0,1783.6
,2021-03-18,ALKEM,0,0,3,10,0,3,2629.55
,2021-03-18,AMARAJABAT,0,0,2,2,0,2,862.7
,2021-03-18,AMBUJACEM,0,0,4,2,0,2,281.05
,2021-03-18,APLLTD,0,0,4,2,0,2,887.65
,2021-03-18,APOLLOHOSP,0,0,1,2,0,1,2958.7
,2021-03-18,APOLLOTYRE,0,0,4,4,0,4,217.05
,2021-03-18,ASHOKLEY,0,0,2,2,0,2,113.2
,2021-03-18,ASIANPAINT,1,0,0,1,0,0,2404.55
,2021-03-18,AUBANK,0,0,4,2,0,2,1164.9
,2021-03-18,AUROPHARMA,0,0,2,1,0,1,807.9
,2021-03-18,AXISBANK,1,0,0,2,0,0,718.75
,2021-03-18,BAJAJ-AUTO,1,1,0,0,1,0,3664.5
,2021-03-18,BAJAJFINSV,1,0,0,2,0,0,9430.15
,2021-03-18,BAJAJHLDNG,1,0,0,2,0,0,3537.75
,2021-03-18,BAJFINANCE,1,0,0,2,0,0,5371.85
,2021-03-18,BALKRISIND,1,0,0,1,0,0,1582.65
,2021-03-18,BANDHANBNK,0,0,4,2,0,2,337.7
,2021-03-18,BANKBARODA,0,0,2,2,0,2,71.95
,2021-03-18,BANKINDIA,0,0,7,7,0,7,65.3
,2021-03-18,BATAINDIA,1,0,0,4,0,0,1470.85
,2021-03-18,BBTC,1,0,0,2,0,0,1160.05
,2021-03-18,BEL,0,0,4,2,0,2,129.8
,2021-03-18,BERGEPAINT,0,0,2,2,0,2,704.9
,2021-03-18,BHARATFORG,0,1,1,0,0,0,587.1
,2021-03-18,BHARTIARTL,1,0,0,2,0,0,527.2
,2021-03-18,BHEL,0,1,2,0,0,0,52.1
,2021-03-18,BIOCON,0,0,4,2,0,2,389.15
,2021-03-18,BOSCHLTD,0,0,2,2,0,2,14218.55
,2021-03-18,BPCL,0,0,2,2,0,2,426.9
,2021-03-18,BRITANNIA,0,0,2,2,0,2,3439.65
,2021-03-18,CADILAHC,0,0,1,2,0,1,419.75
,2021-03-18,CANBK,0,0,2,2,0,2,146.6
,2021-03-18,CASTROLIND,0,0,8,2,0,2,122.55
,2021-03-18,CESC,0,0,1,2,0,1,602.7
,2021-03-18,CHOLAFIN,0,0,2,2,0,2,527.65
,2021-03-18,CIPLA,0,0,4,4,0,4,755.15
,2021-03-18,COALINDIA,0,0,2,5,0,2,137.05
,2021-03-18,COFORGE,0,0,1,1,0,1,2874.4
,2021-03-18,COLPAL,0,0,7,2,0,2,1573.7
,2021-03-18,CONCOR,1,0,0,2,0,0,545.7
,2021-03-18,COROMANDEL,0,0,2,2,0,2,747.55
,2021-03-18,CROMPTON,0,0,1,6,0,1,379.95
,2021-03-18,CUB,1,0,0,2,0,0,167.3
,2021-03-18,CUMMINSIND,1,1,0,0,1,0,858.3
,2021-03-18,DABUR,0,0,1,1,0,1,521.9
,2021-03-18,DALBHARAT,0,0,1,1,0,1,1572.5
,2021-03-18,DEEPAKNTR,0,0,2,2,0,2,1484.35
,2021-03-18,DHANI,0,0,1,1,0,1,267.3
,2021-03-18,DIVISLAB,1,0,0,4,0,0,3272.9
,2021-03-18,DIXON,0,0,3,2,0,2,4240.3
,2021-03-18,DLF,0,0,4,2,0,2,288.2
,2021-03-18,DMART,0,0,4,7,0,4,3034.6
,2021-03-18,DRREDDY,0,0,2,2,0,2,4212.75
,2021-03-18,EICHERMOT,1,3,0,0,1,0,2664.6
,2021-03-18,EMAMILTD,1,0,0,0,0,0,484.75
,2021-03-18,ENDURANCE,1,1,0,0,1,0,1418.9
,2021-03-18,ESCORTS,0,0,4,2,0,2,1319.45
,2021-03-18,EXIDEIND,0,0,10,5,0,5,188.4
,2021-03-18,FEDERALBNK,0,0,4,2,0,2,77.75
,2021-03-18,FORTIS,0,1,2,0,0,0,188.45
,2021-03-18,GAIL,0,0,4,2,0,2,135.1
,2021-03-18,GLENMARK,0,0,4,2,0,2,455.8
,2021-03-18,GMRINFRA,0,0,1,2,0,1,25.35
,2021-03-18,GODREJAGRO,2,1,0,0,1,0,486.3
,2021-03-18,GODREJCP,0,0,4,2,0,2,660.45
,2021-03-18,GODREJIND,1,0,0,2,0,0,508.15
,2021-03-18,GODREJPROP,0,0,1,1,0,1,1346.05
,2021-03-18,GRASIM,1,1,0,0,1,0,1387.8
,2021-03-18,GSPL,0,0,4,2,0,2,261.05
,2021-03-18,GUJGASLTD,0,0,1,1,0,1,516.25
,2021-03-18,HAL,0,0,2,1,0,1,1030.85
,2021-03-18,HAVELLS,0,0,4,5,0,4,1024.05
,2021-03-18,HCLTECH,0,0,1,2,0,1,947.75
,2021-03-18,HDFC,1,0,0,2,0,0,2514.6
,2021-03-18,HDFCAMC,0,0,6,2,0,2,2845.6
,2021-03-18,HDFCBANK,0,0,4,5,0,4,1491.0
,2021-03-18,HDFCLIFE,0,0,5,2,0,2,680.85
,2021-03-18,HEROMOTOCO,0,0,6,2,0,2,3107.2
,2021-03-18,HINDALCO,1,1,0,0,1,0,331.8
,2021-03-18,HINDPETRO,0,0,2,2,0,2,233.65
,2021-03-18,HINDUNILVR,0,0,1,1,0,1,2215.2
,2021-03-18,HINDZINC,0,0,2,4,0,2,286.35
,2021-03-18,IBULHSGFIN,0,0,2,2,0,2,214.85
,2021-03-18,ICICIBANK,0,0,4,2,0,2,578.6
,2021-03-18,ICICIGI,0,0,2,2,0,2,1438.25
,2021-03-18,ICICIPRULI,0,0,6,2,0,2,422.05
,2021-03-18,IDEA,1,0,0,2,0,0,9.9
,2021-03-18,IDFCFIRSTB,0,0,4,5,0,4,59.4
,2021-03-18,IGL,0,0,1,2,0,1,487.0
,2021-03-18,INDHOTEL,1,0,0,5,0,0,116.35
,2021-03-18,INDIAMART,0,0,4,2,0,2,8265.7
,2021-03-18,INDIGO,3,3,0,0,3,0,1719.95
,2021-03-18,INDUSINDBK,0,0,2,2,0,2,1002.8
,2021-03-18,INDUSTOWER,0,1,2,0,0,0,256.15
,2021-03-18,INFY,0,0,2,1,0,1,1337.1
,2021-03-18,IOC,0,0,3,4,0,3,97.25
,2021-03-18,IPCALAB,0,0,4,2,0,2,1864.6
,2021-03-18,IRCTC,0,0,4,6,0,4,1766.65
,2021-03-18,ISEC,0,0,2,2,0,2,405.45
,2021-03-18,ITC,3,3,0,0,3,0,217.65
,2021-03-18,JINDALSTEL,0,0,2,2,0,2,309.35
,2021-03-18,JSWENERGY,0,1,2,0,0,0,84.15
,2021-03-18,JSWSTEEL,1,1,0,0,1,0,423.15
,2021-03-18,JUBLFOOD,0,0,9,5,0,5,2791.0
