SYMBOL,DATE,NAME,HH,HL,LH,LL,HHL,LHL,CLOSE
,2021-05-12,AARTIIND,1,3,0,0,1,0,1740.55
,2021-05-12,ABBOTINDIA,5,3,0,0,3,0,16158.4
,2021-05-12,ABCAPITAL,0,4,1,0,0,0,119.4
,2021-05-12,ABFRL,4,2,0,0,2,0,185.0
,2021-05-12,ACC,0,1,3,0,0,0,1882.7
,2021-05-12,ADANIENT,2,0,0,3,0,0,1285.8
,2021-05-12,ADANIGREEN,0,0,3,2,0,2,1049.8
,2021-05-12,ADANIPORTS,0,0,1,2,0,1,751.6
,2021-05-12,ADANITRANS,6,7,0,0,6,0,1203.55
,2021-05-12,AJANTPHARM,0,0,3,2,0,2,2005.0
,2021-05-12,ALKEM,0,0,2,1,0,1,3003.6
,2021-05-12,AMARAJABAT,1,0,0,1,0,0,803.0
,2021-05-12,AMBUJACEM,0,1,1,0,0,0,309.05
,2021-05-12,APLLTD,0,0,2,1,0,1,951.1
,2021-05-12,APOLLOHOSP,0,0,3,3,0,3,3196.75
,2021-05-12,APOLLOTYRE,0,3,1,0,0,0,221.4
,2021-05-12,ASHOKLEY,0,0,1,2,0,1,113.45
,2021-05-12,ASIANPAINT,1,1,0,0,1,0,2556.2
,2021-05-12,AUBANK,0,1,1,0,0,0,954.75
,2021-05-12,AUROPHARMA,0,0,1,1,0,1,1017.3
,2021-05-12,AXISBANK,0,0,3,2,0,2,691.3
,2021-05-12,BAJAJ-AUTO,1,1,0,0,1,0,3875.25
,2021-05-12,BAJAJFINSV,1,0,0,2,0,0,11087.95
,2021-05-12,BAJAJHLDNG,0,0,1,2,0,1,3548.6
,2021-05-12,BAJFINANCE,0,0,6,4,0,4,5358.4
,2021-05-12,BALKRISIND,3,5,0,0,3,0,1918.3
,2021-05-12,BANDHANBNK,0,2,2,0,0,0,288.15
,2021-05-12,BANKBARODA,3,3,0,0,3,0,77.4
,2021-05-12,BANKINDIA,1,1,0,0,1,0,72.75
,2021-05-12,BATAINDIA,2,2,0,0,2,0,1348.75
,2021-05-12,BBTC,3,2,0,0,2,0,1195.9
,2021-05-12,BEL,7,3,0,0,3,0,146.85
,2021-05-12,BERGEPAINT,5,2,0,0,2,0,734.15
,2021-05-12,BHARATFORG,0,9,1,0,0,0,664.65
,2021-05-12,BHARTIARTL,0,0,2,2,0,2,561.75
,2021-05-12,BHEL,3,8,0,0,3,0,71.4
,2021-05-12,BIOCON,0,1,1,0,0,0,385.45
,2021-05-12,BOSCHLTD,0,5,1,0,0,0,14294.6
,2021-05-12,BPCL,7,0,0,1,0,0,449.25
,2021-05-12,BRITANNIA,1,1,0,0,1,0,3439.55
,2021-05-12,CADILAHC,9,5,0,0,5,0,647.0
,2021-05-12,CANBK,3,1,0,0,1,0,152.2
,2021-05-12,CASTROLIND,1,1,0,0,1,0,130.3
,2021-05-12,CESC,1,1,0,0,1,0,670.05
,2021-05-12,CHOLAFIN,1,0,0,1,0,0,524.0
,2021-05-12,CIPLA,1,0,0,1,0,0,898.6
,2021-05-12,COALINDIA,5,8,0,0,5,0,153.5
,2021-05-12,COFORGE,0,2,1,0,0,0,3392.1
,2021-05-12,COLPAL,5,8,0,0,5,0,1529.4
,2021-05-12,CONCOR,0,1,1,0,0,0,597.65
,2021-05-12,COROMANDEL,3,2,0,0,2,0,771.25
,2021-05-12,CROMPTON,0,0,2,2,0,2,364.75
,2021-05-12,CUB,0,0,4,3,0,3,165.75
,2021-05-12,CUMMINSIND,2,1,0,0,1,0,832.95
,2021-05-12,DABUR,1,2,0,0,1,0,529.2
,2021-05-12,DALBHARAT,4,5,0,0,4,0,1700.75
