,NAME,OPEN,HIGH,LOW,CLOSE,DATE,TYPE,CONSECUTIVE
0,AARTIIND,1244.0,1310.4,1242.1,1260.5,2021-03-03,HH,3
1,ABBOTINDIA,15800.0,14844.0,15698.0,15746.0,2021-03-03,HH,3
2,ABCAPITAL,85.0,130.9,84.8,89.1,2021-03-03,HH,1
3,ABFRL,166.65,216.9,165.9,166.5,2021-03-03,HH,6
4,ACC,1617.2,1817.75,1615.65,1626.1,2021-03-03,HH,2
5,ADANIENT,477.0,944.9,477.0,491.15,2021-03-03,HH,2
6,ADANIGREEN,1079.9,1190.0,1053.05,1065.95,2021-03-03,HH,2
7,ADANIPORTS,485.0,754.95,482.55,503.85,2021-03-03,HH,3
8,ADANITRANS,438.9,852.55,431.0,434.25,2021-03-03,HH,2
9,AJANTPHARM,1643.1,1831.65,1635.0,1651.05,2021-03-03,HH,1
10,ALKEM,2930.0,2942.0,2914.85,2950.75,2021-03-03,LH,1
11,AMARAJABAT,928.0,923.3,918.5,925.05,2021-03-03,HH,3
12,AMBUJACEM,249.0,285.9,248.15,250.85,2021-03-03,HH,2
13,APLLTD,1035.0,948.0,1034.0,1042.6,2021-03-03,HH,4
14,APOLLOHOSP,2405.5,3119.5,2395.0,2414.85,2021-03-03,LH,1
15,APOLLOTYRE,178.45,252.2,177.2,179.9,2021-03-03,HH,1
16,ASHOKLEY,95.7,134.0,95.7,99.1,2021-03-03,HH,1
17,ASIANPAINT,2759.0,2417.7,2750.0,2775.55,2021-03-03,HH,3
18,AUBANK,855.0,1225.0,847.25,875.35,2021-03-03,HH,3
19,AUROPHARMA,923.7,889.0,914.05,927.75,2021-03-02,HH,2
20,AXISBANK,620.25,760.8,617.55,623.8,2021-03-03,HH,1
21,BAJAJ-AUTO,3446.0,3985.0,3446.0,3481.25,2021-03-03,HH,2
22,BAJAJFINSV,8930.0,10444.95,8840.0,8870.45,2021-03-03,HH,2
23,BAJAJHLDNG,3091.7,3724.85,3071.2,3119.15,2021-03-03,HH,2
24,BAJFINANCE,5310.2,5573.35,5250.0,5280.15,2021-03-03,HH,2
25,BALKRISIND,1646.0,1648.0,1630.0,1642.1,2021-03-03,HH,3
26,BANDHANBNK,402.0,357.9,396.0,400.2,2021-03-03,HH,1
27,BANKBARODA,61.8,86.9,61.6,64.5,2021-03-03,HH,1
28,BANKINDIA,49.0,84.85,48.8,50.15,2021-03-03,HH,1
29,BATAINDIA,1587.8,1528.0,1570.25,1573.9,2021-03-03,HH,2
30,BBTC,1296.0,1247.0,1296.0,1304.75,2021-03-03,HH,3
31,BEL,121.0,154.0,120.6,126.4,2021-03-03,HH,3
32,BERGEPAINT,759.5,734.0,755.5,767.05,2021-03-03,HH,3
33,BHARATFORG,527.65,650.0,524.25,538.1,2021-03-03,HH,3
34,BHARTIARTL,512.25,550.75,508.2,515.15,2021-03-03,HH,1
35,BHEL,36.15,52.65,36.0,38.7,2021-03-03,HH,7
36,BIOCON,466.0,403.8,463.35,465.75,2021-03-03,HH,2
