,NAME,OPEN,HIGH,LOW,CLOSE,DATE,TYPE,CONSECUTIVE
0,AARTIIND,1244.0,1279.35,1242.1,1260.5,2021-03-01,HH,1
1,ABBOTINDIA,15800.0,14520.0,15698.0,15746.0,2021-03-01,HH,1
2,ABCAPITAL,85.0,130.7,84.8,89.1,2021-03-01,HH,1
3,ABFRL,166.65,196.9,165.9,166.5,2021-03-01,HH,4
4,ACC,1617.2,1779.85,1615.65,1626.1,2021-03-01,LH,1
5,ADANIENT,477.0,860.95,477.0,491.15,2021-03-01,LH,2
6,ADANIGREEN,1079.9,1170.0,1053.05,1065.95,2021-03-01,LH,3
7,ADANIPORTS,485.0,704.65,482.55,503.85,2021-03-01,HH,1
8,ADANITRANS,438.9,768.0,431.0,434.25,2021-03-01,LH,1
9,AJANTPHARM,1643.1,1772.0,1635.0,1651.05,2021-03-01,HH,2
10,ALKEM,2930.0,2855.0,2914.85,2950.75,2021-03-01,HH,3
11,AMARAJABAT,928.0,904.0,918.5,925.05,2021-03-01,HH,1
12,AMBUJACEM,249.0,279.65,248.15,250.85,2021-03-01,LH,1
13,APLLTD,1035.0,938.95,1034.0,1042.6,2021-03-01,HH,2
14,APOLLOHOSP,2405.5,3098.0,2395.0,2414.85,2021-03-01,LH,1
15,APOLLOTYRE,178.45,248.8,177.2,179.9,2021-03-01,HH,1
16,ASHOKLEY,95.7,134.35,95.7,99.1,2021-03-01,HH,1
17,ASIANPAINT,2759.0,2369.9,2750.0,2775.55,2021-03-01,HH,1
18,AUBANK,855.0,1165.05,847.25,875.35,2021-03-01,HH,1
19,AUROPHARMA,923.7,879.0,914.05,927.75,2021-03-01,HH,1
20,AXISBANK,620.25,743.5,617.55,623.8,2021-03-01,LH,2
21,BAJAJ-AUTO,3446.0,3858.8,3446.0,3481.25,2021-03-01,LH,2
22,BAJAJFINSV,8930.0,9848.6,8840.0,8870.45,2021-03-01,LH,2
23,BAJAJHLDNG,3091.7,3693.3,3071.2,3119.15,2021-03-01,LH,2
24,BAJFINANCE,5310.2,5369.9,5250.0,5280.15,2021-03-01,LH,2
25,BALKRISIND,1646.0,1598.15,1630.0,1642.1,2021-03-01,HH,1
26,BANDHANBNK,402.0,351.25,396.0,400.2,2021-03-01,HH,4
27,BANKBARODA,61.8,86.35,61.6,64.5,2021-03-01,LH,2
28,BANKINDIA,49.0,84.2,48.8,50.15,2021-03-01,LH,3
29,BATAINDIA,1587.8,1478.0,1570.25,1573.9,2021-03-01,LH,2
30,BBTC,1296.0,1186.0,1296.0,1304.75,2021-03-01,HH,1
31,BEL,121.0,147.0,120.6,126.4,2021-03-01,HH,1
32,BERGEPAINT,759.5,723.0,755.5,767.05,2021-03-01,HH,1
33,BHARATFORG,527.65,627.3,524.25,538.1,2021-03-01,HH,1
34,BHARTIARTL,512.25,559.1,508.2,515.15,2021-03-01,LH,1
35,BHEL,36.15,49.6,36.0,38.7,2021-03-01,HH,5
36,BIOCON,466.0,399.0,463.35,465.75,2021-03-01,LH,1
37,BOSCHLTD,12813.0,15345.05,12780.0,12986.05,2021-03-01,HH,1
38,BPCL,381.1,463.85,380.4,381.95,2021-03-01,LH,2
39,BRITANNIA,3575.0,3420.0,3563.05,3567.8,2021-03-01,HH,1
40,CADILAHC,477.75,438.4,476.75,478.4,2021-03-01,LH,2
41,CANBK,128.9,160.0,128.0,133.3,2021-03-01,LH,2
42,CASTROLIND,123.3,136.9,121.8,122.0,2021-03-01,HH,3
43,CESC,617.0,620.3,615.25,620.65,2021-03-01,HH,1
