,NAME,OPEN,HIGH,LOW,CLOSE,DATE,TYPE,CONSECUTIVE
0,AARTIIND,1244.0,1158.55,1242.1,1260.5,2021-01-27,LH,4
1,ABBOTINDIA,15800.0,14667.0,15698.0,15746.0,2021-01-27,HH,2
2,ABCAPITAL,85.0,84.4,84.8,89.1,2021-01-27,LH,7
3,ABFRL,166.65,171.0,165.9,166.5,2021-01-27,LH,3
4,ACC,1617.2,1675.95,1615.65,1626.1,2021-01-27,LH,1
5,ADANIENT,477.0,521.55,477.0,491.15,2021-01-27,LH,3
6,ADANIGREEN,1079.9,1050.0,1053.05,1065.95,2021-01-27,LH,2
7,ADANIPORTS,485.0,536.0,482.55,503.85,2021-01-27,LH,4
8,ADANITRANS,438.9,487.45,431.0,434.25,2021-01-27,LH,1
9,AJANTPHARM,1643.1,1777.95,1635.0,1651.05,2021-01-27,LH,1
10,ALKEM,2930.0,3151.5,2914.85,2950.75,2021-01-27,HH,2
11,AMARAJABAT,928.0,981.9,918.5,925.05,2021-01-27,LH,2
12,AMBUJACEM,249.0,260.5,248.15,250.85,2021-01-27,LH,1
13,APLLTD,1035.0,968.0,1034.0,1042.6,2021-01-27,LH,1
14,APOLLOHOSP,2405.5,2749.65,2395.0,2414.85,2021-01-27,HH,2
15,APOLLOTYRE,178.45,211.0,177.2,179.9,2021-01-27,LH,1
16,ASHOKLEY,95.7,116.15,95.7,99.1,2021-01-27,LH,2
17,ASIANPAINT,2759.0,2525.0,2750.0,2775.55,2021-01-27,LH,3
18,AUBANK,855.0,890.95,847.25,875.35,2021-01-27,LH,4
19,AUROPHARMA,923.7,1000.0,914.05,927.75,2021-01-27,LH,1
20,AXISBANK,620.25,663.8,617.55,623.8,2021-01-27,LH,3
21,BAJAJ-AUTO,3446.0,4236.65,3446.0,3481.25,2021-01-27,HH,6
22,BAJAJFINSV,8930.0,9284.95,8840.0,8870.45,2021-01-27,LH,1
23,BAJAJHLDNG,3091.7,3298.25,3071.2,3119.15,2021-01-27,LH,1
24,BAJFINANCE,5310.2,4945.6,5250.0,5280.15,2021-01-27,LH,1
25,BALKRISIND,1646.0,1686.95,1630.0,1642.1,2021-01-27,LH,3
26,BANDHANBNK,402.0,315.4,396.0,400.2,2021-01-27,LH,3
27,BANKBARODA,61.8,75.5,61.6,64.5,2021-01-27,LH,3
28,BANKINDIA,49.0,50.7,48.8,50.15,2021-01-27,LH,4
29,BATAINDIA,1587.8,1556.0,1570.25,1573.9,2021-01-27,LH,3
30,BBTC,1296.0,1236.0,1296.0,1304.75,2021-01-27,LH,4
31,BEL,121.0,134.4,120.6,126.4,2021-01-27,LH,4
32,BERGEPAINT,759.5,755.6,755.5,767.05,2021-01-27,LH,3
33,BHARATFORG,527.65,607.5,524.25,538.1,2021-01-27,LH,2
34,BHARTIARTL,512.25,581.75,508.2,515.15,2021-01-27,LH,1
35,BHEL,36.15,36.2,36.0,38.7,2021-01-27,LH,3
36,BIOCON,466.0,386.95,463.35,465.75,2021-01-27,LH,3
37,BOSCHLTD,12813.0,15900.0,12780.0,12986.05,2021-01-27,LH,2
38,BPCL,381.1,390.25,380.4,381.95,2021-01-27,LH,3
39,BRITANNIA,3575.0,3649.9,3563.05,3567.8,2021-01-27,HH,1
40,CADILAHC,477.75,472.65,476.75,478.4,2021-01-27,LH,1
41,CANBK,128.9,138.75,128.0,133.3,2021-01-27,HH,1
42,CASTROLIND,123.3,127.7,121.8,122.0,2021-01-27,LH,1
43,CESC,617.0,640.6,615.25,620.65,2021-01-27,LH,3
44,CHOLAFIN,387.65,430.75,387.65,411.35,2021-01-27,LH,1
45,CIPLA,822.8,856.45,820.65,826.6,2021-01-27,LH,1
46,COALINDIA,135.4,132.55,135.05,135.35,2021-01-27,LH,3
47,COFORGE,2703.25,2485.0,2685.85,2722.25,2021-01-27,LH,3
48,COLPAL,1565.0,1555.0,1564.0,1578.45,2021-01-27,HH,1
49,CONCOR,400.45,443.3,399.3,403.4,2021-01-27,HH,1
50,COROMANDEL,813.9,843.1,811.0,813.65,2021-01-27,LH,2
51,CROMPTON,382.0,438.85,373.25,378.05,2021-01-27,LH,2
52,CUB,180.1,175.85,179.1,180.45,2021-01-27,LH,1
53,CUMMINSIND,575.5,628.55,572.0,581.35,2021-01-27,HH,2
54,DABUR,534.0,537.5,532.3,534.2,2021-01-27,LH,1
55,DALBHARAT,1083.9,1165.8,1061.0,1094.5,2021-01-27,LH,1
56,DEEPAKNTR,949.0,988.0,946.95,987.85,2021-01-27,LH,9
57,DHANI,321.65,315.55,310.5,313.4,2021-01-27,LH,4
58,DIVISLAB,3839.0,3600.0,3817.85,3849.05,2021-01-27,HH,1
59,DIXON,13514.05,14274.95,13480.0,13621.9,2021-01-27,LH,5
60,DLF,232.85,269.65,232.5,238.35,2021-01-27,LH,3
61,DMART,2767.0,2889.55,2747.0,2789.1,2021-01-27,LH,1
62,DRREDDY,5217.25,5052.4,5200.0,5241.35,2021-01-27,LH,1
63,EICHERMOT,2531.0,2932.4,2515.8,2542.7,2021-01-27,LH,2
64,EMAMILTD,425.4,490.0,419.6,423.7,2021-01-27,LH,1
65,ENDURANCE,1356.5,1409.95,1330.8,1349.75,2021-01-27,LH,2
66,ESCORTS,1289.6,1272.0,1281.0,1287.8,2021-01-27,LH,3
67,EXIDEIND,191.7,203.0,190.5,191.35,2021-01-27,LH,2
68,FEDERALBNK,67.0,71.9,66.8,68.05,2021-01-27,LH,3
69,FORTIS,156.0,173.7,154.15,156.0,2021-01-27,LH,1
70,GAIL,123.9,131.65,122.55,123.65,2021-01-27,LH,1
71,GLENMARK,493.75,495.85,493.7,502.6,2021-01-27,LH,4
72,GMRINFRA,26.5,26.1,26.3,26.6,2021-01-27,LH,4
73,GODREJAGRO,543.0,538.65,537.0,538.3,2021-01-27,LH,2
74,GODREJCP,742.0,786.8,738.0,738.95,2021-01-27,LH,1
75,GODREJIND,424.35,444.0,423.0,428.9,2021-01-27,LH,2
76,GODREJPROP,1432.0,1327.2,1414.5,1427.25,2021-01-27,LH,3
77,GRASIM,924.5,1114.35,920.25,933.4,2021-01-27,LH,1
78,GSPL,222.0,199.2,217.75,218.5,2021-01-27,LH,8
79,GUJGASLTD,378.7,375.65,375.6,378.0,2021-01-27,HH,1
80,HAL,849.0,946.3,847.6,856.8,2021-01-27,LH,5
81,HAVELLS,919.8,1129.0,904.75,909.9,2021-01-27,LH,2
82,HCLTECH,942.0,963.25,942.0,950.5,2021-01-27,LH,3
83,HDFC,2549.0,2546.3,2541.15,2568.75,2021-01-27,LH,4
84,HDFCAMC,2937.65,2973.6,2935.0,2998.05,2021-01-27,LH,4
85,HDFCBANK,1440.0,1471.9,1420.6,1425.05,2021-01-27,LH,1
86,HDFCLIFE,676.5,695.0,675.0,678.4,2021-01-27,LH,3
87,HEROMOTOCO,3115.0,3484.0,3093.0,3102.65,2021-01-27,LH,1
88,HINDALCO,239.0,240.05,237.6,238.35,2021-01-27,LH,3
89,HINDPETRO,219.25,221.15,217.75,221.25,2021-01-27,LH,3
90,HINDUNILVR,2395.4,2425.0,2382.0,2387.55,2021-01-27,LH,1
91,HINDZINC,239.15,266.85,237.2,239.05,2021-01-27,LH,4
92,IBULHSGFIN,221.0,204.7,218.4,221.75,2021-01-27,LH,3
93,ICICIBANK,535.55,539.2,526.1,527.5,2021-01-27,LH,3
94,ICICIGI,1518.0,1438.2,1505.0,1519.2,2021-01-27,LH,3
95,ICICIPRULI,501.0,507.25,496.25,498.7,2021-01-27,LH,1
96,IDEA,10.75,12.0,10.6,11.2,2021-01-27,LH,3
97,IDFCFIRSTB,37.05,49.2,36.85,37.4,2021-01-27,LH,4
98,IGL,503.0,546.85,501.0,507.15,2021-01-27,HH,1
99,INDHOTEL,120.1,125.75,120.1,123.95,2021-01-27,HH,1
100,INDIAMART,6411.0,8014.6,6382.25,7038.3,2021-01-27,LH,1
101,INDIGO,1719.0,1627.45,1692.95,1713.5,2021-01-27,LH,3
102,INDUSINDBK,895.0,860.8,893.05,900.15,2021-01-27,LH,3
