,NAME,OPEN,HIGH,LOW,CLOSE,DATE,TYPE,CONSECUTIVE
0,AARTIIND,1244.0,1304.0,1242.1,1260.5,2021-03-18,HH,1
1,ABBOTINDIA,15800.0,14783.2,15698.0,15746.0,2021-03-18,LH,1
2,ABCAPITAL,85.0,130.5,84.8,89.1,2021-03-18,LH,1
3,ABFRL,166.65,215.0,165.9,166.5,2021-03-18,LH,4
4,ACC,1617.2,1749.0,1615.65,1626.1,2021-03-18,LH,4
5,ADANIENT,477.0,891.0,477.0,491.15,2021-03-18,LH,1
6,ADANIGREEN,1079.9,1183.0,1053.05,1065.95,2021-03-18,LH,2
7,ADANIPORTS,485.0,705.5,482.55,503.85,2021-03-18,LH,2
8,ADANITRANS,438.9,785.0,431.0,434.25,2021-03-18,LH,2
9,AJANTPHARM,1643.1,1808.35,1635.0,1651.05,2021-03-18,HH,1
10,ALKEM,2930.0,2651.6,2914.85,2950.75,2021-03-18,LH,3
11,AMARAJABAT,928.0,883.2,918.5,925.05,2021-03-18,LH,2
12,AMBUJACEM,249.0,285.95,248.15,250.85,2021-03-18,LH,4
13,APLLTD,1035.0,919.95,1034.0,1042.6,2021-03-18,LH,4
14,APOLLOHOSP,2405.5,3065.0,2395.0,2414.85,2021-03-18,LH,1
15,APOLLOTYRE,178.45,228.7,177.2,179.9,2021-03-18,LH,4
16,ASHOKLEY,95.7,119.8,95.7,99.1,2021-03-18,LH,2
17,ASIANPAINT,2759.0,2468.85,2750.0,2775.55,2021-03-18,HH,1
18,AUBANK,855.0,1210.0,847.25,875.35,2021-03-18,LH,4
19,AUROPHARMA,923.7,847.9,914.05,927.75,2021-03-18,LH,2
20,AXISBANK,620.25,743.1,617.55,623.8,2021-03-18,HH,1
21,BAJAJ-AUTO,3446.0,3692.95,3446.0,3481.25,2021-03-18,HH,1
22,BAJAJFINSV,8930.0,9735.0,8840.0,8870.45,2021-03-18,HH,1
23,BAJAJHLDNG,3091.7,3639.0,3071.2,3119.15,2021-03-18,HH,1
24,BAJFINANCE,5310.2,5545.0,5250.0,5280.15,2021-03-18,HH,1
25,BALKRISIND,1646.0,1650.0,1630.0,1642.1,2021-03-18,HH,1
