Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,3320.250000,3360.000000,3320.250000,3340.750000,3135.805908,299232
2015-01-02,3360.000000,3383.000000,3350.500000,3359.600098,3153.499756,233924
2015-01-05,3382.000000,3469.350098,3376.050049,3447.800049,3236.289063,536747
2015-01-06,3439.000000,3439.000000,3382.500000,3395.250000,3186.962646,422743
2015-01-07,3400.000000,3458.949951,3382.050049,3437.750000,3226.855225,369241
2015-01-08,3465.000000,3509.550049,3444.000000,3475.500000,3262.289795,422022
2015-01-09,3500.000000,3507.699951,3429.949951,3468.199951,3255.437500,194054
2015-01-12,3470.000000,3483.649902,3445.149902,3462.899902,3250.462402,152803
2015-01-13,3483.800049,3515.000000,3462.100098,3468.250000,3255.484375,237771
2015-01-14,3471.850098,3531.000000,3461.300049,3516.000000,3300.305176,429069
2015-01-15,3550.350098,3638.649902,3540.000000,3625.800049,3403.369385,670686
2015-01-16,3615.250000,3625.000000,3592.050049,3616.600098,3394.733643,379075
2015-01-19,3627.699951,3642.500000,3615.199951,3626.250000,3403.791504,192537
2015-01-20,3618.000000,3636.000000,3584.500000,3605.550049,3384.361572,333315
2015-01-21,3623.000000,3690.000000,3592.000000,3634.699951,3411.723145,402419
2015-01-22,3648.000000,3648.000000,3592.100098,3597.250000,3376.570557,318883
2015-01-23,3634.000000,3639.750000,3575.000000,3606.699951,3385.440674,337571
2015-01-27,3644.949951,3704.699951,3585.149902,3687.899902,3461.659668,1278436
2015-01-28,3692.000000,3758.500000,3692.000000,3725.800049,3497.234619,672705
2015-01-29,3745.000000,3745.000000,3677.000000,3688.800049,3462.504395,603103
2015-01-30,3700.000000,3741.000000,3626.550049,3647.350098,3423.597412,284786
2015-02-02,3647.350098,3725.000000,3620.000000,3669.449951,3444.341309,319679
2015-02-03,3708.000000,3708.000000,3600.000000,3607.850098,3386.520264,220676
2015-02-04,3620.000000,3634.000000,3550.500000,3557.550049,3339.306152,203545
2015-02-05,3579.000000,3597.000000,3508.000000,3522.699951,3306.593994,379633
2015-02-06,3529.750000,3533.500000,3490.000000,3502.600098,3287.727295,198214
2015-02-09,3490.000000,3497.199951,3400.000000,3411.300049,3202.028564,286868
2015-02-10,3393.000000,3478.000000,3360.000000,3393.850098,3185.648438,547537
2015-02-11,3406.000000,3470.800049,3406.000000,3454.750000,3242.812500,341769
2015-02-12,3468.000000,3559.750000,3468.000000,3551.899902,3334.002930,436882
2015-02-13,3565.000000,3627.000000,3531.300049,3616.949951,3395.062256,321186
2015-02-16,3620.000000,3650.000000,3561.500000,3572.100098,3352.963867,260901
2015-02-18,3575.000000,3584.000000,3547.050049,3564.949951,3346.252197,161803
2015-02-19,3575.000000,3615.000000,3562.149902,3595.149902,3374.599609,214789
2015-02-20,3610.000000,3614.000000,3542.000000,3547.350098,3329.731934,240749
2015-02-23,3561.000000,3575.000000,3532.850098,3545.899902,3328.371094,163132
2015-02-24,3573.850098,3600.000000,3553.199951,3588.300049,3368.169678,143983
2015-02-25,3595.000000,3615.000000,3564.100098,3579.899902,3360.284424,173339
2015-02-26,3567.300049,3581.899902,3483.149902,3496.850098,3282.329834,429598
2015-02-27,3497.000000,3618.850098,3496.850098,3604.399902,3383.281982,378654
2015-02-28,null,null,null,null,null,null
2015-03-02,3648.100098,3730.000000,3632.250000,3711.449951,3483.764893,386182
2015-03-03,3718.000000,3734.350098,3689.550049,3708.649902,3481.136475,206296
2015-03-04,3750.000000,3789.699951,3647.250000,3678.399902,3452.742188,340907
2015-03-05,3677.000000,3711.250000,3641.350098,3678.750000,3453.071045,152837
2015-03-09,3632.300049,3690.899902,3623.000000,3671.300049,3446.077637,218786
2015-03-10,3689.000000,3689.000000,3640.250000,3646.750000,3423.033936,182667
2015-03-11,3642.050049,3672.000000,3615.350098,3656.449951,3432.138916,198508
2015-03-12,3667.399902,3719.949951,3662.100098,3685.199951,3459.125244,308505
2015-03-13,3705.000000,3717.199951,3625.100098,3650.699951,3426.741455,363024
2015-03-16,3651.000000,3677.000000,3637.800049,3647.050049,3423.315430,182829
2015-03-17,3665.000000,3688.949951,3623.550049,3661.550049,3436.925781,185250
2015-03-18,3663.000000,3678.000000,3642.300049,3664.899902,3440.070557,177261
2015-03-19,3671.000000,3695.000000,3648.000000,3655.000000,3430.778076,252139
2015-03-20,3640.000000,3672.800049,3610.000000,3623.850098,3401.539063,206403
2015-03-23,3625.050049,3639.199951,3583.050049,3594.399902,3373.895264,192986
2015-03-24,3625.000000,3635.000000,3567.050049,3587.300049,3367.230957,227226
2015-03-25,3590.000000,3628.899902,3573.300049,3614.750000,3392.997070,201854
2015-03-26,3605.000000,3622.949951,3537.949951,3561.449951,3342.966553,489101
2015-03-27,3570.000000,3619.750000,3545.600098,3610.050049,3388.585449,204071
2015-03-30,3629.000000,3674.000000,3600.449951,3660.949951,3436.362793,152167
2015-03-31,3659.850098,3727.699951,3659.850098,3697.350098,3470.530029,294635
2015-04-01,3699.949951,3757.550049,3600.000000,3644.699951,3421.109619,694487
2015-04-06,3646.000000,3670.899902,3619.000000,3628.949951,3406.325928,262771
2015-04-07,3640.000000,3650.000000,3578.000000,3599.899902,3379.057617,306684
2015-04-08,3615.000000,3664.899902,3606.000000,3628.699951,3406.091309,256031
2015-04-09,3639.000000,3667.000000,3625.000000,3659.199951,3434.720215,238584
2015-04-10,3660.000000,3688.350098,3633.399902,3666.600098,3441.666260,201302
2015-04-13,3661.000000,3680.000000,3642.750000,3665.199951,3440.352051,218690
2015-04-15,3655.000000,3729.000000,3650.399902,3680.250000,3454.478760,232802
2015-04-16,3676.250000,3718.699951,3662.250000,3677.899902,3452.273193,206305
2015-04-17,3666.149902,3682.899902,3636.350098,3646.800049,3423.080811,99056
2015-04-20,3627.000000,3648.399902,3584.600098,3608.050049,3386.708252,175033
2015-04-21,3605.000000,3607.250000,3470.000000,3490.149902,3276.040527,482786
2015-04-22,3491.050049,3508.100098,3386.100098,3462.949951,3250.509521,422446
2015-04-23,3490.000000,3535.550049,3480.000000,3494.449951,3280.076904,234616
2015-04-24,3486.000000,3565.000000,3434.100098,3541.399902,3324.146973,332449
2015-04-27,3563.199951,3684.000000,3520.199951,3648.399902,3424.582520,1804129
2015-04-28,3664.000000,3838.800049,3660.000000,3822.600098,3588.096436,1129937
2015-04-29,3839.000000,3873.000000,3746.649902,3766.199951,3535.156006,703698
2015-04-30,3760.000000,3793.000000,3709.949951,3725.850098,3497.281494,592304
2015-05-04,3797.000000,3840.000000,3726.750000,3757.750000,3527.224609,478823
2015-05-05,3753.000000,3805.000000,3736.550049,3793.050049,3560.359131,458196
2015-05-06,3788.000000,3788.000000,3623.550049,3634.550049,3411.582520,430929
2015-05-07,3626.000000,3626.000000,3520.000000,3543.600098,3326.211914,469950
2015-05-08,3561.449951,3620.000000,3561.449951,3610.550049,3389.054688,495595
2015-05-11,3633.899902,3674.399902,3616.149902,3651.699951,3427.680420,288810
2015-05-12,3650.000000,3652.949951,3555.000000,3577.449951,3357.984863,332314
2015-05-13,3620.000000,3632.000000,3544.399902,3604.100098,3383.000488,337505
2015-05-14,3604.949951,3653.500000,3552.000000,3646.500000,3422.799561,287801
2015-05-15,3640.000000,3684.000000,3626.000000,3671.199951,3445.984375,208258
2015-05-18,3675.000000,3706.399902,3652.000000,3697.600098,3470.764404,183483
