Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,82.550003,83.300003,82.099998,82.750000,77.971588,8588010
2015-01-02,82.699997,83.800003,82.599998,82.849998,78.065804,10148290
2015-01-05,82.750000,84.250000,82.300003,82.699997,77.924469,12748155
2015-01-06,82.400002,82.550003,78.000000,78.650002,74.108337,24520775
2015-01-07,78.599998,79.300003,76.550003,77.800003,73.307426,15258430
2015-01-08,78.300003,79.650002,78.199997,79.150002,74.579468,11819935
2015-01-09,79.699997,80.650002,78.000000,78.550003,74.014122,14950885
2015-01-12,78.449997,80.699997,77.099998,80.000000,75.380386,17369710
2015-01-13,79.699997,80.000000,77.699997,78.250000,73.731438,19089110
2015-01-14,78.000000,78.449997,75.800003,77.050003,72.600739,20078225
2015-01-15,77.199997,79.000000,77.000000,77.550003,73.071861,19014950
2015-01-16,77.500000,77.800003,76.199997,76.949997,72.506508,14954790
2015-01-19,77.300003,78.099998,76.050003,76.800003,72.365181,12368535
2015-01-20,76.800003,78.550003,76.800003,77.949997,73.448753,14945985
2015-01-21,78.199997,78.400002,76.400002,76.900002,72.459396,16576525
2015-01-22,77.000000,78.099998,76.949997,77.900002,73.401657,18412560
2015-01-23,78.699997,78.750000,77.000000,78.150002,73.637215,12210520
2015-01-27,78.000000,79.199997,77.400002,78.750000,74.202560,22225330
2015-01-28,78.750000,79.550003,77.699997,78.250000,73.731438,16083120
2015-01-29,78.000000,79.500000,77.349998,78.699997,74.155457,20903905
2015-01-30,78.699997,79.199997,76.550003,77.150002,72.694954,9699625
2015-02-02,77.000000,77.000000,75.199997,75.550003,71.187355,13376275
2015-02-03,75.550003,75.949997,73.500000,73.650002,69.397064,17264990
2015-02-04,74.449997,74.750000,73.650002,74.099998,69.821083,16745170
2015-02-05,74.199997,75.500000,73.250000,74.000000,69.726860,11145985
2015-02-06,73.849998,74.250000,71.199997,73.650002,69.397064,8105755
2015-02-09,73.099998,73.099998,70.849998,71.150002,67.041428,10224425
2015-02-10,70.500000,71.699997,69.050003,69.699997,65.675156,13158955
2015-02-11,69.900002,73.849998,69.900002,73.199997,68.973053,13862850
2015-02-12,73.449997,74.099998,72.400002,73.300003,69.067284,9030225
2015-02-13,73.349998,77.150002,73.199997,75.150002,70.810448,33143935
2015-02-16,75.150002,76.199997,74.250000,74.949997,70.621994,17260735
2015-02-18,74.000000,74.599998,72.500000,72.750000,70.187843,10674405
2015-02-19,73.099998,75.349998,72.800003,74.800003,72.165657,17050255
2015-02-20,75.000000,75.599998,74.000000,74.349998,71.731499,11381300
2015-02-23,75.000000,75.000000,73.099998,73.500000,70.911438,7168810
2015-02-24,73.699997,73.750000,70.349998,70.650002,68.161804,13508955
2015-02-25,71.000000,71.599998,69.849998,70.050003,67.582939,10449920
2015-02-26,70.250000,70.449997,67.449997,67.650002,65.267464,20444835
2015-02-27,68.150002,70.500000,68.099998,70.300003,67.824135,12419040
2015-02-28,null,null,null,null,null,null
2015-03-02,71.000000,71.800003,69.300003,69.800003,67.341751,9407165
2015-03-03,70.250000,70.699997,69.099998,69.349998,66.907585,11631440
2015-03-04,70.150002,70.150002,67.500000,67.800003,65.412178,12258365
2015-03-05,68.000000,68.199997,66.500000,66.849998,64.495636,10062455
2015-03-09,66.750000,67.199997,65.550003,65.750000,63.434380,10978515
2015-03-10,66.099998,67.599998,65.449997,67.000000,64.640350,14365425
2015-03-11,67.050003,67.250000,65.400002,66.050003,63.723812,9914755
2015-03-12,67.250000,69.250000,66.900002,68.650002,66.232239,22212495
2015-03-13,69.099998,69.199997,67.250000,67.750000,65.363937,14141940
2015-03-16,68.000000,68.099998,66.449997,67.500000,65.122742,8338830
2015-03-17,67.599998,68.949997,67.199997,68.800003,66.376968,14875790
2015-03-18,68.800003,68.800003,67.500000,68.050003,65.653381,10518465
2015-03-19,68.500000,68.650002,67.650002,68.050003,65.653381,12558025
2015-03-20,68.000000,69.349998,67.800003,68.849998,66.425201,16926935
2015-03-23,68.900002,70.199997,67.800003,69.750000,67.293503,10194515
2015-03-24,69.400002,70.150002,68.500000,69.650002,67.197029,13615135
2015-03-25,70.150002,70.349998,68.900002,70.050003,67.582939,15073090
2015-03-26,69.699997,71.400002,69.300003,70.800003,68.306526,22707235
2015-03-27,70.699997,70.699997,67.349998,68.900002,66.473442,17450795
2015-03-30,69.050003,69.150002,68.000000,69.000000,66.569916,12854340
2015-03-31,68.949997,69.000000,66.599998,67.400002,65.026260,18180380
2015-04-01,66.650002,71.000000,66.550003,70.199997,67.727654,14824715
2015-04-06,70.599998,71.000000,69.050003,69.300003,66.859360,16397240
2015-04-07,69.349998,73.400002,68.900002,72.800003,70.236092,21515710
2015-04-08,72.300003,73.150002,71.500000,72.300003,69.753700,12225345
2015-04-09,72.000000,74.300003,71.000000,73.449997,70.863190,21695105
2015-04-10,72.599998,75.750000,72.599998,75.099998,72.455086,16425945
2015-04-13,75.000000,76.449997,74.599998,75.900002,73.226913,10029120
2015-04-15,75.300003,76.800003,74.199997,75.000000,72.358604,8566965
2015-04-16,74.699997,76.400002,73.800003,75.750000,73.082191,10186730
2015-04-17,75.900002,79.000000,74.750000,77.150002,74.432884,18939265
2015-04-20,77.199997,77.849998,72.650002,73.449997,70.863190,12094255
2015-04-21,73.500000,75.150002,73.349998,73.949997,71.345581,9715380
2015-04-22,73.599998,74.949997,71.750000,72.650002,70.091370,13090995
2015-04-23,72.500000,75.650002,72.300003,74.000000,71.393829,22732090
2015-04-24,74.449997,74.750000,72.949997,74.000000,71.393829,9623780
2015-04-27,74.050003,76.199997,73.050003,74.000000,71.393829,23645145
2015-04-28,74.000000,74.900002,73.199997,73.900002,71.297356,14400080
2015-04-29,74.050003,74.849998,73.250000,73.699997,71.104385,14511990
2015-04-30,73.550003,73.599998,69.000000,69.449997,67.004066,52798875
2015-05-04,69.949997,72.300003,69.500000,71.550003,69.030113,15878235
2015-05-05,71.900002,73.699997,71.650002,73.449997,70.863190,14766595
