SYMBOL,DATE,NAME,HH,HL,LH,LL,HHL,LHL,CLOSE
,2021-04-23,ACC,1,0,0,2,0,0,1812.9
,2021-04-23,AUBANK,0,0,3,2,0,2,1075.5
,2021-04-23,AARTIIND,3,5,0,0,3,0,1462.8
,2021-04-23,ABBOTINDIA,1,0,0,1,0,0,15076.35
,2021-04-23,ADANIENT,0,1,2,0,0,0,1157.6
,2021-04-23,ADANIGREEN,0,0,4,2,0,2,1052.4
,2021-04-23,ADANIPORTS,0,0,2,2,0,2,725.35
,2021-04-23,ADANITRANS,1,1,0,0,1,0,1065.45
,2021-04-23,ABCAPITAL,0,1,2,0,0,0,116.1
,2021-04-23,ABFRL,0,0,6,3,0,3,173.5
,2021-04-23,AJANTPHARM,2,1,0,0,1,0,1784.1
,2021-04-23,APLLTD,5,5,0,0,5,0,998.05
,2021-04-23,ALKEM,0,4,1,0,0,0,2778.45
,2021-04-23,AMARAJABAT,0,0,7,3,0,3,800.55
,2021-04-23,AMBUJACEM,1,0,0,2,0,0,295.2
,2021-04-23,APOLLOHOSP,1,4,0,0,1,0,3200.05
,2021-04-23,APOLLOTYRE,0,0,3,2,0,2,201.8
,2021-04-23,ASHOKLEY,0,0,2,3,0,2,111.3
,2021-04-23,ASIANPAINT,0,0,1,1,0,1,2517.95
,2021-04-23,AUROPHARMA,5,5,0,0,5,0,993.35
,2021-04-23,DMART,0,0,1,3,0,1,2713.7
,2021-04-23,AXISBANK,1,1,0,0,1,0,671.35
,2021-04-23,BAJAJ-AUTO,1,0,0,3,0,0,3672.5
,2021-04-23,BAJFINANCE,0,0,6,3,0,3,4667.8
,2021-04-23,BAJAJFINSV,2,1,0,0,1,0,9916.65
,2021-04-23,BAJAJHLDNG,1,1,0,0,1,0,3410.6
,2021-04-23,BALKRISIND,1,1,0,0,1,0,1694.85
,2021-04-23,BANDHANBNK,0,0,2,4,0,2,313.45
,2021-04-23,BANKBARODA,0,0,2,3,0,2,62.95
,2021-04-23,BANKINDIA,0,0,2,3,0,2,65.15
,2021-04-23,BATAINDIA,0,0,7,6,0,6,1303.05
,2021-04-23,BERGEPAINT,0,0,3,3,0,3,709.7
,2021-04-23,BEL,0,1,2,0,0,0,126.9
,2021-04-23,BHARATFORG,0,0,2,2,0,2,582.35
,2021-04-23,BHEL,0,0,2,3,0,2,45.4
,2021-04-23,BPCL,1,0,0,3,0,0,423.05
,2021-04-23,BHARTIARTL,0,4,2,0,0,0,522.6
,2021-04-23,BIOCON,0,0,2,2,0,2,397.6
,2021-04-23,BBTC,0,0,2,1,0,1,1149.0
,2021-04-23,BOSCHLTD,0,0,2,2,0,2,13538.65
,2021-04-23,BRITANNIA,0,0,1,1,0,1,3650.3
,2021-04-23,CESC,0,0,2,2,0,2,596.95
,2021-04-23,CADILAHC,4,5,0,0,4,0,570.9
