SYMBOL,DATE,NAME,HH,HL,LH,LL,HHL,LHL,CLOSE
,2021-03-26,ACC,1,1,0,0,1,0,1861.95
,2021-03-26,AUBANK,1,1,0,0,1,0,1178.5
,2021-03-26,AARTIIND,2,1,0,0,1,0,1321.75
,2021-03-26,ABBOTINDIA,2,1,0,0,1,0,15029.5
,2021-03-26,ADANIENT,1,1,0,0,1,0,988.3
,2021-03-26,ADANIGREEN,2,1,0,0,1,0,1212.35
,2021-03-26,ADANIPORTS,1,1,0,0,1,0,703.05
,2021-03-26,ADANITRANS,1,1,0,0,1,0,870.6
,2021-03-26,ABCAPITAL,0,0,2,2,0,2,122.95
,2021-03-26,ABFRL,0,0,2,2,0,2,204.05
,2021-03-26,AJANTPHARM,0,1,1,0,0,0,1788.1
,2021-03-26,APLLTD,1,1,0,0,1,0,935.65
,2021-03-26,ALKEM,0,0,3,2,0,2,2650.05
,2021-03-26,AMARAJABAT,0,0,3,3,0,3,840.65
,2021-03-26,AMBUJACEM,1,1,0,0,1,0,294.9
,2021-03-26,APOLLOHOSP,0,0,1,1,0,1,2851.7
,2021-03-26,APOLLOTYRE,0,1,3,0,0,0,224.85
,2021-03-26,ASHOKLEY,0,0,3,3,0,3,114.05
,2021-03-26,ASIANPAINT,3,1,0,0,1,0,2505.15
,2021-03-26,AUROPHARMA,1,1,0,0,1,0,850.05
,2021-03-26,DMART,0,0,3,2,0,2,2855.2
,2021-03-26,AXISBANK,0,0,2,2,0,2,698.2
,2021-03-26,BAJAJ-AUTO,0,0,7,6,0,6,3600.05
,2021-03-26,BAJFINANCE,0,0,2,2,0,2,5183.05
,2021-03-26,BAJAJFINSV,0,0,3,2,0,2,9467.45
,2021-03-26,BAJAJHLDNG,0,0,4,2,0,2,3285.55
,2021-03-26,BALKRISIND,2,1,0,0,1,0,1648.8
,2021-03-26,BANDHANBNK,1,1,0,0,1,0,345.6
,2021-03-26,BANKBARODA,0,0,5,4,0,4,70.75
,2021-03-26,BANKINDIA,1,1,0,0,1,0,69.7
,2021-03-26,BATAINDIA,0,0,3,2,0,2,1411.95
,2021-03-26,BERGEPAINT,1,1,0,0,1,0,759.9
,2021-03-26,BEL,0,0,3,2,0,2,122.4
,2021-03-26,BHARATFORG,0,0,3,3,0,3,587.25
,2021-03-26,BHEL,0,0,2,2,0,2,48.7
,2021-03-26,BPCL,0,0,3,3,0,3,424.2
,2021-03-26,BHARTIARTL,0,0,7,1,0,1,522.5
,2021-03-26,BIOCON,1,1,0,0,1,0,395.25
,2021-03-26,BBTC,0,0,3,2,0,2,1111.7
,2021-03-26,BOSCHLTD,0,0,7,3,0,3,13754.65
,2021-03-26,BRITANNIA,1,1,0,0,1,0,3504.6
,2021-03-26,CESC,0,1,3,0,0,0,604.0
,2021-03-26,CADILAHC,0,1,3,0,0,0,420.2
,2021-03-26,CANBK,0,0,3,2,0,2,146.15
,2021-03-26,CASTROLIND,0,1,3,0,0,0,123.0
,2021-03-26,CHOLAFIN,2,1,0,0,1,0,554.65
,2021-03-26,CIPLA,0,1,2,0,0,0,787.45
,2021-03-26,CUB,0,0,3,2,0,2,159.6
,2021-03-26,COALINDIA,0,0,4,3,0,3,129.6
,2021-03-26,COFORGE,0,0,1,1,0,1,2796.05
,2021-03-26,COLPAL,0,0,2,2,0,2,1539.05
,2021-03-26,CONCOR,1,1,0,0,1,0,589.4
,2021-03-26,COROMANDEL,0,1,3,0,0,0,752.85
,2021-03-26,CROMPTON,0,0,2,2,0,2,383.35
,2021-03-26,CUMMINSIND,1,0,0,2,0,0,869.4
,2021-03-26,DLF,0,0,3,2,0,2,279.2
,2021-03-26,DABUR,1,0,0,2,0,0,529.8
,2021-03-26,DALBHARAT,0,4,1,0,0,0,1551.45
,2021-03-26,DEEPAKNTR,1,1,0,0,1,0,1561.0
,2021-03-26,DHANI,0,0,3,5,0,3,211.35
,2021-03-26,DIVISLAB,1,1,0,0,1,0,3464.95
,2021-03-26,DIXON,0,0,1,2,0,1,3624.6
,2021-03-26,LALPATHLAB,3,4,0,0,3,0,2571.4
,2021-03-26,DRREDDY,0,1,6,0,0,0,4406.0
,2021-03-26,EICHERMOT,1,0,0,1,0,0,2560.55
,2021-03-26,EMAMILTD,0,0,1,2,0,1,470.85
,2021-03-26,ENDURANCE,1,1,0,0,1,0,1442.45
,2021-03-26,ESCORTS,0,0,2,2,0,2,1270.15
,2021-03-26,EXIDEIND,0,0,3,3,0,3,182.4
,2021-03-26,FEDERALBNK,0,0,3,2,0,2,76.75
,2021-03-26,FORTIS,2,4,0,0,2,0,198.55
,2021-03-26,GAIL,0,0,2,2,0,2,131.8
,2021-03-26,GMRINFRA,0,0,3,2,0,2,24.2
,2021-03-26,GLENMARK,0,0,2,2,0,2,450.55
,2021-03-26,GODREJAGRO,1,1,0,0,1,0,491.85
,2021-03-26,GODREJCP,1,1,0,0,1,0,710.25
,2021-03-26,GODREJIND,5,4,0,0,4,0,530.75
,2021-03-26,GODREJPROP,0,1,3,0,0,0,1366.85
,2021-03-26,GRASIM,11,4,0,0,4,0,1405.6
,2021-03-26,GUJGASLTD,0,0,1,2,0,1,518.15
,2021-03-26,GSPL,0,1,3,0,0,0,265.8
,2021-03-26,HCLTECH,0,1,1,0,0,0,958.55
,2021-03-26,HDFCAMC,0,1,2,0,0,0,2854.35
,2021-03-26,HDFCBANK,0,0,2,3,0,2,1491.3
,2021-03-26,HDFCLIFE,0,0,2,2,0,2,671.7
,2021-03-26,HAVELLS,0,1,5,0,0,0,1050.3
,2021-03-26,HEROMOTOCO,0,0,3,2,0,2,2937.8
,2021-03-26,HINDALCO,1,0,0,3,0,0,327.15
,2021-03-26,HAL,0,0,3,2,0,2,986.95
,2021-03-26,HINDPETRO,0,0,4,3,0,3,229.8
,2021-03-26,HINDUNILVR,4,4,0,0,4,0,2317.9
,2021-03-26,HINDZINC,0,0,3,3,0,3,278.05
,2021-03-26,HDFC,0,0,2,3,0,2,2532.75
,2021-03-26,ICICIBANK,0,0,2,2,0,2,578.55
,2021-03-26,ICICIGI,0,0,2,2,0,2,1400.0
,2021-03-26,ICICIPRULI,0,1,3,0,0,0,430.65
,2021-03-26,ISEC,0,0,2,3,0,2,394.8
,2021-03-26,IDFCFIRSTB,0,0,3,0,0,0,57.7
,2021-03-26,ITC,2,1,0,0,1,0,210.9
,2021-03-26,IBULHSGFIN,0,0,3,2,0,2,197.95
,2021-03-26,INDIAMART,0,0,4,1,0,1,7796.8
,2021-03-26,INDHOTEL,0,0,3,2,0,2,108.4
,2021-03-26,IOC,0,0,2,3,0,2,90.9
,2021-03-26,IRCTC,0,1,2,0,0,0,1747.4
,2021-03-26,IGL,1,1,0,0,1,0,503.65
,2021-03-26,INDUSTOWER,0,0,1,2,0,1,239.95
,2021-03-26,INDUSINDBK,0,0,4,3,0,3,952.75
,2021-03-26,NAUKRI,0,1,5,0,0,0,4470.95
,2021-03-26,INFY,0,1,1,0,0,0,1336.2
,2021-03-26,INDIGO,1,0,0,2,0,0,1613.0
,2021-03-26,IPCALAB,0,1,3,0,0,0,1859.9
,2021-03-26,JSWENERGY,0,1,3,0,0,0,87.5
,2021-03-26,JSWSTEEL,2,5,0,0,2,0,445.2
,2021-03-26,JINDALSTEL,0,1,3,0,0,0,324.2
,2021-03-26,JUBLFOOD,0,1,4,0,0,0,2880.8
,2021-03-26,KOTAKBANK,0,0,2,2,0,2,1771.05
,2021-03-26,L&TFH,0,0,3,3,0,3,94.9
,2021-03-26,LTTS,0,1,1,0,0,0,2548.65
,2021-03-26,LICHSGFIN,0,1,3,0,0,0,419.8
,2021-03-26,LTI,0,0,1,1,0,1,3947.25
,2021-03-26,LT,0,0,2,2,0,2,1398.3
,2021-03-26,LAURUSLABS,1,1,0,0,1,0,355.4
,2021-03-26,LUPIN,0,0,1,2,0,1,978.95
,2021-03-26,MRF,0,1,3,0,0,0,82009.45
,2021-03-26,MGL,0,1,3,0,0,0,1136.55
,2021-03-26,M&MFIN,2,0,0,3,0,0,206.9
,2021-03-26,M&M,1,0,0,2,0,0,799.35
,2021-03-26,MANAPPURAM,0,0,5,3,0,3,151.05
,2021-03-26,MARICO,1,1,0,0,1,0,401.85
,2021-03-26,MARUTI,0,0,2,2,0,2,6784.45
,2021-03-26,MFSL,0,0,2,2,0,2,863.9
,2021-03-26,MINDTREE,4,4,0,0,4,0,1979.95
,2021-03-26,MOTHERSUMI,0,0,3,3,0,3,199.0
,2021-03-26,MPHASIS,0,0,1,1,0,1,1635.25
,2021-03-26,MUTHOOTFIN,0,0,5,3,0,3,1235.8
,2021-03-26,NATCOPHARM,0,0,2,2,0,2,803.65
,2021-03-26,NMDC,0,0,2,2,0,2,126.75
,2021-03-26,NTPC,0,1,3,0,0,0,104.2
,2021-03-26,NAVINFLUOR,0,1,3,0,0,0,2437.05
,2021-03-26,NESTLEIND,0,1,1,0,0,0,16571.75
,2021-03-26,NAM-INDIA,0,1,3,0,0,0,330.55
,2021-03-26,OBEROIRLTY,0,0,1,1,0,1,556.7
,2021-03-26,ONGC,0,0,2,2,0,2,102.4
,2021-03-26,OIL,0,0,1,2,0,1,118.15
,2021-03-26,PIIND,1,1,0,0,1,0,2272.75
