SYMBOL,DATE,NAME,HH,HL,LH,LL,HHL,LHL,CLOSE
,2021-01-22,ACC,0,0,1,1,0,1,1694.85
,2021-01-22,AUBANK,0,2,1,0,0,0,896.6
,2021-01-22,AARTIIND,0,0,2,2,0,2,1143.25
,2021-01-22,ABBOTINDIA,0,0,2,2,0,2,14399.9
,2021-01-22,ADANIENT,2,0,0,1,0,0,526.8
,2021-01-22,ADANIGREEN,1,1,0,0,1,0,1047.85
,2021-01-22,ADANIPORTS,2,2,0,0,2,0,535.8
,2021-01-22,ADANITRANS,2,0,0,2,0,0,477.2
,2021-01-22,ABCAPITAL,0,0,1,1,0,1,86.5
,2021-01-22,ABFRL,2,2,0,0,2,0,171.55
,2021-01-22,AJANTPHARM,0,0,1,1,0,1,1721.15
,2021-01-22,APLLTD,0,0,1,1,0,1,939.95
,2021-01-22,ALKEM,0,0,1,1,0,1,3034.9
,2021-01-22,AMARAJABAT,0,0,1,1,0,1,979.15
,2021-01-22,AMBUJACEM,0,0,1,1,0,1,257.7
,2021-01-22,APOLLOHOSP,2,2,0,0,2,0,2597.9
,2021-01-22,APOLLOTYRE,2,0,0,1,0,0,231.9
,2021-01-22,ASHOKLEY,2,0,0,1,0,0,122.25
,2021-01-22,ASIANPAINT,0,0,1,2,0,1,2596.65
,2021-01-22,AUROPHARMA,0,0,2,2,0,2,923.8
,2021-01-22,DMART,0,0,1,2,0,1,2862.75
,2021-01-22,AXISBANK,2,0,0,1,0,0,644.5
,2021-01-22,BAJAJ-AUTO,2,0,0,1,0,0,4089.5
,2021-01-22,BAJFINANCE,1,0,0,2,0,0,4972.55
,2021-01-22,BAJAJFINSV,1,0,0,2,0,0,9071.0
,2021-01-22,BAJAJHLDNG,2,0,0,1,0,0,3283.45
,2021-01-22,BALKRISIND,2,0,0,1,0,0,1678.5
,2021-01-22,BANDHANBNK,0,0,1,2,0,1,314.1
,2021-01-22,BANKBARODA,2,1,0,0,1,0,73.35
,2021-01-22,BANKINDIA,0,1,1,0,0,0,51.0
,2021-01-22,BATAINDIA,0,0,2,1,0,1,1567.85
,2021-01-22,BERGEPAINT,2,0,0,1,0,0,773.4
,2021-01-22,BEL,0,0,1,1,0,1,132.35
,2021-01-22,BHARATFORG,0,0,1,1,0,1,629.4
,2021-01-22,BHEL,0,0,1,1,0,1,37.65
,2021-01-22,BPCL,0,0,1,1,0,1,396.05
,2021-01-22,BHARTIARTL,0,2,1,0,0,0,576.85
,2021-01-22,BIOCON,0,0,1,1,0,1,393.75
,2021-01-22,BBTC,0,0,2,1,0,1,1242.8
,2021-01-22,BOSCHLTD,2,2,0,0,2,0,15670.65
,2021-01-22,BRITANNIA,0,2,1,0,0,0,3608.0
,2021-01-22,CESC,2,2,0,0,2,0,662.3
,2021-01-22,CADILAHC,0,0,1,1,0,1,460.5
,2021-01-22,CANBK,0,1,1,0,0,0,133.2
,2021-01-22,CASTROLIND,0,0,1,1,0,1,128.05
,2021-01-22,CHOLAFIN,2,0,0,1,0,0,422.15
,2021-01-22,CIPLA,0,0,1,1,0,1,808.3
,2021-01-22,CUB,0,0,2,2,0,2,174.25
,2021-01-22,COALINDIA,0,0,1,1,0,1,133.2
,2021-01-22,COFORGE,0,0,2,2,0,2,2491.0
,2021-01-22,COLPAL,0,0,1,2,0,1,1519.8
,2021-01-22,CONCOR,0,0,1,1,0,1,428.65
,2021-01-22,COROMANDEL,2,2,0,0,2,0,833.3
,2021-01-22,CROMPTON,2,0,0,1,0,0,429.7
,2021-01-22,CUMMINSIND,0,0,2,1,0,1,615.85
,2021-01-22,DLF,2,2,0,0,2,0,269.4
,2021-01-22,DABUR,0,0,1,1,0,1,532.95
,2021-01-22,DALBHARAT,0,0,2,1,0,1,1155.05
,2021-01-22,DEEPAKNTR,0,0,2,1,0,1,1001.0
,2021-01-22,DHANI,0,0,1,1,0,1,320.45
,2021-01-22,DIVISLAB,0,0,2,2,0,2,3544.7
,2021-01-22,DIXON,0,0,2,1,0,1,14092.55
,2021-01-22,LALPATHLAB,0,0,2,2,0,2,2298.7
,2021-01-22,DRREDDY,0,0,1,2,0,1,5036.9
,2021-01-22,EICHERMOT,2,2,0,0,2,0,2972.6
,2021-01-22,EMAMILTD,2,0,0,1,0,0,480.85
,2021-01-22,ENDURANCE,0,0,2,2,0,2,1409.55
,2021-01-22,ESCORTS,0,0,1,1,0,1,1293.7
,2021-01-22,EXIDEIND,0,0,1,1,0,1,200.65
,2021-01-22,FEDERALBNK,2,0,0,1,0,0,73.3
,2021-01-22,FORTIS,0,2,1,0,0,0,165.7
,2021-01-22,GAIL,0,2,1,0,0,0,134.05
,2021-01-22,GMRINFRA,0,0,2,1,0,1,26.1
,2021-01-22,GLENMARK,0,0,1,1,0,1,495.15
,2021-01-22,GODREJAGRO,2,1,0,0,1,0,540.25
,2021-01-22,GODREJCP,2,2,0,0,2,0,790.05
,2021-01-22,GODREJIND,0,0,1,1,0,1,440.1
,2021-01-22,GODREJPROP,0,0,2,2,0,2,1350.35
,2021-01-22,GRASIM,2,0,0,1,0,0,1004.0
,2021-01-22,GUJGASLTD,0,0,2,2,0,2,349.65
,2021-01-22,GSPL,0,0,2,1,0,1,202.6
,2021-01-22,HCLTECH,0,0,1,1,0,1,985.8
,2021-01-22,HDFCAMC,0,0,1,1,0,1,3101.0
,2021-01-22,HDFCBANK,2,2,0,0,2,0,1443.55
,2021-01-22,HDFCLIFE,0,0,1,1,0,1,687.4
,2021-01-22,HAVELLS,2,0,0,1,0,0,1122.65
,2021-01-22,HEROMOTOCO,2,0,0,1,0,0,3374.9
,2021-01-22,HINDALCO,0,0,2,1,0,1,239.2
,2021-01-22,HAL,0,2,1,0,0,0,948.0
,2021-01-22,HINDPETRO,0,2,1,0,0,0,225.4
,2021-01-22,HINDUNILVR,0,0,2,2,0,2,2409.35
,2021-01-22,HINDZINC,1,0,0,1,0,0,275.65
,2021-01-22,HDFC,0,0,1,1,0,1,2589.45
,2021-01-22,ICICIBANK,0,0,0,1,0,0,533.8
,2021-01-22,ICICIGI,0,0,2,1,0,1,1438.95
,2021-01-22,ICICIPRULI,0,2,1,0,0,0,501.9
,2021-01-22,ISEC,0,0,2,2,0,2,437.75
,2021-01-22,IDFCFIRSTB,2,2,0,0,2,0,49.5
,2021-01-22,ITC,2,2,0,0,2,0,210.7
,2021-01-22,IBULHSGFIN,0,0,2,1,0,1,211.5
,2021-01-22,INDIAMART,0,0,1,1,0,1,7893.5
,2021-01-22,INDHOTEL,0,0,1,1,0,1,122.55
,2021-01-22,IOC,0,2,1,0,0,0,95.7
,2021-01-22,IRCTC,0,0,2,1,0,1,1432.45
,2021-01-22,IGL,0,0,1,1,0,1,534.25
,2021-01-22,INDUSTOWER,0,0,2,1,0,1,241.45
,2021-01-22,INDUSINDBK,0,0,1,1,0,1,893.3
,2021-01-22,NAUKRI,0,0,2,1,0,1,5342.0
,2021-01-22,INFY,0,0,1,1,0,1,1340.85
,2021-01-22,INDIGO,0,0,2,2,0,2,1642.3
,2021-01-22,IPCALAB,0,0,2,2,0,2,2044.65
,2021-01-22,JSWENERGY,2,1,0,0,1,0,74.05
,2021-01-22,JSWSTEEL,0,0,2,1,0,1,375.4
,2021-01-22,JINDALSTEL,2,0,0,1,0,0,281.65
,2021-01-22,JUBLFOOD,0,1,1,0,0,0,2746.2
,2021-01-22,KOTAKBANK,0,0,2,2,0,2,1828.0
,2021-01-22,L&TFH,2,0,0,1,0,0,92.25
