,NAME,OPEN,HIGH,LOW,CLOSE,DATE,TYPE,CONSECUTIVE
0,AARTIIND,1244.0,1275.0,1200.3,1260.5,2021-02-24,LL,1
1,ABBOTINDIA,15800.0,15856.3,14477.0,15746.0,2021-02-24,HL,1
2,ABCAPITAL,85.0,89.8,112.85,89.1,2021-02-24,HL,3
3,ABFRL,166.65,168.8,170.0,166.5,2021-02-24,HL,5
4,ACC,1617.2,1632.0,1708.0,1626.1,2021-02-24,HL,1
5,ADANIENT,477.0,493.25,795.45,491.15,2021-02-24,HL,3
6,ADANIGREEN,1079.9,1079.9,1159.0,1065.95,2021-02-24,LL,1
7,ADANIPORTS,485.0,508.0,653.4,503.85,2021-02-24,LL,1
8,ADANITRANS,438.9,440.95,687.0,434.25,2021-02-24,LL,2
9,AJANTPHARM,1643.1,1659.4,1660.0,1651.05,2021-02-24,LL,1
10,ALKEM,2930.0,2984.0,2710.05,2950.75,2021-02-24,LL,3
11,AMARAJABAT,928.0,931.05,868.25,925.05,2021-02-24,LL,1
12,AMBUJACEM,249.0,251.7,265.05,250.85,2021-02-24,HL,1
13,APLLTD,1035.0,1050.0,878.45,1042.6,2021-02-24,HL,2
14,APOLLOHOSP,2405.5,2430.0,3000.05,2414.85,2021-02-24,HL,2
15,APOLLOTYRE,178.45,180.95,231.2,179.9,2021-02-24,HL,1
16,ASHOKLEY,95.7,99.9,125.0,99.1,2021-02-24,HL,1
17,ASIANPAINT,2759.0,2792.0,2347.2,2775.55,2021-02-24,HL,1
18,AUBANK,855.0,880.65,1140.2,875.35,2021-02-24,HL,2
19,AUROPHARMA,923.7,934.7,851.1,927.75,2021-02-24,HL,1
20,AXISBANK,620.25,625.45,717.05,623.8,2021-02-24,HL,1
21,BAJAJ-AUTO,3446.0,3494.0,3855.35,3481.25,2021-02-24,LL,6
22,BAJAJFINSV,8930.0,8958.7,10015.05,8870.45,2021-02-24,HL,1
23,BAJAJHLDNG,3091.7,3136.85,3567.1,3119.15,2021-02-24,LL,1
24,BAJFINANCE,5310.2,5338.0,5383.0,5280.15,2021-02-24,HL,2
25,BALKRISIND,1646.0,1652.8,1570.0,1642.1,2021-02-24,HL,1
26,BANDHANBNK,402.0,404.95,324.05,400.2,2021-02-24,HL,1
27,BANKBARODA,61.8,64.8,86.4,64.5,2021-02-24,HL,1
28,BANKINDIA,49.0,50.4,84.2,50.15,2021-02-24,HL,2
29,BATAINDIA,1587.8,1592.25,1452.0,1573.9,2021-02-24,HL,1
30,BBTC,1296.0,1321.65,1165.0,1304.75,2021-02-24,HL,1
31,BEL,121.0,128.0,135.2,126.4,2021-02-24,HL,2
32,BERGEPAINT,759.5,769.95,716.0,767.05,2021-02-24,HL,1
33,BHARATFORG,527.65,540.0,600.0,538.1,2021-02-24,HL,2
34,BHARTIARTL,512.25,516.4,565.2,515.15,2021-02-24,HL,1
35,BHEL,36.15,39.0,36.65,38.7,2021-02-24,LL,1
36,BIOCON,466.0,468.5,385.35,465.75,2021-02-24,HL,1
37,BOSCHLTD,12813.0,13095.0,14767.9,12986.05,2021-02-24,HL,1
38,BPCL,381.1,384.0,436.1,381.95,2021-02-24,HL,2
39,BRITANNIA,3575.0,3605.0,3341.0,3567.8,2021-02-24,HL,2
40,CADILAHC,477.75,482.85,427.65,478.4,2021-02-24,HL,1
41,CANBK,128.9,134.45,155.35,133.3,2021-02-24,HL,2
42,CASTROLIND,123.3,124.4,123.85,122.0,2021-02-24,HL,1
43,CESC,617.0,623.95,595.0,620.65,2021-02-24,HL,1
44,CHOLAFIN,387.65,415.9,487.35,411.35,2021-02-24,LL,2
45,CIPLA,822.8,828.95,776.25,826.6,2021-02-24,LL,1
46,COALINDIA,135.4,136.25,139.5,135.35,2021-02-24,HL,2
47,COFORGE,2703.25,2748.0,2300.0,2722.25,2021-02-24,LL,4
48,COLPAL,1565.0,1581.95,1533.0,1578.45,2021-02-24,LL,1
49,CONCOR,400.45,405.5,565.7,403.4,2021-02-24,HL,2
50,COROMANDEL,813.9,832.0,749.0,813.65,2021-02-24,HL,1
51,CROMPTON,382.0,385.9,371.25,378.05,2021-02-24,LL,1
52,CUB,180.1,181.6,160.05,180.45,2021-02-24,HL,2
53,CUMMINSIND,575.5,584.5,780.05,581.35,2021-02-24,HL,3
54,DABUR,534.0,538.45,498.05,534.2,2021-02-24,LL,1
55,DALBHARAT,1083.9,1098.5,1365.6,1094.5,2021-02-24,LL,1
56,DEEPAKNTR,949.0,999.0,1270.0,987.85,2021-02-24,HL,3
57,DHANI,321.65,325.9,338.0,313.4,2021-02-24,HL,1
58,DIVISLAB,3839.0,3867.9,3412.4,3849.05,2021-02-24,LL,7
59,DIXON,13514.05,13650.0,19001.0,13621.9,2021-02-24,HL,1
60,DLF,232.85,240.45,307.05,238.35,2021-02-24,HL,2
61,DMART,2767.0,2804.1,2900.0,2789.1,2021-02-24,LL,1
62,DRREDDY,5217.25,5254.85,4377.0,5241.35,2021-02-24,LL,9
63,EICHERMOT,2531.0,2555.0,2500.0,2542.7,2021-02-24,HL,2
64,EMAMILTD,425.4,425.95,461.65,423.7,2021-02-24,LL,2
65,ENDURANCE,1356.5,1370.35,1364.35,1349.75,2021-02-24,HL,1
66,ESCORTS,1289.6,1309.85,1275.0,1287.8,2021-02-24,HL,1
67,EXIDEIND,191.7,192.9,200.6,191.35,2021-02-24,HL,1
68,FEDERALBNK,67.0,68.2,81.15,68.05,2021-02-24,HL,2
69,FORTIS,156.0,156.6,159.25,156.0,2021-02-24,LL,1
70,GAIL,123.9,124.4,142.9,123.65,2021-02-24,LL,1
71,GLENMARK,493.75,503.95,449.6,502.6,2021-02-24,LL,5
72,GMRINFRA,26.5,26.95,25.25,26.6,2021-02-24,HL,2
73,GODREJAGRO,543.0,545.0,481.2,538.3,2021-02-24,HL,1
74,GODREJCP,742.0,746.85,676.0,738.95,2021-02-24,LL,8
75,GODREJIND,424.35,430.0,436.0,428.9,2021-02-24,HL,2
76,GODREJPROP,1432.0,1435.0,1441.0,1427.25,2021-02-24,LL,1
77,GRASIM,924.5,938.0,1231.25,933.4,2021-02-24,HL,3
78,GSPL,222.0,223.45,246.0,218.5,2021-02-24,HL,1
79,GUJGASLTD,378.7,381.5,429.75,378.0,2021-02-24,LL,1
80,HAL,849.0,863.0,1035.9,856.8,2021-02-24,HL,1
81,HAVELLS,919.8,928.75,1115.05,909.9,2021-02-24,LL,1
82,HCLTECH,942.0,955.5,905.5,950.5,2021-02-24,LL,3
83,HDFC,2549.0,2593.3,2610.1,2568.75,2021-02-24,LL,6
84,HDFCAMC,2937.65,3015.0,2915.35,2998.05,2021-02-24,HL,2
85,HDFCBANK,1440.0,1443.0,1516.25,1425.05,2021-02-24,LL,2
86,HDFCLIFE,676.5,680.8,697.0,678.4,2021-02-24,HL,2
87,HEROMOTOCO,3115.0,3120.8,3351.1,3102.65,2021-02-24,LL,1
88,HINDALCO,239.0,240.0,328.0,238.35,2021-02-24,HL,3
89,HINDPETRO,219.25,222.5,242.6,221.25,2021-02-24,HL,6
90,HINDUNILVR,2395.4,2404.0,2155.55,2387.55,2021-02-24,LL,1
91,HINDZINC,239.15,240.0,303.0,239.05,2021-02-24,HL,1
92,IBULHSGFIN,221.0,225.35,214.0,221.75,2021-02-24,LL,3
93,ICICIBANK,535.55,537.0,615.1,527.5,2021-02-24,HL,2
94,ICICIGI,1518.0,1523.9,1477.0,1519.2,2021-02-24,HL,2
95,ICICIPRULI,501.0,501.4,462.0,498.7,2021-02-24,HL,1
96,IDEA,10.75,11.35,11.1,11.2,2021-02-24,HL,2
97,IDFCFIRSTB,37.05,37.6,61.3,37.4,2021-02-24,HL,11
98,IGL,503.0,509.5,498.55,507.15,2021-02-24,LL,4
99,INDHOTEL,120.1,126.8,118.75,123.95,2021-02-24,HL,1
100,INDIAMART,6411.0,7655.0,8750.0,7038.3,2021-02-24,HL,2
101,INDIGO,1719.0,1723.85,1531.0,1713.5,2021-02-24,HL,2
102,INDUSINDBK,895.0,904.0,1041.25,900.15,2021-02-24,HL,1
103,INDUSTOWER,230.7,237.2,244.5,235.45,2021-02-24,LL,1
104,INFY,1257.9,1265.5,1252.0,1260.45,2021-02-24,LL,3
105,IOC,91.3,91.75,97.0,91.5,2021-02-24,HL,2
106,IPCALAB,2196.0,2199.0,1803.65,2180.05,2021-02-24,HL,1
107,IRCTC,1447.0,1459.0,1630.1,1445.0,2021-02-24,HL,1
108,ISEC,463.8,469.6,398.05,465.6,2021-02-24,HL,1
109,ITC,209.9,214.2,206.5,213.85,2021-02-24,LL,1
110,JINDALSTEL,268.3,272.85,332.0,270.15,2021-02-24,HL,3
111,JSWENERGY,67.8,68.5,72.25,66.8,2021-02-24,HL,2
112,JSWSTEEL,387.25,391.5,400.0,389.7,2021-02-24,LL,1
113,JUBLFOOD,2803.0,2834.15,3050.1,2792.8,2021-02-24,HL,9
114,KOTAKBANK,1996.9,2007.95,1852.05,1994.05,2021-02-24,LL,6
115,L&TFH,93.7,97.6,97.5,97.0,2021-02-24,HL,2
116,LALPATHLAB,2319.2,2425.0,2246.0,2407.2,2021-02-24,LL,4
117,LAURUSLABS,354.8,355.4,358.1,353.4,2021-02-24,LL,1
118,LICHSGFIN,363.0,379.0,431.55,377.6,2021-02-24,HL,2
119,LT,1283.0,1299.95,1486.7,1297.0,2021-02-24,HL,2
120,LTI,3653.0,3749.3,3701.0,3699.3,2021-02-24,LL,7
121,LTTS,2340.6,2425.0,2459.8,2409.5,2021-02-24,HL,1
122,LUPIN,977.95,1009.95,990.1,1000.9,2021-02-24,HL,2
123,M&M,725.0,744.75,840.0,732.45,2021-02-24,HL,1
124,M&MFIN,176.0,179.45,208.2,178.7,2021-02-24,HL,2
125,MANAPPURAM,165.95,168.45,166.0,167.2,2021-02-24,LL,1
126,MARICO,403.6,407.3,415.15,406.1,2021-02-24,LL,1
127,MARUTI,7654.0,7748.5,6877.5,7691.3,2021-02-24,LL,6
128,MCDOWELL-N,579.0,583.95,543.5,581.5,2021-02-24,LL,1
129,MFSL,675.0,692.4,765.15,690.95,2021-02-24,LL,1
130,MGL,1062.8,1074.0,1121.0,1059.95,2021-02-24,LL,3
131,MINDTREE,1655.0,1682.85,1571.5,1659.25,2021-02-24,LL,4
132,MOTHERSUMI,165.25,167.0,214.0,164.1,2021-02-24,LL,1
133,MPHASIS,1549.0,1558.95,1624.25,1529.9,2021-02-24,LL,1
134,MRF,76000.0,76334.35,86850.0,76021.65,2021-02-24,HL,1
135,MUTHOOTFIN,1215.0,1221.05,1277.1,1213.35,2021-02-24,LL,1
136,NAM-INDIA,297.95,305.7,326.65,302.85,2021-02-24,HL,2
137,NATCOPHARM,965.0,980.9,801.0,967.3,2021-02-24,HL,3
138,NAUKRI,4780.0,4800.0,4909.0,4754.7,2021-02-24,LL,1
139,NAVINFLUOR,2615.0,2664.45,2412.0,2637.7,2021-02-24,LL,1
140,NESTLEIND,18389.7,18520.0,16100.0,18450.7,2021-02-24,HL,1
141,NMDC,114.9,117.0,123.1,116.35,2021-02-24,HL,3
142,NTPC,99.95,100.2,102.1,99.05,2021-02-24,HL,1
143,OBEROIRLTY,584.0,597.35,543.6,590.1,2021-02-24,LL,3
144,OIL,109.0,109.4,122.95,108.7,2021-02-24,LL,1
145,ONGC,93.75,94.45,111.0,93.2,2021-02-24,HL,7
146,PAGEIND,27700.0,28260.45,28080.05,28155.55,2021-02-24,HL,2
147,PEL,1428.85,1489.9,1810.0,1480.35,2021-02-24,LL,1
148,PETRONET,248.85,251.5,250.3,249.85,2021-02-24,HL,1
149,PFC,114.8,116.0,122.4,115.05,2021-02-24,HL,1
150,PFIZER,5160.0,5450.0,4410.0,5279.4,2021-02-24,LL,3
151,PGHH,11167.0,11248.95,12800.0,11012.4,2021-02-24,LL,1
