,NAME,OPEN,HIGH,LOW,CLOSE,DATE,TYPE,CONSECUTIVE
0,AARTIIND,1244.0,1275.0,1072.55,1260.5,2021-02-09,LL,1
1,ABBOTINDIA,15800.0,15856.3,14510.0,15746.0,2021-02-09,HL,1
2,ABCAPITAL,85.0,89.8,88.65,89.1,2021-02-09,LL,2
3,ABFRL,166.65,168.8,165.0,166.5,2021-02-09,HL,4
4,ACC,1617.2,1632.0,1753.25,1626.1,2021-02-09,HL,2
5,ADANIENT,477.0,493.25,621.0,491.15,2021-02-09,HL,3
6,ADANIGREEN,1079.9,1079.9,1031.05,1065.95,2021-02-09,LL,1
7,ADANIPORTS,485.0,508.0,573.2,503.85,2021-02-09,HL,6
8,ADANITRANS,438.9,440.95,561.0,434.25,2021-02-09,HL,8
9,AJANTPHARM,1643.1,1659.4,1802.6,1651.05,2021-02-09,HL,2
10,ALKEM,2930.0,2984.0,2838.0,2950.75,2021-02-09,LL,3
11,AMARAJABAT,928.0,931.05,964.55,925.05,2021-02-09,HL,2
12,AMBUJACEM,249.0,251.7,269.85,250.85,2021-02-09,LL,1
13,APLLTD,1035.0,1050.0,933.0,1042.6,2021-02-09,HL,2
14,APOLLOHOSP,2405.5,2430.0,2738.1,2414.85,2021-02-09,HL,3
15,APOLLOTYRE,178.45,180.95,241.2,179.9,2021-02-09,LL,1
16,ASHOKLEY,95.7,99.9,133.75,99.1,2021-02-09,HL,2
17,ASIANPAINT,2759.0,2792.0,2423.65,2775.55,2021-02-09,HL,2
18,AUBANK,855.0,880.65,1039.0,875.35,2021-02-09,HL,3
19,AUROPHARMA,923.7,934.7,952.0,927.75,2021-02-09,HL,3
20,AXISBANK,620.25,625.45,726.2,623.8,2021-02-09,HL,2
21,BAJAJ-AUTO,3446.0,3494.0,4145.0,3481.25,2021-02-09,LL,1
22,BAJAJFINSV,8930.0,8958.7,9882.0,8870.45,2021-02-09,HL,6
23,BAJAJHLDNG,3091.7,3136.85,3501.35,3119.15,2021-02-09,HL,6
24,BAJFINANCE,5310.2,5338.0,5382.6,5280.15,2021-02-09,LL,1
25,BALKRISIND,1646.0,1652.8,1647.0,1642.1,2021-02-09,LL,1
26,BANDHANBNK,402.0,404.95,323.55,400.2,2021-02-09,LL,1
27,BANKBARODA,61.8,64.8,78.95,64.5,2021-02-09,LL,2
28,BANKINDIA,49.0,50.4,57.35,50.15,2021-02-09,LL,2
29,BATAINDIA,1587.8,1592.25,1571.1,1573.9,2021-02-09,HL,2
30,BBTC,1296.0,1321.65,1233.25,1304.75,2021-02-09,HL,1
31,BEL,121.0,128.0,137.4,126.4,2021-02-09,LL,1
32,BERGEPAINT,759.5,769.95,752.7,767.05,2021-02-09,HL,2
33,BHARATFORG,527.65,540.0,638.85,538.1,2021-02-09,HL,2
34,BHARTIARTL,512.25,516.4,595.0,515.15,2021-02-09,HL,2
35,BHEL,36.15,39.0,38.4,38.7,2021-02-09,LL,2
36,BIOCON,466.0,468.5,402.8,465.75,2021-02-09,LL,1
37,BOSCHLTD,12813.0,13095.0,16200.0,12986.05,2021-02-09,HL,2
38,BPCL,381.1,384.0,416.65,381.95,2021-02-09,HL,6
39,BRITANNIA,3575.0,3605.0,3455.0,3567.8,2021-02-09,LL,2
40,CADILAHC,477.75,482.85,466.1,478.4,2021-02-09,LL,1
41,CANBK,128.9,134.45,154.5,133.3,2021-02-09,LL,2
42,CASTROLIND,123.3,124.4,129.3,122.0,2021-02-09,LL,1
43,CESC,617.0,623.95,598.55,620.65,2021-02-09,LL,4
44,CHOLAFIN,387.65,415.9,455.0,411.35,2021-02-09,HL,2
45,CIPLA,822.8,828.95,839.0,826.6,2021-02-09,LL,1
46,COALINDIA,135.4,136.25,138.7,135.35,2021-02-09,LL,1
47,COFORGE,2703.25,2748.0,2527.0,2722.25,2021-02-09,HL,2
48,COLPAL,1565.0,1581.95,1581.0,1578.45,2021-02-09,LL,1
49,CONCOR,400.45,405.5,498.65,403.4,2021-02-09,HL,6
50,COROMANDEL,813.9,832.0,766.15,813.65,2021-02-09,HL,1
51,CROMPTON,382.0,385.9,397.3,378.05,2021-02-09,LL,2
52,CUB,180.1,181.6,166.25,180.45,2021-02-09,LL,1
53,CUMMINSIND,575.5,584.5,769.05,581.35,2021-02-09,LL,2
54,DABUR,534.0,538.45,519.0,534.2,2021-02-09,HL,1
55,DALBHARAT,1083.9,1098.5,1303.55,1094.5,2021-02-09,HL,2
56,DEEPAKNTR,949.0,999.0,1022.4,987.85,2021-02-09,HL,2
57,DHANI,321.65,325.9,338.05,313.4,2021-02-09,LL,1
58,DIVISLAB,3839.0,3867.9,3705.05,3849.05,2021-02-09,HL,1
59,DIXON,13514.05,13650.0,17451.05,13621.9,2021-02-09,HL,9
60,DLF,232.85,240.45,304.2,238.35,2021-02-09,LL,1
61,DMART,2767.0,2804.1,2900.0,2789.1,2021-02-09,LL,2
62,DRREDDY,5217.25,5254.85,4805.0,5241.35,2021-02-09,LL,1
