,NAME,OPEN,HIGH,LOW,CLOSE,DATE,TYPE,CONSECUTIVE
0,AARTIIND,1244.0,1275.0,1240.4,1260.5,2021-03-05,LL,2
1,ABBOTINDIA,15800.0,15856.3,14700.0,15746.0,2021-03-05,HL,5
2,ABCAPITAL,85.0,89.8,122.2,89.1,2021-03-05,LL,1
3,ABFRL,166.65,168.8,212.8,166.5,2021-03-05,HL,1
4,ACC,1617.2,1632.0,1812.5,1626.1,2021-03-05,HL,1
5,ADANIENT,477.0,493.25,888.3,491.15,2021-03-05,LL,1
6,ADANIGREEN,1079.9,1079.9,1162.0,1065.95,2021-03-05,LL,1
7,ADANIPORTS,485.0,508.0,730.5,503.85,2021-03-05,HL,1
8,ADANITRANS,438.9,440.95,755.0,434.25,2021-03-05,LL,1
9,AJANTPHARM,1643.1,1659.4,1711.9,1651.05,2021-03-05,LL,1
10,ALKEM,2930.0,2984.0,2777.0,2950.75,2021-03-05,LL,2
11,AMARAJABAT,928.0,931.05,887.45,925.05,2021-03-05,LL,2
12,AMBUJACEM,249.0,251.7,283.15,250.85,2021-03-05,HL,1
13,APLLTD,1035.0,1050.0,910.65,1042.6,2021-03-05,LL,2
14,APOLLOHOSP,2405.5,2430.0,2870.0,2414.85,2021-03-05,LL,3
15,APOLLOTYRE,178.45,180.95,239.0,179.9,2021-03-05,LL,2
16,ASHOKLEY,95.7,99.9,125.0,99.1,2021-03-05,LL,2
17,ASIANPAINT,2759.0,2792.0,2377.1,2775.55,2021-03-05,HL,1
18,AUBANK,855.0,880.65,1231.2,875.35,2021-03-05,HL,2
19,AUROPHARMA,923.7,934.7,856.0,927.75,2021-03-05,LL,2
20,AXISBANK,620.25,625.45,720.5,623.8,2021-03-05,LL,2
21,BAJAJ-AUTO,3446.0,3494.0,3821.75,3481.25,2021-03-05,LL,2
22,BAJAJFINSV,8930.0,8958.7,9900.05,8870.45,2021-03-05,LL,1
23,BAJAJHLDNG,3091.7,3136.85,3557.6,3119.15,2021-03-05,LL,2
24,BAJFINANCE,5310.2,5338.0,5402.1,5280.15,2021-03-05,HL,4
25,BALKRISIND,1646.0,1652.8,1598.1,1642.1,2021-03-05,LL,2
26,BANDHANBNK,402.0,404.95,343.05,400.2,2021-03-05,LL,2
27,BANKBARODA,61.8,64.8,79.5,64.5,2021-03-05,LL,1
28,BANKINDIA,49.0,50.4,76.5,50.15,2021-03-05,LL,2
29,BATAINDIA,1587.8,1592.25,1516.45,1573.9,2021-03-05,HL,5
30,BBTC,1296.0,1321.65,1195.0,1304.75,2021-03-05,LL,2
31,BEL,121.0,128.0,144.75,126.4,2021-03-05,LL,2
32,BERGEPAINT,759.5,769.95,716.2,767.05,2021-03-05,LL,1
33,BHARATFORG,527.65,540.0,613.75,538.1,2021-03-05,LL,2
34,BHARTIARTL,512.25,516.4,524.4,515.15,2021-03-05,LL,2
35,BHEL,36.15,39.0,50.35,38.7,2021-03-05,HL,1
36,BIOCON,466.0,468.5,393.5,465.75,2021-03-05,LL,1
37,BOSCHLTD,12813.0,13095.0,14862.9,12986.05,2021-03-05,LL,3
38,BPCL,381.1,384.0,458.1,381.95,2021-03-05,LL,2
39,BRITANNIA,3575.0,3605.0,3460.75,3567.8,2021-03-05,HL,5
40,CADILAHC,477.75,482.85,440.25,478.4,2021-03-05,LL,1
41,CANBK,128.9,134.45,157.25,133.3,2021-03-05,LL,1
42,CASTROLIND,123.3,124.4,134.0,122.0,2021-03-05,HL,1
43,CESC,617.0,623.95,626.0,620.65,2021-03-05,HL,1
44,CHOLAFIN,387.65,415.9,515.65,411.35,2021-03-05,LL,2
45,CIPLA,822.8,828.95,800.25,826.6,2021-03-05,LL,2
46,COALINDIA,135.4,136.25,149.7,135.35,2021-03-05,LL,2
47,COFORGE,2703.25,2748.0,2564.0,2722.25,2021-03-05,LL,1
48,COLPAL,1565.0,1581.95,1616.65,1578.45,2021-03-05,HL,1
49,CONCOR,400.45,405.5,588.05,403.4,2021-03-05,HL,5
50,COROMANDEL,813.9,832.0,776.8,813.65,2021-03-05,HL,2
51,CROMPTON,382.0,385.9,393.0,378.05,2021-03-05,HL,5
52,CUB,180.1,181.6,172.45,180.45,2021-03-05,LL,1
53,CUMMINSIND,575.5,584.5,844.5,581.35,2021-03-05,LL,1
54,DABUR,534.0,538.45,522.65,534.2,2021-03-05,HL,5
55,DALBHARAT,1083.9,1098.5,1467.0,1094.5,2021-03-05,LL,2
56,DEEPAKNTR,949.0,999.0,1562.0,987.85,2021-03-05,LL,1
57,DHANI,321.65,325.9,319.2,313.4,2021-03-05,LL,4
58,DIVISLAB,3839.0,3867.9,3490.0,3849.05,2021-03-05,LL,2
59,DIXON,13514.05,13650.0,18940.0,13621.9,2021-03-05,HL,2
60,DLF,232.85,240.45,312.4,238.35,2021-03-05,LL,1
61,DMART,2767.0,2804.1,3120.0,2789.1,2021-03-05,HL,3
62,DRREDDY,5217.25,5254.85,4484.0,5241.35,2021-03-05,HL,3
63,EICHERMOT,2531.0,2555.0,2560.0,2542.7,2021-03-05,HL,1
64,EMAMILTD,425.4,425.95,447.6,423.7,2021-03-05,HL,1
65,ENDURANCE,1356.5,1370.35,1378.0,1349.75,2021-03-05,HL,1
66,ESCORTS,1289.6,1309.85,1305.4,1287.8,2021-03-05,LL,1
67,EXIDEIND,191.7,192.9,203.25,191.35,2021-03-05,LL,3
68,FEDERALBNK,67.0,68.2,85.35,68.05,2021-03-05,LL,1
69,FORTIS,156.0,156.6,174.0,156.0,2021-03-05,HL,1
70,GAIL,123.9,124.4,144.35,123.65,2021-03-05,HL,1
71,GLENMARK,493.75,503.95,465.0,502.6,2021-03-05,LL,2
72,GMRINFRA,26.5,26.95,27.1,26.6,2021-03-05,HL,1
73,GODREJAGRO,543.0,545.0,495.0,538.3,2021-03-05,HL,1
74,GODREJCP,742.0,746.85,687.2,738.95,2021-03-05,LL,2
75,GODREJIND,424.35,430.0,463.0,428.9,2021-03-05,HL,5
76,GODREJPROP,1432.0,1435.0,1485.0,1427.25,2021-03-05,LL,2
77,GRASIM,924.5,938.0,1324.0,933.4,2021-03-05,HL,5
78,GSPL,222.0,223.45,284.45,218.5,2021-03-05,HL,5
79,GUJGASLTD,378.7,381.5,522.55,378.0,2021-03-05,LL,1
80,HAL,849.0,863.0,1047.85,856.8,2021-03-05,LL,2
81,HAVELLS,919.8,928.75,1110.0,909.9,2021-03-05,LL,1
82,HCLTECH,942.0,955.5,936.3,950.5,2021-03-05,LL,1
83,HDFC,2549.0,2593.3,2523.5,2568.75,2021-03-05,LL,2
84,HDFCAMC,2937.65,3015.0,3115.0,2998.05,2021-03-05,LL,1
85,HDFCBANK,1440.0,1443.0,1521.1,1425.05,2021-03-05,LL,2
86,HDFCLIFE,676.5,680.8,711.3,678.4,2021-03-05,LL,2
87,HEROMOTOCO,3115.0,3120.8,3394.0,3102.65,2021-03-05,HL,1
88,HINDALCO,239.0,240.0,333.15,238.35,2021-03-05,LL,2
89,HINDPETRO,219.25,222.5,240.3,221.25,2021-03-05,LL,3
90,HINDUNILVR,2395.4,2404.0,2175.25,2387.55,2021-03-05,HL,5
91,HINDZINC,239.15,240.0,310.0,239.05,2021-03-05,LL,2
92,IBULHSGFIN,221.0,225.35,227.1,221.75,2021-03-05,LL,1
93,ICICIBANK,535.55,537.0,601.5,527.5,2021-03-05,LL,1
94,ICICIGI,1518.0,1523.9,1455.55,1519.2,2021-03-05,LL,1
95,ICICIPRULI,501.0,501.4,481.1,498.7,2021-03-05,LL,1
96,IDEA,10.75,11.35,10.4,11.2,2021-03-05,LL,2
97,IDFCFIRSTB,37.05,37.6,65.95,37.4,2021-03-05,HL,5
98,IGL,503.0,509.5,516.3,507.15,2021-03-05,HL,5
99,INDHOTEL,120.1,126.8,124.55,123.95,2021-03-05,HL,3
100,INDIAMART,6411.0,7655.0,8035.0,7038.3,2021-03-05,HL,1
101,INDIGO,1719.0,1723.85,1733.0,1713.5,2021-03-05,LL,1
102,INDUSINDBK,895.0,904.0,1025.45,900.15,2021-03-05,LL,2
103,INDUSTOWER,230.7,237.2,245.0,235.45,2021-03-05,LL,2
104,INFY,1257.9,1265.5,1305.05,1260.45,2021-03-05,LL,1
105,IOC,91.3,91.75,100.85,91.5,2021-03-05,LL,3
106,IPCALAB,2196.0,2199.0,1908.3,2180.05,2021-03-05,LL,1
107,IRCTC,1447.0,1459.0,1896.0,1445.0,2021-03-05,HL,1
108,ISEC,463.8,469.6,408.25,465.6,2021-03-05,HL,5
109,ITC,209.9,214.2,207.2,213.85,2021-03-05,LL,2
110,JINDALSTEL,268.3,272.85,313.5,270.15,2021-03-05,LL,2
111,JSWENERGY,67.8,68.5,80.45,66.8,2021-03-05,LL,2
112,JSWSTEEL,387.25,391.5,402.5,389.7,2021-03-05,LL,2
113,JUBLFOOD,2803.0,2834.15,3062.0,2792.8,2021-03-05,LL,1
114,KOTAKBANK,1996.9,2007.95,1868.0,1994.05,2021-03-05,HL,1
115,L&TFH,93.7,97.6,105.2,97.0,2021-03-05,LL,1
116,LALPATHLAB,2319.2,2425.0,2290.0,2407.2,2021-03-05,LL,2
117,LAURUSLABS,354.8,355.4,348.5,353.4,2021-03-05,LL,2
118,LICHSGFIN,363.0,379.0,430.55,377.6,2021-03-05,LL,1
119,LT,1283.0,1299.95,1439.1,1297.0,2021-03-05,LL,2
120,LTI,3653.0,3749.3,3820.0,3699.3,2021-03-05,HL,1
121,LTTS,2340.6,2425.0,2610.0,2409.5,2021-03-05,LL,2
122,LUPIN,977.95,1009.95,1029.95,1000.9,2021-03-05,LL,2
123,M&M,725.0,744.75,838.35,732.45,2021-03-05,HL,1
124,M&MFIN,176.0,179.45,200.05,178.7,2021-03-05,LL,1
125,MANAPPURAM,165.95,168.45,165.55,167.2,2021-03-05,LL,1
126,MARICO,403.6,407.3,400.0,406.1,2021-03-05,LL,2
127,MARUTI,7654.0,7748.5,7070.0,7691.3,2021-03-05,HL,1
128,MCDOWELL-N,579.0,583.95,548.45,581.5,2021-03-05,LL,1
129,MFSL,675.0,692.4,910.0,690.95,2021-03-05,HL,5
130,MGL,1062.8,1074.0,1194.65,1059.95,2021-03-05,HL,1
131,MINDTREE,1655.0,1682.85,1712.6,1659.25,2021-03-05,LL,1
132,MOTHERSUMI,165.25,167.0,224.0,164.1,2021-03-05,LL,2
133,MPHASIS,1549.0,1558.95,1622.3,1529.9,2021-03-05,LL,1
134,MRF,76000.0,76334.35,88005.0,76021.65,2021-03-05,LL,2
135,MUTHOOTFIN,1215.0,1221.05,1283.0,1213.35,2021-03-05,LL,2
136,NAM-INDIA,297.95,305.7,347.4,302.85,2021-03-05,LL,1
137,NATCOPHARM,965.0,980.9,823.1,967.3,2021-03-05,HL,3
138,NAUKRI,4780.0,4800.0,4917.05,4754.7,2021-03-05,LL,2
139,NAVINFLUOR,2615.0,2664.45,2730.1,2637.7,2021-03-05,HL,1
140,NESTLEIND,18389.7,18520.0,16456.0,18450.7,2021-03-05,HL,1
141,NMDC,114.9,117.0,130.75,116.35,2021-03-05,LL,2
142,NTPC,99.95,100.2,108.4,99.05,2021-03-05,LL,2
143,OBEROIRLTY,584.0,597.35,539.0,590.1,2021-03-05,LL,2
144,OIL,109.0,109.4,126.05,108.7,2021-03-05,LL,1
145,ONGC,93.75,94.45,113.5,93.2,2021-03-05,HL,1
146,PAGEIND,27700.0,28260.45,28007.0,28155.55,2021-03-05,LL,2
147,PEL,1428.85,1489.9,1900.05,1480.35,2021-03-05,LL,1
148,PETRONET,248.85,251.5,250.5,249.85,2021-03-05,LL,2
149,PFC,114.8,116.0,127.45,115.05,2021-03-05,LL,1
150,PFIZER,5160.0,5450.0,4588.05,5279.4,2021-03-05,HL,1
151,PGHH,11167.0,11248.95,12970.05,11012.4,2021-03-05,HL,2
152,PIDILITIND,1772.85,1784.5,1736.05,1770.8,2021-03-05,LL,1
153,PIIND,2204.0,2279.9,2228.05,2264.5,2021-03-05,LL,2
154,PNB,33.3,34.95,41.3,34.8,2021-03-05,LL,1
155,POLYCAB,1038.8,1048.2,1338.0,1035.45,2021-03-05,LL,2
156,POWERGRID,189.0,189.9,219.35,189.5,2021-03-05,LL,2
157,PRESTIGE,267.45,272.75,292.35,266.8,2021-03-05,LL,2
158,RAMCOCEM,800.7,807.0,1001.8,795.0,2021-03-05,HL,1
159,RBLBANK,231.1,233.15,238.3,231.05,2021-03-05,LL,1
160,RECLTD,134.0,135.5,141.9,134.7,2021-03-05,LL,1
161,RELIANCE,1988.0,1997.0,2153.05,1987.5,2021-03-05,LL,1
162,SAIL,73.95,75.75,69.4,74.5,2021-03-05,LL,2
163,SANOFI,8293.7,8329.85,8211.75,8271.3,2021-03-05,LL,2
164,SBICARD,851.2,855.0,1046.7,852.85,2021-03-05,LL,3
165,SBILIFE,903.0,907.05,894.95,895.4,2021-03-05,HL,4
166,SBIN,274.9,280.0,378.1,279.4,2021-03-05,LL,2
167,SHREECEM,24050.0,24276.5,27740.95,23950.3,2021-03-05,HL,1
168,SIEMENS,1575.55,1620.2,1891.25,1601.55,2021-03-05,LL,2
169,SRF,5550.0,5730.0,5560.7,5681.2,2021-03-05,LL,1
170,SRTRANSFIN,1047.9,1076.9,1272.0,1070.85,2021-03-05,LL,2
