,NAME,OPEN,HIGH,LOW,CLOSE,DATE,TYPE,CONSECUTIVE
0,AARTIIND,1244.0,1275.0,1248.0,1260.5,2021-01-15,LL,3
1,ABBOTINDIA,15800.0,15856.3,14922.0,15746.0,2021-01-15,LL,1
2,ABCAPITAL,85.0,89.8,90.7,89.1,2021-01-15,HL,3
3,ABFRL,166.65,168.8,174.5,166.5,2021-01-15,LL,1
4,ACC,1617.2,1632.0,1718.25,1626.1,2021-01-15,LL,1
5,ADANIENT,477.0,493.25,518.8,491.15,2021-01-15,LL,1
6,ADANIGREEN,1079.9,1079.9,939.2,1065.95,2021-01-15,HL,2
7,ADANIPORTS,485.0,508.0,524.0,503.85,2021-01-15,LL,1
8,ADANITRANS,438.9,440.95,428.0,434.25,2021-01-15,LL,3
9,AJANTPHARM,1643.1,1659.4,1736.05,1651.05,2021-01-15,LL,3
10,ALKEM,2930.0,2984.0,3074.1,2950.75,2021-01-15,HL,8
11,AMARAJABAT,928.0,931.05,992.05,925.05,2021-01-15,HL,1
12,AMBUJACEM,249.0,251.7,259.6,250.85,2021-01-15,LL,1
13,APLLTD,1035.0,1050.0,1078.0,1042.6,2021-01-15,HL,2
14,APOLLOHOSP,2405.5,2430.0,2510.1,2414.85,2021-01-15,HL,2
15,APOLLOTYRE,178.45,180.95,181.8,179.9,2021-01-15,LL,1
16,ASHOKLEY,95.7,99.9,117.3,99.1,2021-01-15,LL,1
17,ASIANPAINT,2759.0,2792.0,2580.55,2775.55,2021-01-15,LL,4
18,AUBANK,855.0,880.65,907.25,875.35,2021-01-15,HL,2
19,AUROPHARMA,923.7,934.7,924.3,927.75,2021-01-15,LL,1
20,AXISBANK,620.25,625.45,669.6,623.8,2021-01-15,LL,1
21,BAJAJ-AUTO,3446.0,3494.0,3541.0,3481.25,2021-01-15,LL,2
22,BAJAJFINSV,8930.0,8958.7,8610.0,8870.45,2021-01-15,LL,4
