,NAME,OPEN,HIGH,LOW,CLOSE,DATE,TYPE,CONSECUTIVE
0,AARTIIND,1244.0,1419.6,1343.4,1260.5,2021-04-07,HHL,1
1,ABBOTINDIA,15800.0,15325.0,15180.0,15746.0,2021-04-07,HHL,3
2,ABCAPITAL,85.0,131.4,119.7,89.1,2021-04-07,HHL,1
3,ABFRL,166.65,194.95,188.0,166.5,2021-04-07,HHL,1
4,ACC,1617.2,1954.5,1901.9,1626.1,2021-04-07,HHL,1
5,ADANIENT,477.0,1251.6,1108.0,491.15,2021-04-07,None,0
6,ADANIGREEN,1079.9,1223.5,1164.0,1065.95,2021-04-07,None,0
7,ADANIPORTS,485.0,885.0,795.0,503.85,2021-04-07,HHL,6
8,ADANITRANS,438.9,1120.7,1055.15,434.25,2021-04-07,None,0
9,AJANTPHARM,1643.1,1732.0,1711.2,1651.05,2021-04-07,None,0
10,ALKEM,2930.0,2780.2,2716.5,2950.75,2021-04-07,None,0
11,AMARAJABAT,928.0,855.4,832.0,925.05,2021-04-07,None,0
12,AMBUJACEM,249.0,311.3,305.5,250.85,2021-04-07,HHL,1
13,APLLTD,1035.0,986.5,970.0,1042.6,2021-04-07,HHL,1
14,APOLLOHOSP,2405.5,3115.0,2998.75,2414.85,2021-04-07,HHL,1
15,APOLLOTYRE,178.45,226.25,221.25,179.9,2021-04-07,None,0
16,ASHOKLEY,95.7,117.15,112.5,99.1,2021-04-07,HHL,1
17,ASIANPAINT,2759.0,2668.05,2600.1,2775.55,2021-04-07,HHL,2
18,AUBANK,855.0,1257.45,1200.15,875.35,2021-04-07,None,0
19,AUROPHARMA,923.7,911.45,893.0,927.75,2021-04-07,HHL,6
20,AXISBANK,620.25,691.9,668.4,623.8,2021-04-07,None,0
21,BAJAJ-AUTO,3446.0,3693.45,3596.25,3481.25,2021-04-07,None,0
22,BAJAJFINSV,8930.0,9658.4,9466.35,8870.45,2021-04-07,None,0
23,BAJAJHLDNG,3091.7,3385.0,3322.5,3119.15,2021-04-07,HHL,1
24,BAJFINANCE,5310.2,5109.0,4940.0,5280.15,2021-04-07,None,0
25,BALKRISIND,1646.0,1693.65,1652.1,1642.1,2021-04-07,HHL,2
26,BANDHANBNK,402.0,351.75,334.1,400.2,2021-04-07,HHL,1
27,BANKBARODA,61.8,75.55,72.25,64.5,2021-04-07,HHL,1
28,BANKINDIA,49.0,69.85,66.55,50.15,2021-04-07,HHL,1
29,BATAINDIA,1587.8,1407.25,1384.0,1573.9,2021-04-07,None,0
30,BBTC,1296.0,1213.55,1180.25,1304.75,2021-04-07,HHL,4
31,BEL,121.0,134.45,131.0,126.4,2021-04-07,None,0
32,BERGEPAINT,759.5,763.9,747.9,767.05,2021-04-07,None,0
33,BHARATFORG,527.65,625.0,608.2,538.1,2021-04-07,HHL,2
34,BHARTIARTL,512.25,546.9,535.25,515.15,2021-04-07,HHL,3
35,BHEL,36.15,50.8,49.35,38.7,2021-04-07,HHL,1
36,BIOCON,466.0,418.5,412.45,465.75,2021-04-07,HHL,2
37,BOSCHLTD,12813.0,14750.0,14026.05,12986.05,2021-04-07,HHL,2
38,BPCL,381.1,431.5,427.5,381.95,2021-04-07,None,0
39,BRITANNIA,3575.0,3820.0,3711.55,3567.8,2021-04-07,HHL,6
40,CADILAHC,477.75,464.7,454.15,478.4,2021-04-07,HHL,2
41,CANBK,128.9,153.0,147.15,133.3,2021-04-07,HHL,1
42,CASTROLIND,123.3,125.0,123.0,122.0,2021-04-07,None,0
43,CESC,617.0,625.0,598.0,620.65,2021-04-07,HHL,1
44,CHOLAFIN,387.65,588.1,538.35,411.35,2021-04-07,HHL,1
45,CIPLA,822.8,844.9,830.25,826.6,2021-04-07,None,0
46,COALINDIA,135.4,131.7,129.75,135.35,2021-04-07,None,0
47,COFORGE,2703.25,3139.7,2990.15,2722.25,2021-04-07,HHL,2
48,COLPAL,1565.0,1575.0,1547.05,1578.45,2021-04-07,None,0
49,CONCOR,400.45,608.25,579.0,403.4,2021-04-07,HHL,1
50,COROMANDEL,813.9,747.0,730.0,813.65,2021-04-07,HHL,1
51,CROMPTON,382.0,395.5,377.0,378.05,2021-04-07,HHL,1
52,CUB,180.1,166.5,156.95,180.45,2021-04-07,HHL,1
53,CUMMINSIND,575.5,902.0,880.65,581.35,2021-04-07,HHL,1
54,DABUR,534.0,557.5,547.35,534.2,2021-04-07,HHL,2
55,DALBHARAT,1083.9,1573.85,1541.05,1094.5,2021-04-07,None,0
56,DEEPAKNTR,949.0,1711.95,1663.0,987.85,2021-04-07,HHL,2
57,DHANI,321.65,192.3,180.05,313.4,2021-04-07,HHL,2
58,DIVISLAB,3839.0,3734.0,3691.6,3849.05,2021-04-07,HHL,2
59,DIXON,13514.05,3650.0,3483.0,13621.9,2021-04-07,HHL,1
60,DLF,232.85,285.5,278.55,238.35,2021-04-07,HHL,1
61,DMART,2767.0,2900.0,2835.0,2789.1,2021-04-07,HHL,1
62,DRREDDY,5217.25,4734.0,4641.0,5241.35,2021-04-07,HHL,2
63,EICHERMOT,2531.0,2547.2,2490.0,2542.7,2021-04-07,None,0
64,EMAMILTD,425.4,511.1,501.35,423.7,2021-04-07,None,0
65,ENDURANCE,1356.5,1396.0,1360.05,1349.75,2021-04-07,None,0
66,ESCORTS,1289.6,1250.95,1220.0,1287.8,2021-04-07,HHL,1
67,EXIDEIND,191.7,186.35,183.5,191.35,2021-04-07,HHL,1
