,NAME,OPEN,HIGH,LOW,CLOSE,DATE,TYPE,CONSECUTIVE
0,AARTIIND,1244.0,1280.0,1260.0,1260.5,2021-03-10,HHL,1
1,ABBOTINDIA,15800.0,14750.0,14600.0,15746.0,2021-03-10,None,0
2,ABCAPITAL,85.0,137.0,132.5,89.1,2021-03-10,None,0
3,ABFRL,166.65,218.75,215.1,166.5,2021-03-10,None,0
4,ACC,1617.2,1844.0,1810.75,1626.1,2021-03-10,None,0
5,ADANIENT,477.0,914.1,888.7,491.15,2021-03-10,None,0
6,ADANIGREEN,1079.9,1192.1,1165.5,1065.95,2021-03-10,HHL,1
7,ADANIPORTS,485.0,759.1,743.0,503.85,2021-03-10,None,0
8,ADANITRANS,438.9,765.0,730.55,434.25,2021-03-10,None,0
9,AJANTPHARM,1643.1,1812.9,1772.0,1651.05,2021-03-10,HHL,3
10,ALKEM,2930.0,2798.65,2732.0,2950.75,2021-03-10,None,0
11,AMARAJABAT,928.0,899.7,887.5,925.05,2021-03-10,None,0
12,AMBUJACEM,249.0,293.8,289.0,250.85,2021-03-10,HHL,2
13,APLLTD,1035.0,943.2,925.95,1042.6,2021-03-10,None,0
14,APOLLOHOSP,2405.5,2924.95,2880.75,2414.85,2021-03-10,None,0
15,APOLLOTYRE,178.45,238.75,233.6,179.9,2021-03-10,HHL,1
16,ASHOKLEY,95.7,126.4,123.2,99.1,2021-03-10,None,0
17,ASIANPAINT,2759.0,2446.0,2415.55,2775.55,2021-03-10,HHL,2
18,AUBANK,855.0,1268.0,1202.8,875.35,2021-03-10,None,0
19,AUROPHARMA,923.7,863.95,850.1,927.75,2021-03-10,None,0
20,AXISBANK,620.25,765.7,749.15,623.8,2021-03-10,HHL,3
21,BAJAJ-AUTO,3446.0,3879.0,3802.0,3481.25,2021-03-10,HHL,1
22,BAJAJFINSV,8930.0,10094.7,9930.6,8870.45,2021-03-10,None,0
23,BAJAJHLDNG,3091.7,3647.8,3580.05,3119.15,2021-03-10,None,0
24,BAJFINANCE,5310.2,5561.0,5440.0,5280.15,2021-03-10,HHL,1
25,BALKRISIND,1646.0,1629.7,1588.0,1642.1,2021-03-10,HHL,1
26,BANDHANBNK,402.0,355.7,348.05,400.2,2021-03-10,None,0
27,BANKBARODA,61.8,81.9,79.65,64.5,2021-03-10,None,0
28,BANKINDIA,49.0,79.1,76.55,50.15,2021-03-10,None,0
29,BATAINDIA,1587.8,1516.65,1497.0,1573.9,2021-03-10,HHL,1
30,BBTC,1296.0,1231.95,1186.9,1304.75,2021-03-10,None,0
31,BEL,121.0,142.65,139.05,126.4,2021-03-10,None,0
32,BERGEPAINT,759.5,740.6,717.2,767.05,2021-03-10,HHL,1
33,BHARATFORG,527.65,626.0,611.55,538.1,2021-03-10,None,0
34,BHARTIARTL,512.25,530.5,516.35,515.15,2021-03-10,None,0
35,BHEL,36.15,56.5,54.3,38.7,2021-03-10,None,0
36,BIOCON,466.0,404.45,388.7,465.75,2021-03-10,HHL,1
37,BOSCHLTD,12813.0,15149.0,14943.2,12986.05,2021-03-10,None,0
38,BPCL,381.1,451.9,442.05,381.95,2021-03-10,None,0
39,BRITANNIA,3575.0,3489.0,3438.5,3567.8,2021-03-10,None,0
40,CADILAHC,477.75,449.9,443.4,478.4,2021-03-10,None,0
41,CANBK,128.9,162.75,159.75,133.3,2021-03-10,None,0
42,CASTROLIND,123.3,136.2,133.75,122.0,2021-03-10,None,0
43,CESC,617.0,635.5,625.0,620.65,2021-03-10,None,0
44,CHOLAFIN,387.65,556.8,530.05,411.35,2021-03-10,HHL,1
45,CIPLA,822.8,814.75,801.0,826.6,2021-03-10,None,0
46,COALINDIA,135.4,153.25,149.4,135.35,2021-03-10,None,0
47,COFORGE,2703.25,2757.0,2620.0,2722.25,2021-03-10,HHL,1
48,COLPAL,1565.0,1650.0,1625.0,1578.45,2021-03-10,None,0
49,CONCOR,400.45,593.8,567.6,403.4,2021-03-10,None,0
50,COROMANDEL,813.9,780.9,768.0,813.65,2021-03-10,HHL,1
51,CROMPTON,382.0,421.0,406.6,378.05,2021-03-10,None,0
52,CUB,180.1,174.55,168.0,180.45,2021-03-10,None,0
53,CUMMINSIND,575.5,882.4,860.45,581.35,2021-03-10,None,0
54,DABUR,534.0,534.4,525.15,534.2,2021-03-10,HHL,1
55,DALBHARAT,1083.9,1475.25,1452.9,1094.5,2021-03-10,None,0
56,DEEPAKNTR,949.0,1605.2,1525.0,987.85,2021-03-10,HHL,1
57,DHANI,321.65,305.6,288.05,313.4,2021-03-10,None,0
58,DIVISLAB,3839.0,3543.85,3482.25,3849.05,2021-03-10,None,0
59,DIXON,13514.05,20200.0,19564.05,13621.9,2021-03-10,None,0
60,DLF,232.85,316.4,311.5,238.35,2021-03-10,None,0
61,DMART,2767.0,3179.9,3113.45,2789.1,2021-03-10,None,0
62,DRREDDY,5217.25,4519.85,4456.05,5241.35,2021-03-10,None,0
63,EICHERMOT,2531.0,2687.0,2598.9,2542.7,2021-03-10,HHL,1
64,EMAMILTD,425.4,489.0,471.05,423.7,2021-03-10,HHL,1
65,ENDURANCE,1356.5,1405.0,1387.3,1349.75,2021-03-10,None,0
66,ESCORTS,1289.6,1378.0,1351.05,1287.8,2021-03-10,HHL,2
67,EXIDEIND,191.7,206.1,202.25,191.35,2021-03-10,None,0
68,FEDERALBNK,67.0,87.2,84.9,68.05,2021-03-10,None,0
69,FORTIS,156.0,185.0,176.1,156.0,2021-03-10,None,0
70,GAIL,123.9,150.9,147.1,123.65,2021-03-10,None,0
71,GLENMARK,493.75,491.5,476.1,502.6,2021-03-10,HHL,1
72,GMRINFRA,26.5,28.35,27.35,26.6,2021-03-10,None,0
