Date,Open,High,Low,Close,Adj Close,Volume,Name,Sector
2017-11-06,295.8999938964844,299.0,278.0,284.3999938964844,261.7249755859375,43029311,NAM-INDIA,Financial Services
2017-11-07,287.70001220703125,291.0,282.0,287.79998779296875,264.8538818359375,5980837,NAM-INDIA,Financial Services
2017-11-08,287.0,289.0,284.95001220703125,285.29998779296875,262.55322265625,1885677,NAM-INDIA,Financial Services
2017-11-09,285.8999938964844,288.0,285.0,287.20001220703125,264.3017883300781,1476764,NAM-INDIA,Financial Services
2017-11-10,285.1499938964844,287.20001220703125,281.29998779296875,285.20001220703125,262.4612121582031,905132,NAM-INDIA,Financial Services
2017-11-13,283.20001220703125,288.0,283.20001220703125,287.20001220703125,264.3017883300781,2141637,NAM-INDIA,Financial Services
2017-11-14,288.95001220703125,288.95001220703125,267.8999938964844,273.3500061035156,251.55599975585938,1306130,NAM-INDIA,Financial Services
2017-11-15,271.04998779296875,276.5,248.10000610351562,253.5,233.28860473632812,2250713,NAM-INDIA,Financial Services
2017-11-16,255.0,278.6000061035156,237.5,272.1499938964844,250.45167541503906,4154606,NAM-INDIA,Financial Services
2017-11-17,274.0,284.0,265.5,279.0,256.75555419921875,1247735,NAM-INDIA,Financial Services
2017-11-20,278.75,280.8999938964844,271.0,278.95001220703125,256.70953369140625,554463,NAM-INDIA,Financial Services
2017-11-21,276.79998779296875,280.0,272.0,272.1499938964844,250.45167541503906,366109,NAM-INDIA,Financial Services
2017-11-22,274.8999938964844,276.3500061035156,267.0,269.79998779296875,248.28904724121094,925427,NAM-INDIA,Financial Services
2017-11-23,274.0,274.0,267.95001220703125,271.20001220703125,249.57742309570312,355274,NAM-INDIA,Financial Services
2017-11-24,273.8999938964844,273.8999938964844,270.1000061035156,271.75,250.0835723876953,301275,NAM-INDIA,Financial Services
2017-11-27,270.0,273.0,267.79998779296875,272.1499938964844,250.45167541503906,559725,NAM-INDIA,Financial Services
2017-11-28,270.5,271.8999938964844,267.0,268.0,246.632568359375,210880,NAM-INDIA,Financial Services
2017-11-29,268.0,269.54998779296875,260.0,261.8500061035156,240.972900390625,398140,NAM-INDIA,Financial Services
