Date,Open,High,Low,Close,Adj Close,Volume,Name,Sector
2016-01-01,797.5499877929688,809.9500122070312,792.0,794.9500122070312,787.6870727539062,36434,PVR,Communication Services
2016-01-04,800.0,808.0,794.7999877929688,806.75,799.3792724609375,69544,PVR,Communication Services
2016-01-05,808.0,829.0,798.0999755859375,824.1500244140625,816.6203002929688,108926,PVR,Communication Services
2016-01-06,828.0,828.0,810.0,817.1500244140625,809.6842651367188,49895,PVR,Communication Services
2016-01-07,802.0499877929688,810.5999755859375,792.3499755859375,795.9500122070312,788.677978515625,74486,PVR,Communication Services
2016-01-08,803.9500122070312,806.0,779.0,793.1500244140625,785.9035034179688,76230,PVR,Communication Services
2016-01-11,788.9500122070312,791.1500244140625,781.0999755859375,788.5499877929688,781.345458984375,17550,PVR,Communication Services
2016-01-12,791.0999755859375,796.5499877929688,768.0,771.5,764.4513549804688,40752,PVR,Communication Services
2016-01-13,772.0499877929688,783.0,750.0,768.2000122070312,761.1814575195312,62721,PVR,Communication Services
2016-01-14,760.0999755859375,781.7999877929688,741.5999755859375,779.75,772.6259155273438,134044,PVR,Communication Services
2016-01-15,787.5,803.0,775.0,789.4500122070312,782.2373046875,281416,PVR,Communication Services
2016-01-18,775.0,798.5,757.2000122070312,781.0,773.864501953125,42226,PVR,Communication Services
2016-01-19,780.0,797.0499877929688,757.0,764.9500122070312,757.961181640625,71327,PVR,Communication Services
2016-01-20,759.9000244140625,763.8499755859375,744.0,749.25,742.4046020507812,68659,PVR,Communication Services
2016-01-21,754.0,759.0,726.0,732.5,725.8076171875,136614,PVR,Communication Services
2016-01-22,739.8499755859375,743.3499755859375,727.2000122070312,732.3499755859375,725.6589965820312,100036,PVR,Communication Services
2016-01-25,736.2000122070312,770.0,736.2000122070312,759.5499877929688,752.6104736328125,98126,PVR,Communication Services
2016-01-27,771.0,771.0,728.7999877929688,739.7999877929688,733.0408935546875,120881,PVR,Communication Services
2016-01-28,742.9500122070312,742.9500122070312,732.4000244140625,736.75,730.018798828125,79893,PVR,Communication Services
2016-01-29,746.0,779.4500122070312,720.0,753.75,746.8634643554688,441267,PVR,Communication Services
2016-02-01,761.2999877929688,789.0,736.75,772.5,765.4421997070312,109887,PVR,Communication Services
2016-02-02,779.0,780.0,761.0,766.3499755859375,759.348388671875,71180,PVR,Communication Services
2016-02-03,747.75,764.5999755859375,747.75,756.75,749.8360595703125,53160,PVR,Communication Services
2016-02-04,758.0,765.5499877929688,735.5499877929688,742.5,735.7162475585938,63808,PVR,Communication Services
