Date,Open,High,Low,Close,Adj Close,Volume,Name,Sector
2016-12-12,1122.0,1164.0,954.0,1007.0499877929688,1007.0499877929688,2806329,SFL,Consumer Cyclical
2016-12-13,988.0,1013.0,969.4000244140625,998.1500244140625,998.1500244140625,790335,SFL,Consumer Cyclical
2016-12-14,994.0,1052.0,947.2000122070312,961.6500244140625,961.6500244140625,1912964,SFL,Consumer Cyclical
2016-12-15,939.0,969.9500122070312,931.0499877929688,959.3499755859375,959.3499755859375,657598,SFL,Consumer Cyclical
2016-12-16,960.0,978.0,952.5999755859375,959.3499755859375,959.3499755859375,241941,SFL,Consumer Cyclical
2016-12-19,963.7000122070312,963.7000122070312,926.7000122070312,930.7000122070312,930.7000122070312,193491,SFL,Consumer Cyclical
2016-12-20,930.0,943.0,926.2000122070312,930.4500122070312,930.4500122070312,102020,SFL,Consumer Cyclical
2016-12-21,935.0,935.0,923.0,925.6500244140625,925.6500244140625,70668,SFL,Consumer Cyclical
2016-12-22,925.0,956.0,914.9500122070312,946.5,946.5,190884,SFL,Consumer Cyclical
2016-12-23,957.0,957.0,930.0,941.3499755859375,941.3499755859375,290979,SFL,Consumer Cyclical
2016-12-26,940.9000244140625,940.9000244140625,912.5999755859375,916.0,916.0,44257,SFL,Consumer Cyclical
2016-12-27,910.0,939.0,910.0,932.9500122070312,932.9500122070312,42610,SFL,Consumer Cyclical
2016-12-28,935.0,948.0,931.5499877929688,934.25,934.25,28817,SFL,Consumer Cyclical
2016-12-29,939.75,944.5,925.0,936.4000244140625,936.4000244140625,18725,SFL,Consumer Cyclical
2016-12-30,938.9500122070312,950.0,929.9000244140625,935.4500122070312,935.4500122070312,23976,SFL,Consumer Cyclical
2017-01-02,930.0,952.8499755859375,930.0,949.7999877929688,949.7999877929688,35565,SFL,Consumer Cyclical
2017-01-03,945.0,950.0,940.0,941.25,941.25,11622,SFL,Consumer Cyclical
2017-01-04,941.0499877929688,948.0,931.5,935.8499755859375,935.8499755859375,8249,SFL,Consumer Cyclical
2017-01-05,940.8499755859375,945.0,921.0,928.7999877929688,928.7999877929688,9468,SFL,Consumer Cyclical
2017-01-06,934.9000244140625,989.0,934.8499755859375,966.0,966.0,335531,SFL,Consumer Cyclical
2017-01-09,970.0,970.0,945.0,950.7000122070312,950.7000122070312,130539,SFL,Consumer Cyclical
2017-01-10,949.9500122070312,970.0,942.0,966.7999877929688,966.7999877929688,29984,SFL,Consumer Cyclical
2017-01-11,968.8499755859375,981.0,953.0499877929688,977.0499877929688,977.0499877929688,26325,SFL,Consumer Cyclical
2017-01-12,971.0,998.9000244140625,966.0,992.3499755859375,992.3499755859375,26445,SFL,Consumer Cyclical
2017-01-13,990.0,999.0,970.5499877929688,990.4000244140625,990.4000244140625,22076,SFL,Consumer Cyclical
2017-01-16,989.9500122070312,989.9500122070312,962.0,968.4000244140625,968.4000244140625,29489,SFL,Consumer Cyclical
2017-01-17,965.25,981.5999755859375,960.0,977.8499755859375,977.8499755859375,12897,SFL,Consumer Cyclical
2017-01-18,977.0499877929688,983.0,955.0,964.7999877929688,964.7999877929688,58743,SFL,Consumer Cyclical
2017-01-19,965.0,973.9500122070312,956.0,969.9500122070312,969.9500122070312,22611,SFL,Consumer Cyclical
2017-01-20,965.0,973.7999877929688,946.8499755859375,953.6500244140625,953.6500244140625,9783,SFL,Consumer Cyclical
2017-01-23,950.1500244140625,964.9000244140625,946.0,955.6500244140625,955.6500244140625,8044,SFL,Consumer Cyclical
2017-01-24,954.9500122070312,963.9000244140625,925.0,952.4000244140625,952.4000244140625,79693,SFL,Consumer Cyclical
2017-01-25,952.2999877929688,952.2999877929688,930.0,942.8499755859375,942.8499755859375,14745,SFL,Consumer Cyclical
2017-01-27,948.7999877929688,971.0,936.5499877929688,957.4500122070312,957.4500122070312,23573,SFL,Consumer Cyclical
2017-01-30,962.25,968.0,946.1500244140625,962.2000122070312,962.2000122070312,29723,SFL,Consumer Cyclical
2017-01-31,965.0,985.0,960.0,973.7000122070312,973.7000122070312,29969,SFL,Consumer Cyclical
2017-02-01,980.0499877929688,980.0499877929688,958.0,960.9500122070312,960.9500122070312,4613,SFL,Consumer Cyclical
2017-02-02,969.9500122070312,983.0,957.0,979.4000244140625,979.4000244140625,9796,SFL,Consumer Cyclical
2017-02-03,975.5499877929688,999.0,960.0,991.7999877929688,991.7999877929688,19554,SFL,Consumer Cyclical
2017-02-06,996.0,1025.9000244140625,990.0,1001.5999755859375,1001.5999755859375,26130,SFL,Consumer Cyclical
2017-02-07,994.9500122070312,1015.0,984.0,993.1500244140625,993.1500244140625,14250,SFL,Consumer Cyclical
2017-02-08,1002.0499877929688,1005.0,987.9000244140625,995.9000244140625,995.9000244140625,11759,SFL,Consumer Cyclical
2017-02-09,999.4500122070312,1002.0,986.5,992.0999755859375,992.0999755859375,8983,SFL,Consumer Cyclical
2017-02-10,996.3499755859375,1015.0,988.0,1007.75,1007.75,22542,SFL,Consumer Cyclical
2017-02-13,1019.7000122070312,1078.4000244140625,998.1500244140625,1049.6500244140625,1049.6500244140625,53524,SFL,Consumer Cyclical
2017-02-14,1064.0,1068.0,1040.5999755859375,1064.0,1064.0,34216,SFL,Consumer Cyclical
2017-02-15,1063.050048828125,1063.050048828125,1026.0,1049.949951171875,1049.949951171875,13035,SFL,Consumer Cyclical
2017-02-16,1053.199951171875,1068.800048828125,1043.0,1059.3499755859375,1059.3499755859375,11028,SFL,Consumer Cyclical
2017-02-17,1062.050048828125,1075.0,1045.5,1053.699951171875,1053.699951171875,6970,SFL,Consumer Cyclical
2017-02-20,1035.550048828125,1062.949951171875,1035.550048828125,1046.6500244140625,1046.6500244140625,3911,SFL,Consumer Cyclical
2017-02-21,1053.050048828125,1057.9000244140625,1040.0,1045.25,1045.25,3339,SFL,Consumer Cyclical
2017-02-22,1052.050048828125,1065.0,1041.050048828125,1054.0,1054.0,33758,SFL,Consumer Cyclical
2017-02-23,1059.5999755859375,1078.4000244140625,1046.5,1074.25,1074.25,13823,SFL,Consumer Cyclical
2017-02-27,1082.050048828125,1083.550048828125,1064.0,1070.0999755859375,1070.0999755859375,3642,SFL,Consumer Cyclical
2017-02-28,1068.5,1079.050048828125,1065.0,1069.0999755859375,1069.0999755859375,12571,SFL,Consumer Cyclical
2017-03-01,1080.050048828125,1080.050048828125,1050.0,1066.8499755859375,1066.8499755859375,4185,SFL,Consumer Cyclical
2017-03-02,1068.0,1081.0,1062.949951171875,1067.3499755859375,1067.3499755859375,5054,SFL,Consumer Cyclical
2017-03-03,1075.0999755859375,1075.0999755859375,1049.949951171875,1056.5,1056.5,32832,SFL,Consumer Cyclical
2017-03-06,1061.949951171875,1072.050048828125,1055.0,1063.199951171875,1063.199951171875,4283,SFL,Consumer Cyclical
2017-03-07,1075.050048828125,1075.050048828125,1053.0,1060.0,1060.0,1345,SFL,Consumer Cyclical
2017-03-08,1071.050048828125,1163.3499755859375,1058.0,1083.25,1083.25,62201,SFL,Consumer Cyclical
2017-03-09,1080.0,1130.0,1080.0,1098.5,1098.5,34242,SFL,Consumer Cyclical
2017-03-10,1105.6500244140625,1107.25,1060.0,1081.300048828125,1081.300048828125,7487,SFL,Consumer Cyclical
2017-03-14,1094.050048828125,1104.3499755859375,1071.0,1089.6500244140625,1089.6500244140625,6279,SFL,Consumer Cyclical
2017-03-15,1100.050048828125,1100.300048828125,1078.0,1089.800048828125,1089.800048828125,66664,SFL,Consumer Cyclical
2017-03-16,1105.0999755859375,1106.0,1082.0,1095.0,1095.0,4310,SFL,Consumer Cyclical
2017-03-17,1099.949951171875,1100.8499755859375,1060.949951171875,1073.199951171875,1073.199951171875,3776,SFL,Consumer Cyclical
