Date,Open,High,Low,Close,Adj Close,Volume,Name,Sector
2016-01-01,491.25,494.95001220703125,488.4750061035156,491.1499938964844,471.98583984375,10366,KAJARIACER,Industrials
2016-01-04,487.54998779296875,497.5,487.54998779296875,492.5,473.2831726074219,85450,KAJARIACER,Industrials
2016-01-05,495.45001220703125,497.3999938964844,480.54998779296875,483.0249938964844,464.1778564453125,243554,KAJARIACER,Industrials
2016-01-06,493.20001220703125,493.20001220703125,477.5,480.0,461.2709045410156,74778,KAJARIACER,Industrials
2016-01-07,470.57501220703125,489.5249938964844,470.57501220703125,477.57501220703125,458.94049072265625,136196,KAJARIACER,Industrials
2016-01-08,483.5,494.82501220703125,475.375,485.7749938964844,466.8205871582031,130384,KAJARIACER,Industrials
2016-01-11,486.0,487.4750061035156,480.5,483.70001220703125,464.8265686035156,252416,KAJARIACER,Industrials
2016-01-12,488.4750061035156,488.5,473.125,478.5,459.8294372558594,60492,KAJARIACER,Industrials
2016-01-13,476.0,483.3500061035156,470.5,480.1499938964844,461.4150695800781,57104,KAJARIACER,Industrials
2016-01-14,475.0,478.4750061035156,459.3500061035156,460.7749938964844,442.7960205078125,155418,KAJARIACER,Industrials
2016-01-15,462.5,470.0,457.5,466.32501220703125,448.1295471191406,48012,KAJARIACER,Industrials
2016-01-18,454.57501220703125,460.95001220703125,452.5,452.7250061035156,435.0601806640625,101550,KAJARIACER,Industrials
2016-01-19,452.7250061035156,463.0,447.7749938964844,459.7749938964844,441.8351135253906,234916,KAJARIACER,Industrials
2016-01-20,459.0,462.5,450.5,458.79998779296875,440.8981018066406,268118,KAJARIACER,Industrials
2016-01-21,462.375,470.0,457.82501220703125,468.875,450.5800476074219,71748,KAJARIACER,Industrials
2016-01-22,469.0,487.25,469.0,482.67498779296875,463.84149169921875,203134,KAJARIACER,Industrials
2016-01-25,487.5,489.5,483.0,485.8500061035156,466.89263916015625,97828,KAJARIACER,Industrials
2016-01-27,492.45001220703125,493.375,475.0,477.57501220703125,458.94049072265625,461446,KAJARIACER,Industrials
2016-01-28,476.4750061035156,487.0,462.75,477.6000061035156,458.9645690917969,386212,KAJARIACER,Industrials
2016-01-29,478.45001220703125,487.57501220703125,478.45001220703125,487.2250061035156,468.2140197753906,39388,KAJARIACER,Industrials
2016-02-01,492.0,492.0,482.2749938964844,485.125,466.1959533691406,22114,KAJARIACER,Industrials
2016-02-02,484.0,487.4750061035156,472.5,475.625,457.0666198730469,310176,KAJARIACER,Industrials
2016-02-03,480.0,482.5,467.5,470.70001220703125,452.3337707519531,96358,KAJARIACER,Industrials
2016-02-04,481.95001220703125,481.95001220703125,462.54998779296875,464.67498779296875,446.5438537597656,101248,KAJARIACER,Industrials
2016-02-05,467.5,477.5,461.70001220703125,474.2250061035156,455.7212219238281,56106,KAJARIACER,Industrials
2016-02-08,471.54998779296875,480.0,470.5249938964844,474.375,455.8653564453125,26678,KAJARIACER,Industrials
2016-02-09,470.0,477.1499938964844,462.54998779296875,467.1499938964844,448.9222717285156,57150,KAJARIACER,Industrials
2016-02-10,464.25,474.3999938964844,460.0,461.67498779296875,443.6609191894531,15830,KAJARIACER,Industrials
2016-02-11,473.5,473.5,447.4750061035156,449.1000061035156,431.57659912109375,58006,KAJARIACER,Industrials
2016-02-12,445.32501220703125,453.5,432.5,439.04998779296875,421.918701171875,131558,KAJARIACER,Industrials
2016-02-15,439.5,455.0,439.5,449.8999938964844,432.34539794921875,160132,KAJARIACER,Industrials
2016-02-16,447.04998779296875,455.0,440.0,446.95001220703125,429.510498046875,45822,KAJARIACER,Industrials
2016-02-17,449.4750061035156,449.4750061035156,435.0,447.07501220703125,429.630615234375,45616,KAJARIACER,Industrials
2016-02-18,454.8999938964844,454.8999938964844,435.2749938964844,439.17498779296875,422.0388488769531,49560,KAJARIACER,Industrials
2016-02-19,434.25,450.0,430.5249938964844,433.79998779296875,416.8735656738281,53100,KAJARIACER,Industrials
2016-02-22,435.0,444.79998779296875,435.0,442.5,425.2341003417969,69392,KAJARIACER,Industrials
2016-02-23,436.0,444.0,436.0,440.9750061035156,423.7685852050781,90522,KAJARIACER,Industrials
2016-02-24,440.92498779296875,444.92498779296875,435.0,439.375,422.2310485839844,21708,KAJARIACER,Industrials
2016-02-25,443.5,452.5,436.32501220703125,438.42498779296875,421.318115234375,86298,KAJARIACER,Industrials
2016-02-26,444.95001220703125,444.95001220703125,435.75,440.29998779296875,423.1199645996094,45224,KAJARIACER,Industrials
2016-02-29,443.92498779296875,443.92498779296875,423.1000061035156,432.5249938964844,415.6483459472656,163334,KAJARIACER,Industrials
2016-03-01,435.0,445.0,427.5,439.1499938964844,422.01483154296875,63164,KAJARIACER,Industrials
2016-03-02,444.95001220703125,475.0,440.4750061035156,465.67498779296875,447.50482177734375,718212,KAJARIACER,Industrials
2016-03-03,470.0,474.95001220703125,447.6499938964844,459.95001220703125,442.00323486328125,758348,KAJARIACER,Industrials
2016-03-04,464.4750061035156,464.5,453.0,460.82501220703125,442.8441467285156,18734,KAJARIACER,Industrials
2016-03-08,460.82501220703125,475.0249938964844,459.5,472.07501220703125,453.6551818847656,443854,KAJARIACER,Industrials
2016-03-09,467.6000061035156,478.95001220703125,462.42498779296875,466.67498779296875,448.4658203125,56026,KAJARIACER,Industrials
2016-03-10,470.45001220703125,470.45001220703125,455.0,460.1000061035156,442.1473693847656,41112,KAJARIACER,Industrials
2016-03-11,467.5,467.5,456.0,464.92498779296875,446.78411865234375,67992,KAJARIACER,Industrials
2016-03-14,464.92498779296875,476.1000061035156,464.5,474.42498779296875,455.9134216308594,57974,KAJARIACER,Industrials
2016-03-15,474.0,477.5,469.5,475.2250061035156,456.6822509765625,23180,KAJARIACER,Industrials
2016-03-16,476.3500061035156,478.0249938964844,470.04998779296875,473.6000061035156,455.12066650390625,37162,KAJARIACER,Industrials
2016-03-17,479.8999938964844,479.8999938964844,468.0249938964844,469.8500061035156,451.5169372558594,25342,KAJARIACER,Industrials
2016-03-18,465.0249938964844,475.5,461.875,474.7749938964844,456.249755859375,41230,KAJARIACER,Industrials
2016-03-21,469.8500061035156,475.0,466.5249938964844,470.95001220703125,452.5740661621094,95326,KAJARIACER,Industrials
2016-03-22,470.95001220703125,475.0,465.0,473.29998779296875,454.83233642578125,120226,KAJARIACER,Industrials
2016-03-23,468.9750061035156,474.92498779296875,465.0,466.4750061035156,448.27362060546875,58636,KAJARIACER,Industrials
2016-03-28,466.0,473.5,461.0,471.1000061035156,452.7182312011719,68752,KAJARIACER,Industrials
2016-03-29,473.70001220703125,475.0,463.0249938964844,473.79998779296875,455.3128356933594,45748,KAJARIACER,Industrials
2016-03-30,472.32501220703125,483.45001220703125,466.1499938964844,472.32501220703125,453.89544677734375,509286,KAJARIACER,Industrials
2016-03-31,474.0,482.1499938964844,469.54998779296875,478.92498779296875,460.23785400390625,236066,KAJARIACER,Industrials
2016-04-01,479.95001220703125,480.0,472.54998779296875,476.9750061035156,458.36395263671875,59682,KAJARIACER,Industrials
2016-04-04,480.04998779296875,480.04998779296875,471.0,474.32501220703125,455.8173522949219,13370,KAJARIACER,Industrials
2016-04-05,468.07501220703125,477.29998779296875,468.07501220703125,471.2250061035156,452.83831787109375,12612,KAJARIACER,Industrials
