SYMBOL,DATE,NAME,HH,HL,LH,LL,HHL,LHL,CLOSE
,2021-04-09,ACC,1,3,0,0,1,0,1960.75
,2021-04-09,AUBANK,0,3,1,0,0,0,1174.5
,2021-04-09,AARTIIND,1,3,0,0,1,0,1404.1
,2021-04-09,ABBOTINDIA,4,0,0,1,0,0,15233.55
,2021-04-09,ADANIENT,3,3,0,0,3,0,1201.4
,2021-04-09,ADANIGREEN,0,1,2,0,0,0,1142.75
,2021-04-09,ADANIPORTS,1,3,0,0,1,0,823.6
,2021-04-09,ADANITRANS,3,3,0,0,3,0,973.55
,2021-04-09,ABCAPITAL,1,0,0,1,0,0,125.25
,2021-04-09,ABFRL,0,0,4,1,0,1,189.7
,2021-04-09,AJANTPHARM,0,0,1,2,0,1,1728.95
,2021-04-09,APLLTD,3,3,0,0,3,0,1014.0
,2021-04-09,ALKEM,2,2,0,0,2,0,2832.3
,2021-04-09,AMARAJABAT,0,0,5,1,0,1,816.05
,2021-04-09,AMBUJACEM,3,3,0,0,3,0,316.35
,2021-04-09,APOLLOHOSP,1,2,0,0,1,0,3132.15
,2021-04-09,APOLLOTYRE,0,3,1,0,0,0,223.5
,2021-04-09,ASHOKLEY,2,0,0,1,0,0,121.2
,2021-04-09,ASIANPAINT,5,0,0,1,0,0,2630.8
,2021-04-09,AUROPHARMA,3,3,0,0,3,0,943.7
,2021-04-09,DMART,1,0,0,1,0,0,2947.75
,2021-04-09,AXISBANK,0,0,4,1,0,1,668.2
,2021-04-09,BAJAJ-AUTO,0,0,1,1,0,1,3651.3
,2021-04-09,BAJFINANCE,0,0,4,1,0,1,4872.3
,2021-04-09,BAJAJFINSV,0,0,1,1,0,1,9629.05
,2021-04-09,BAJAJHLDNG,1,1,0,0,1,0,3409.45
,2021-04-09,BALKRISIND,0,0,1,1,0,1,1651.8
,2021-04-09,BANDHANBNK,1,0,0,2,0,0,358.95
,2021-04-09,BANKBARODA,2,0,0,1,0,0,74.0
,2021-04-09,BANKINDIA,1,0,0,1,0,0,74.5
,2021-04-09,BATAINDIA,0,0,5,4,0,4,1391.2
,2021-04-09,BERGEPAINT,0,0,1,1,0,1,752.6
,2021-04-09,BEL,1,2,0,0,1,0,129.9
,2021-04-09,BHARATFORG,2,2,0,0,2,0,610.25
,2021-04-09,BHEL,1,0,0,1,0,0,51.5
,2021-04-09,BPCL,0,0,5,1,0,1,425.6
,2021-04-09,BHARTIARTL,1,2,0,0,1,0,545.25
,2021-04-09,BIOCON,3,3,0,0,3,0,420.3
,2021-04-09,BBTC,1,2,0,0,1,0,1259.7
,2021-04-09,BOSCHLTD,1,2,0,0,1,0,14490.7
,2021-04-09,BRITANNIA,3,3,0,0,3,0,3797.7
,2021-04-09,CESC,1,1,0,0,1,0,614.3
,2021-04-09,CADILAHC,2,3,0,0,2,0,514.45
,2021-04-09,CANBK,0,2,1,0,0,0,148.75
,2021-04-09,CASTROLIND,0,3,1,0,0,0,125.0
,2021-04-09,CHOLAFIN,1,0,0,1,0,0,557.9
,2021-04-09,CIPLA,2,3,0,0,2,0,883.05
,2021-04-09,CUB,1,1,0,0,1,0,165.55
,2021-04-09,COALINDIA,0,0,6,1,0,1,129.5
,2021-04-09,COFORGE,2,2,0,0,2,0,3167.85
,2021-04-09,COLPAL,1,2,0,0,1,0,1601.15
,2021-04-09,CONCOR,0,0,1,1,0,1,587.35
,2021-04-09,COROMANDEL,0,0,1,1,0,1,770.05
,2021-04-09,CROMPTON,1,0,0,1,0,0,392.0
,2021-04-09,CUMMINSIND,0,0,1,1,0,1,870.95
,2021-04-09,DLF,0,0,5,1,0,1,279.55
,2021-04-09,DABUR,3,2,0,0,2,0,560.5
,2021-04-09,DALBHARAT,0,0,3,1,0,1,1556.0
,2021-04-09,DEEPAKNTR,3,3,0,0,3,0,1681.25
,2021-04-09,DHANI,1,1,0,0,1,0,222.45
,2021-04-09,DIVISLAB,3,3,0,0,3,0,3752.35
,2021-04-09,DIXON,1,0,0,1,0,0,3758.65
,2021-04-09,LALPATHLAB,5,6,0,0,5,0,3137.0
,2021-04-09,DRREDDY,2,3,0,0,2,0,4760.3
,2021-04-09,EICHERMOT,0,0,2,1,0,1,2521.6
,2021-04-09,EMAMILTD,2,2,0,0,2,0,516.8
,2021-04-09,ENDURANCE,0,0,2,1,0,1,1373.5
,2021-04-09,ESCORTS,0,0,4,1,0,1,1267.8
,2021-04-09,EXIDEIND,1,0,0,1,0,0,186.25
,2021-04-09,FEDERALBNK,1,0,0,1,0,0,77.7
,2021-04-09,FORTIS,1,6,0,0,1,0,207.95
,2021-04-09,GAIL,2,2,0,0,2,0,138.8
,2021-04-09,GMRINFRA,0,0,1,1,0,1,24.85
,2021-04-09,GLENMARK,2,2,0,0,2,0,529.65
,2021-04-09,GODREJAGRO,0,3,1,0,0,0,515.3
,2021-04-09,GODREJCP,3,0,0,1,0,0,739.1
,2021-04-09,GODREJIND,0,6,1,0,0,0,540.4
,2021-04-09,GODREJPROP,0,0,5,1,0,1,1362.1
,2021-04-09,GRASIM,13,6,0,0,6,0,1440.0
,2021-04-09,GUJGASLTD,2,2,0,0,2,0,568.4
,2021-04-09,GSPL,0,3,1,0,0,0,272.55
,2021-04-09,HCLTECH,2,3,0,0,2,0,1045.4
,2021-04-09,HDFCAMC,2,0,0,1,0,0,2951.95
,2021-04-09,HDFCBANK,0,0,1,1,0,1,1421.75
,2021-04-09,HDFCLIFE,2,2,0,0,2,0,694.85
,2021-04-09,HAVELLS,2,0,0,1,0,0,1062.25
,2021-04-09,HEROMOTOCO,0,0,5,4,0,4,2912.9
,2021-04-09,HINDALCO,3,2,0,0,2,0,361.05
,2021-04-09,HAL,0,2,5,0,0,0,1000.45
,2021-04-09,HINDPETRO,1,2,0,0,1,0,234.05
,2021-04-09,HINDUNILVR,6,6,0,0,6,0,2476.0
,2021-04-09,HINDZINC,1,1,0,0,1,0,308.85
,2021-04-09,HDFC,0,0,1,1,0,1,2513.9
,2021-04-09,ICICIBANK,0,0,1,1,0,1,566.2
,2021-04-09,ICICIGI,1,0,0,1,0,0,1419.6
,2021-04-09,ICICIPRULI,2,3,0,0,2,0,455.5
,2021-04-09,ISEC,0,1,4,0,0,0,391.7
,2021-04-09,IDFCFIRSTB,0,0,5,3,0,2,55.8
,2021-04-09,ITC,0,0,2,1,0,1,213.1
,2021-04-09,IBULHSGFIN,0,0,5,4,0,4,192.25
,2021-04-09,INDIAMART,1,2,0,0,1,0,8396.6
,2021-04-09,INDHOTEL,0,2,5,0,0,0,110.65
,2021-04-09,IOC,1,0,0,5,0,0,91.7
,2021-04-09,IRCTC,0,0,4,1,0,1,1730.9
,2021-04-09,IGL,1,0,0,1,0,0,542.5
,2021-04-09,INDUSTOWER,1,2,0,0,1,0,256.75
,2021-04-09,INDUSINDBK,0,0,6,1,0,1,923.65
,2021-04-09,NAUKRI,1,1,0,0,1,0,4791.4
,2021-04-09,INFY,2,3,0,0,2,0,1441.05
,2021-04-09,INDIGO,1,0,0,4,0,0,1646.95
,2021-04-09,IPCALAB,2,0,0,1,0,0,2086.0
,2021-04-09,JSWENERGY,2,0,0,1,0,0,100.45
,2021-04-09,JSWSTEEL,4,7,0,0,4,0,621.0
,2021-04-09,JINDALSTEL,2,3,0,0,2,0,412.35
,2021-04-09,JUBLFOOD,0,0,1,1,0,1,2881.35
,2021-04-09,KOTAKBANK,1,0,0,4,0,0,1799.25
,2021-04-09,L&TFH,1,2,0,0,1,0,98.05
,2021-04-09,LTTS,2,3,0,0,2,0,2911.85
,2021-04-09,LICHSGFIN,0,0,1,1,0,1,415.7
,2021-04-09,LTI,2,2,0,0,2,0,4378.6
,2021-04-09,LT,0,0,1,1,0,1,1404.1
,2021-04-09,LAURUSLABS,3,3,0,0,3,0,421.4
,2021-04-09,LUPIN,2,2,0,0,2,0,1079.45
,2021-04-09,MRF,1,0,0,1,0,0,81888.15
,2021-04-09,MGL,0,0,1,1,0,1,1135.9
,2021-04-09,M&MFIN,0,0,2,1,0,1,192.9
,2021-04-09,M&M,1,0,0,4,0,0,791.15
,2021-04-09,MANAPPURAM,1,2,0,0,1,0,157.1
,2021-04-09,MARICO,3,0,0,1,0,0,420.6
,2021-04-09,MARUTI,0,0,4,4,0,4,6827.1
,2021-04-09,MFSL,2,0,0,1,0,0,886.15
,2021-04-09,MINDTREE,6,6,0,0,6,0,2226.9
,2021-04-09,MOTHERSUMI,1,2,0,0,1,0,211.9
,2021-04-09,MPHASIS,2,2,0,0,2,0,1802.45
,2021-04-09,MUTHOOTFIN,2,0,0,1,0,0,1233.85
,2021-04-09,NATCOPHARM,2,2,0,0,2,0,921.95
,2021-04-09,NMDC,2,2,0,0,2,0,145.25
,2021-04-09,NTPC,0,0,5,1,0,1,102.8
,2021-04-09,NAVINFLUOR,2,3,0,0,2,0,3069.5
,2021-04-09,NESTLEIND,2,3,0,0,2,0,17592.4
,2021-04-09,NAM-INDIA,2,0,0,1,0,0,352.65
,2021-04-09,OBEROIRLTY,1,2,0,0,1,0,595.15
,2021-04-09,ONGC,0,0,4,1,0,1,103.8
,2021-04-09,OIL,0,2,1,0,0,0,120.2
,2021-04-09,PIIND,1,0,0,2,0,0,2558.65
,2021-04-09,PAGEIND,0,0,1,1,0,1,29501.15
,2021-04-09,PETRONET,1,0,0,1,0,0,228.15
,2021-04-09,PFIZER,2,3,0,0,2,0,4802.05
,2021-04-09,PIDILITIND,4,0,0,1,0,0,1919.8
,2021-04-09,PEL,0,0,2,4,0,2,1809.2
,2021-04-09,POLYCAB,1,0,0,1,0,0,1398.75
,2021-04-09,PFC,1,0,0,4,0,0,113.9
,2021-04-09,POWERGRID,0,0,2,1,0,1,208.3
,2021-04-09,PRESTIGE,1,0,0,1,0,0,312.1
,2021-04-09,PGHH,1,1,0,0,1,0,13262.65
,2021-04-09,PNB,1,2,0,0,1,0,37.85
,2021-04-09,RBLBANK,1,0,0,3,0,0,211.05
,2021-04-09,RECLTD,1,1,0,0,1,0,132.1
,2021-04-09,RELIANCE,0,0,4,1,0,1,1982.05
,2021-04-09,SBICARD,0,0,5,1,0,1,963.95
,2021-04-09,SBILIFE,1,0,0,1,0,0,910.1
,2021-04-09,SRF,2,3,0,0,2,0,6259.35
,2021-04-09,SANOFI,2,2,0,0,2,0,8218.2
,2021-04-09,SHREECEM,3,3,0,0,3,0,31748.75
,2021-04-09,SRTRANSFIN,4,0,0,1,0,0,1469.6
,2021-04-09,SIEMENS,1,0,0,1,0,0,1849.0
,2021-04-09,SBIN,0,0,7,1,0,1,353.0
,2021-04-09,SAIL,2,3,0,0,2,0,94.35
,2021-04-09,SUNPHARMA,2,3,0,0,2,0,636.75
,2021-04-09,SUNTV,1,2,0,0,1,0,493.45
,2021-04-09,SYNGENE,2,3,0,0,2,0,559.9
,2021-04-09,TVSMOTOR,2,0,0,1,0,0,568.0
,2021-04-09,TATACHEM,2,3,0,0,2,0,805.25
,2021-04-09,TCS,5,3,0,0,3,0,3322.25
,2021-04-09,TATACONSUM,3,3,0,0,3,0,679.8
,2021-04-09,TATAELXSI,2,2,0,0,2,0,3101.6
,2021-04-09,TATAMOTORS,1,2,0,0,1,0,318.2
,2021-04-09,TATAPOWER,1,0,0,1,0,0,104.1
,2021-04-09,TATASTEEL,3,3,0,0,3,0,899.5
,2021-04-09,TECHM,2,0,0,1,0,0,1053.0
,2021-04-09,RAMCOCEM,2,3,0,0,2,0,1078.55
,2021-04-09,TITAN,2,0,0,1,0,0,1592.0
,2021-04-09,TORNTPHARM,3,3,0,0,3,0,2574.75
,2021-04-09,TORNTPOWER,0,0,3,1,0,1,422.4
,2021-04-09,TRENT,0,0,5,4,0,4,729.2
,2021-04-09,UPL,8,2,0,0,2,0,634.9
,2021-04-09,ULTRACEMCO,1,0,0,1,0,0,6825.85
,2021-04-09,UNIONBANK,1,2,0,0,0,0,37.9
,2021-04-09,UBL,0,0,2,1,0,1,1107.4
,2021-04-09,MCDOWELL-N,0,0,1,1,0,1,537.2
,2021-04-09,VGUARD,0,5,1,0,0,0,240.5
,2021-04-09,VBL,1,0,0,1,0,0,989.65
,2021-04-09,VEDL,2,10,0,0,2,0,231.35
,2021-04-09,IDEA,0,2,8,0,0,0,9.4
,2021-04-09,VOLTAS,2,0,0,1,0,0,1006.15
,2021-04-09,WHIRLPOOL,0,0,9,1,0,1,2177.5
,2021-04-09,WIPRO,1,2,0,0,1,0,450.1
,2021-04-09,YESBANK,0,1,1,0,0,0,15.45
,2021-04-09,ZEEL,0,0,5,1,0,1,206.05
