Date,Open,High,Low,Close,Adj Close,Volume,IntraMonth Diff,InterMonth Change
2013-08-01,10015.75,10219.6,8366.75,9049.2,9049.200195,574200.0,18.5,10.68
2013-09-01,9112.8,11219.45,8605.65,9617.8,9617.799805,1008600.0,28.68,5.91
2013-10-01,9685.15,11512.5,9582.75,11473.15,11473.150391,29011000.0,19.92,16.17
2013-11-01,11472.2,11736.2,10412.05,11153.95,11153.950195,812500.0,11.54,2.86
2013-12-01,11180.3,12225.95,11040.15,11385.25,11385.25,634700.0,10.61,2.03
2014-01-01,11383.8,11578.9,10101.2,10237.75,10237.75,667200.0,12.98,11.21
2014-02-01,10205.45,10793.6,9944.0,10764.7,10764.700195,433500.0,8.32,4.9
2014-03-01,10705.45,12869.35,10613.0,12742.05,12742.049805,797300.0,21.08,15.52
2014-04-01,12806.15,13268.6,12430.85,12855.85,12855.849609,608200.0,6.54,0.89
2014-05-01,12920.35,15742.05,12773.05,14793.4,14793.400391,929500.0,22.98,13.1
2014-06-01,14786.45,15725.8,14770.0,15241.9,15241.900391,667200.0,6.46,2.94
2014-07-01,15288.8,15626.9,14338.65,15267.6,15267.599609,646000.0,8.43,0.17
2014-08-01,15137.6,15973.35,14709.1,15740.4,15740.400391,485400.0,8.35,3.0
2014-09-01,15790.25,16309.7,15168.4,15392.25,15392.25,555400.0,7.23,2.26
2014-10-01,15370.7,17060.15,15130.35,17045.05,17045.050781,450100.0,12.56,9.7
2014-11-01,17087.0,18615.4,16934.85,18513.15,18513.150391,608100.0,9.84,7.93
2014-12-01,18586.95,18923.6,17502.45,18736.65,18736.650391,404100.0,7.65,1.19
2015-01-01,18752.2,20907.55,3373.48,19843.75,19843.75,0.0,93.5,5.58
2015-02-01,19778.95,19991.4,3379.89,19074.55,19074.550781,61900.0,83.99,4.03
2015-03-01,19954.5,20541.65,3625.95,18206.65,18206.650391,58100.0,84.77,4.77
2015-04-01,18702.6,19038.5,17738.9,18302.65,18302.650391,0.0,6.95,0.52
2015-05-01,18417.5,18751.2,17246.55,18721.35,18721.349609,0.0,8.17,2.24
2015-06-01,18721.15,18832.5,17174.7,18296.1,18296.099609,43900.0,8.86,2.32
2015-07-01,18275.6,19229.05,18174.2,18729.85,18729.849609,0.0,5.77,2.32
2015-08-01,18782.65,19103.7,16670.55,17146.55,17146.550781,0.0,12.95,9.23
2015-09-01,16983.8,17652.35,15762.2,17216.3,17216.300781,85700.0,11.13,0.41
2015-10-01,17373.55,18029.05,17170.35,17354.5,17354.5,0.0,4.94,0.8
2015-11-01,17351.45,17466.2,16957.35,16995.1,16995.099609,0.0,2.93,2.11
2015-12-01,16342.35,16425.15,16188.05,16398.65,16398.650391,54700.0,1.45,3.64
2016-01-01,15612.1,15803.2,15453.4,15561.15,15561.150391,64292300.0,2.24,5.38
2016-02-01,15206.3,15367.9,13519.9,13555.7,13555.700195,287400.0,12.15,14.79
2016-04-01,16236.9,16278.5,16046.5,16190.6,16190.599609,70300.0,1.43,16.27
2016-05-01,16600.65,17025.85,16599.05,16997.45,16997.449219,83900.0,2.57,4.75
2016-06-01,17710.45,18051.5,17636.9,17828.6,17828.599609,170300.0,2.34,4.66
2016-07-01,19050.4,19126.75,18998.8,19076.55,19076.550781,146300.0,0.67,6.54
2016-11-01,20200.25,20200.25,20200.25,20200.25,20200.25,0.0,0.0,5.56
2016-12-01,18616.05,18616.05,17616.1,18177.2,18177.199219,0.0,5.37,11.13
2017-01-01,18002.75,19794.95,17830.95,19515.15,19515.150391,0.0,10.91,6.86
2017-02-01,19522.4,21042.35,19470.95,20607.25,20607.25,0.0,8.05,5.3
2017-03-01,20698.9,21696.0,20423.35,21444.15,21444.150391,0.0,6.15,3.9
2017-04-01,21539.2,22383.0,21386.2,22358.25,22358.25,0.0,4.63,4.09
2017-05-01,22412.55,23469.45,22240.05,23424.8,23424.800781,0.0,5.49,4.55
2017-06-01,23394.1,23897.85,22996.4,23211.2,23211.199219,0.0,3.85,0.92
2017-07-01,23240.35,25168.1,23144.3,25103.65,25103.650391,0.0,8.71,7.54
2017-08-01,25152.85,25198.8,23822.2,24318.4,24318.400391,0.0,5.47,3.23
2017-09-01,24389.2,25105.35,23611.1,24053.0,24053.0,0.0,6.13,1.1
2017-10-01,24200.6,25186.05,23912.55,25019.35,25019.349609,94700.0,5.26,3.86
2017-11-01,25197.3,25953.5,25119.5,25332.4,25332.400391,76600.0,3.31,1.24
2017-12-01,25409.55,25780.05,24617.15,25539.45,25539.449219,0.0,4.58,0.81
2018-01-01,25382.2,27652.05,25232.8,27379.45,27379.449219,0.0,9.53,6.72
2018-02-01,27334.85,27613.5,24781.7,25107.4,25107.400391,265300.0,10.36,9.05
2018-03-01,25022.35,25226.05,23605.6,24263.35,24263.349609,134500.0,6.48,3.48
2018-04-01,24235.65,25617.5,24062.95,25531.6,25531.599609,0.0,6.41,4.97
2018-05-01,25607.05,27164.55,25469.05,26956.2,26956.199219,306200.0,6.62,5.28
2018-06-01,26913.4,27047.55,26069.55,26364.2,26364.199219,0.0,3.63,2.25
2018-07-01,26364.45,27873.7,26060.6,27764.15,27764.150391000003,0.0,6.88,5.04
2018-08-01,27684.8,28388.65,27327.95,28061.75,28061.75,641700.0,3.83,1.06
2018-09-01,28199.45,28203.2,24678.25,25119.85,25119.849609,123200.0,12.5,11.71
2018-10-01,24943.9,25915.35,24240.05,25153.25,25153.25,253300.0,6.72,0.13
2018-11-01,25285.2,27012.7,25129.45,26862.95,26862.949219,0.0,7.45,6.36
2018-12-01,27032.9,27369.1,25598.95,27160.2,27160.199219,0.0,6.55,1.09
2019-01-01,27297.0,27754.45,26441.55,27295.45,27295.449219,146100.0,4.81,0.5
2019-02-01,27334.55,27589.75,26617.7,26789.9,26789.900391,231600.0,3.56,1.89
2019-03-01,26941.0,30499.15,26928.9,30426.8,30426.800781,0.0,13.25,11.95
2019-04-01,30537.6,30669.8,29435.05,29764.8,29764.800781,0.0,4.04,2.22
2019-05-01,29699.8,31783.6,28525.45,31375.4,31375.400391000003,232000.0,10.97,5.13
2019-06-01,31406.05,31752.7,30220.7,31105.2,31105.199219,274600.0,4.88,0.87
2019-07-01,31271.0,31660.75,28537.0,28876.0,28876.0,243325800.0,9.99,7.72
2019-08-01,28660.5,28819.7,26560.6,27427.85,27427.849608999997,310300.0,7.88,5.28
2019-09-01,27239.2,30801.3,26641.35,29103.15,29103.150391000003,0.0,15.27,5.76
2019-10-01,29226.15,30415.65,27568.35,30066.25,30066.25,1187300.0,9.74,3.2
2019-11-01,30196.15,32157.05,30013.65,31946.1,31946.099608999997,863100.0,7.1,5.88
2019-12-01,32008.3,32613.1,30996.4,32161.65,32161.650391000003,7573700.0,5.05,0.67
2020-01-01,32133.15,32465.45,30521.3,30833.6,30833.599608999997,6876100.0,6.05,4.31
2020-02-01,29811.75,31649.45,29051.5,29147.15,29147.150391000003,5445500.0,8.71,5.79
2020-03-01,29701.0,29791.15,16116.25,19144.0,19144.0,12757800.0,46.04,52.25
2020-04-01,19122.4,21967.0,17143.2,21534.5,21534.5,6725400.0,25.23,11.1
2020-05-01,20514.75,20530.45,17105.0,19297.25,19297.25,7264700.0,16.7,11.59
2020-06-01,19728.9,22479.55,19507.05,21370.15,21370.150391,9626800.0,15.07,9.7
2020-07-01,21354.1,23211.35,21027.85,21640.05,21640.050781,8549900.0,10.23,1.25
2020-08-01,21543.8,25232.6,21031.45,23754.35,23754.349609,3553500.0,19.5,8.9
2020-09-01,23893.8,24199.65,20404.9,21451.8,21451.800781,245300.0,15.88,10.73
2020-10-01,21685.25,24823.6,21664.15,23900.9,23900.900391,0.0,14.57,10.25
2020-11-01,24367.6,30197.85,24120.6,29609.05,29609.050781,369400.0,24.94,19.28
2020-12-01,29844.8,31510.25,28976.75,31264.05,31264.050781,548400.0,8.49,5.29
2021-01-01,31485.15,32842.3,29687.7,30565.5,30565.5,751600.0,10.02,2.29
2021-02-01,30976.35,37708.75,30906.45,34803.6,34803.601563,2006200.0,21.96,12.18
2021-03-01,35374.25,36497.35,32415.25,33303.9,33303.898438,374200.0,11.54,4.5
2021-04-01,33588.0,33949.15,33208.75,33858.0,33858.0,0.0,2.2,1.64
