Date,Open,High,Low,Close,Adj Close,Volume,IntraMonth Diff,InterMonth Change
2010-01-01,1117.7,1161.2,1073.2,1083.0,1083.0,320664,7.87,0.0
2010-02-01,1081.0,1127.4,1045.2,1118.3,1118.300049,18209,7.6,3.16
2010-03-01,1119.3,1145.0,1085.5,1113.3,1113.300049,222583,5.32,0.45
2010-04-01,1125.1,1181.3,1111.3,1180.1,1180.099976,10917,6.22,5.66
2010-05-01,1178.6,1246.5,1159.2,1212.2,1212.199951,361661,7.41,2.65
2010-06-01,1224.8,1264.8,1196.9,1245.5,1245.5,16703,5.54,2.67
2010-07-01,1206.3,1242.4,1158.0,1181.7,1181.699951,267525,7.0,5.4
2010-09-01,1246.3,1315.2,1240.0,1307.8,1307.800049,33200,6.03,9.64
2010-10-01,1309.0,1383.9,1309.0,1357.1,1357.099976,3190,5.72,3.63
2010-11-01,1360.3,1423.2,1327.5,1385.0,1385.0,245327,7.04,2.01
2010-12-01,1386.8,1431.1,1362.5,1421.1,1421.099976,16511,4.95,2.54
2011-01-01,1415.6,1423.9,1307.7,1333.8,1333.800049,299379,8.21,6.55
2011-02-01,1333.1,1415.7,1324.9,1409.3,1409.300049,14468,6.81,5.36
2011-03-01,1415.3,1446.9,1385.5,1438.9,1438.900024,194338,4.34,2.06
2011-04-01,1433.4,1568.7,1413.0,1556.0,1556.0,15801,10.86,7.53
2011-06-01,1535.7,1558.5,1490.7,1502.3,1502.300049,15027,4.41,3.57
2011-07-01,1502.2,1634.9,1480.0,1628.3,1628.300049,309932,10.31,7.74
2011-08-01,1623.0,1909.3,1607.0,1828.5,1828.5,25647,18.63,10.95
2011-09-01,1825.8,1911.6,1562.4,1620.4,1620.400024,31848,19.13,12.84
2011-10-01,1627.8,1752.0,1596.6,1724.2,1724.199951,2715,9.55,6.02
2011-11-01,1706.7,1798.4,1674.4,1745.5,1745.5,257009,7.27,1.22
2011-12-01,1747.0,1762.9,1525.0,1565.8,1565.800049,11311,13.62,11.48
2012-02-01,1738.2,1790.4,1669.0,1709.9,1709.9000239999998,9587,6.98,8.43
2012-03-01,1698.6,1724.6,1633.8,1669.3,1669.300049,254540,5.35,2.43
2012-05-01,1665.0,1670.5,1528.5,1562.6,1562.599976,345507,8.53,6.83
2012-06-01,1560.0,1639.7,1545.5,1603.5,1603.5,11162,6.04,2.55
2012-08-01,1613.4,1690.0,1583.1,1684.6,1684.5999760000002,11783,6.63,4.81
2012-09-01,1689.1,1785.3,1687.7,1771.1,1771.0999760000002,25557,5.78,4.88
2012-10-01,1766.0,1794.8,1698.6,1717.5,1717.5,2741,5.45,3.12
2012-11-01,1722.3,1751.3,1674.1,1710.9,1710.9000239999998,345777,4.48,0.39
2012-12-01,1714.9,1722.3,1635.8,1674.8,1674.800049,7061,5.04,2.16
2013-01-01,1672.8,1694.7,1625.7,1660.6,1660.599976,197723,4.12,0.86
2013-02-01,1663.9,1683.4,1555.2,1577.7,1577.699951,11784,7.7,5.25
2013-03-01,1579.6,1613.8,1561.8,1594.8,1594.800049,223847,3.29,1.07
2013-04-01,1596.8,1602.6,1323.0,1472.2,1472.199951,14648,17.51,8.33
2013-05-01,1475.8,1487.1,1342.9,1392.6,1392.599976,222108,9.77,5.72
2013-06-01,1389.1,1422.7,1183.2,1223.8,1223.800049,12739,17.24,13.79
2013-07-01,1234.7,1343.5,1208.9,1312.4,1312.400024,186170,10.9,6.75
2013-08-01,1323.0,1428.0,1274.0,1396.1,1396.099976,10507,11.64,6.0
2013-10-01,1328.0,1359.7,1254.1,1323.6,1323.599976,2723,7.95,5.48
2013-11-01,1325.7,1325.7,1229.0,1250.6,1250.599976,270667,7.29,5.84
2014-01-01,1204.3,1269.4,1204.3,1240.1,1240.099976,189701,5.41,0.85
2014-02-01,1242.4,1343.9,1241.2,1321.4,1321.400024,11943,8.27,6.15
2014-03-01,1335.9,1391.4,1282.4,1283.4,1283.400024,255794,8.16,2.96
2014-04-01,1285.1,1330.0,1272.4,1295.6,1295.599976,8265,4.48,0.94
2014-05-01,1288.7,1314.2,1241.8,1245.6,1245.599976,211143,5.62,4.01
2014-07-01,1326.7,1343.7,1280.6,1281.3,1281.300049,224607,4.76,2.79
2014-08-01,1284.1,1321.4,1272.0,1285.8,1285.800049,9633,3.85,0.35
2014-09-01,1284.5,1286.4,1204.0,1210.5,1210.5,27705,6.41,6.22
2014-10-01,1207.7,1251.0,1161.4,1171.1,1171.099976,4510,7.42,3.36
2014-11-01,1166.4,1202.4,1133.0,1175.2,1175.199951,299410,5.95,0.35
2014-12-01,1160.0,1238.0,1141.7,1183.9,1183.900024,11140,8.3,0.73
2015-01-01,1184.0,1303.5,1169.5,1278.5,1278.5,258615,11.32,7.4
2015-04-01,1182.9,1224.2,1174.6,1182.4,1182.400024,7838,4.19,8.13
2015-05-01,1178.1,1228.1,1170.0,1189.4,1189.400024,258123,4.93,0.59
2015-06-01,1190.6,1204.0,1164.0,1171.5,1171.5,6252,3.36,1.53
2015-07-01,1173.1,1173.1,1078.6,1094.9,1094.900024,216892,8.06,7.0
2015-08-01,1095.5,1169.0,1080.5,1131.6,1131.599976,13251,8.08,3.24
2015-09-01,1133.5,1155.9,1098.2,1115.5,1115.5,9119,5.09,1.44
2015-10-01,1115.2,1189.0,1105.8,1141.5,1141.5,4321,7.46,2.28
2015-12-01,1064.6,1098.8,1046.2,1060.3,1060.300049,10149,4.94,7.66
2016-01-01,1063.4,1125.7,1063.2,1116.4,1116.400024,229558,5.88,5.03
2016-02-01,1116.7,1260.8,1115.3,1233.9,1233.900024,13930,13.03,9.52
2016-03-01,1240.5,1280.7,1210.0,1234.2,1234.199951,244751,5.7,0.02
2016-04-01,1232.3,1295.5,1209.2,1289.2,1289.199951,9954,7.0,4.27
2016-06-01,1215.7,1355.6,1205.4,1318.4,1318.400024,13380,12.36,2.21
2016-07-01,1324.5,1374.9,1312.8,1349.0,1349.0,281653,4.69,2.27
2016-08-01,1348.8,1366.0,1306.3,1306.9,1306.900024,11854,4.43,3.22
