Date,Open,High,Low,Close,Adj Close,Volume,IntraMonth Diff,InterMonth Change
2016-09-01,1305.3,1350.5,1301.5,1313.3,1313.300049,18630,3.75,0.49
2016-10-01,1313.5,1316.8,1248.9,1271.5,1271.5,5775,5.17,3.29
2016-11-01,1279.3,1318.6,1167.9,1170.8,1170.800049,242622,11.78,8.6
2016-12-01,1172.7,1186.7,1123.9,1150.0,1150.0,9972,5.36,1.81
2017-02-01,1211.9,1263.1,1197.9,1252.6,1252.599976,11087,5.38,8.19
2017-03-01,1247.8,1257.7,1196.2,1247.3,1247.300049,251026,4.93,0.42
2017-04-01,1247.5,1294.8,1243.0,1266.1,1266.099976,9065,4.15,1.48
2017-05-01,1268.7,1273.2,1214.0,1272.0,1272.0,404733,4.67,0.46
2017-06-01,1268.0,1295.2,1238.1,1240.7,1240.699951,8948,4.5,2.52
2017-07-01,1236.0,1270.8,1208.6,1266.6,1266.599976,292633,5.03,2.04
2017-08-01,1268.4,1323.8,1251.4,1316.2,1316.199951,10098,5.71,3.77
2017-09-01,1320.2,1355.8,1277.0,1281.5,1281.5,26808,5.97,2.71
2017-11-01,1272.2,1296.2,1265.3,1273.2,1273.199951,326214,2.43,0.65
2017-12-01,1274.1,1306.3,1236.5,1306.3,1306.300049,7596,5.48,2.53
2018-01-01,1302.3,1362.4,1302.3,1339.0,1339.0,338322,4.61,2.44
2018-02-01,1343.8,1361.4,1307.0,1315.5,1315.5,10243,4.05,1.79
2018-03-01,1310.4,1354.4,1301.8,1322.8,1322.800049,356297,4.01,0.55
2018-05-01,1313.2,1320.8,1285.2,1300.1,1300.099976,441893,2.71,1.75
2018-06-01,1298.6,1307.7,1244.8,1251.3,1251.300049,5166,4.84,3.9
2018-08-01,1222.9,1223.7,1161.4,1200.3,1200.300049,5996,5.09,4.25
2018-09-01,1193.8,1206.2,1180.0,1191.5,1191.5,23406,2.19,0.74
2018-10-01,1191.6,1238.6,1183.7,1212.3,1212.300049,4126,4.61,1.72
2018-11-01,1215.4,1236.0,1196.3,1220.2,1220.199951,304805,3.27,0.65
2018-12-01,1222.5,1281.3,1221.3,1278.3,1278.300049,4402,4.91,4.55
2019-01-01,1286.0,1325.4,1275.3,1319.7,1319.699951,270998,3.9,3.14
2019-02-01,1320.3,1344.0,1301.6,1312.8,1312.800049,7989,3.21,0.53
2019-03-01,1312.2,1322.9,1281.0,1293.0,1293.0,295700,3.19,1.53
2019-04-01,1291.8,1309.1,1266.0,1282.8,1282.800049,6961,3.34,0.8
2019-05-01,1278.7,1306.4,1266.6,1305.8,1305.800049,248448,3.11,1.76
2019-06-01,1307.0,1433.3,1307.0,1409.7,1409.699951,6517,9.66,7.37
2019-07-01,1386.6,1444.2,1382.8,1426.1,1426.099976,302051,4.43,1.15
2019-08-01,1411.3,1549.3,1400.9,1519.1,1519.099976,17142,10.52,6.12
2019-10-01,1468.7,1518.2,1458.3,1511.4,1511.400024,5233,4.08,0.51
2019-11-01,1511.0,1511.6,1447.1,1465.6,1465.599976,443701,4.27,3.13
2020-01-01,1518.1,1604.2,1518.0,1582.9,1582.900024,316262,5.68,7.41
2020-02-01,1592.9,1686.6,1547.7,1564.1,1564.099976,9617,8.72,1.2
2020-04-01,1570.0,1775.0,1570.0,1684.2,1684.199951,14324,13.06,7.13
2020-05-01,1686.6,1770.5,1670.5,1736.9,1736.9000239999998,168568,5.93,3.03
2020-06-01,1740.4,1793.2,1668.6,1793.0,1793.0,16436,7.16,3.13
2020-07-01,1793.6,1981.1,1765.8,1962.8,1962.800049,246967,12.0,8.65
2020-08-01,1984.3,2063.0,1871.6,1967.6,1967.5999760000002,11710,9.65,0.24
2020-09-01,1961.7,1986.3,1851.5,1887.5,1887.5,17781,6.87,4.24
2020-10-01,1884.1,1929.1,1858.8,1877.4,1877.4000239999998,9613,3.73,0.54
2020-12-01,1775.0,1908.0,1774.9,1893.1,1893.0999760000002,12142,7.5,0.83
2021-01-01,1912.2,1959.9,1802.0,1847.3,1847.300049,225930,8.26,2.48
2021-02-01,1866.6,1871.9,1718.8,1728.1,1728.0999760000002,16813,8.2,6.9
2021-03-01,1737.1,1750.3,1673.7,1713.8,1713.800049,167914,4.41,0.83
