Date,Open,High,Low,Close,Adj Close,Volume,Name
2019-05-13,609.0,615.9500122070312,607.0499877929688,608.5999755859375,590.2963256835938,63442,PERSISTENT
2019-05-14,611.5499877929688,629.7999877929688,608.0,618.5,599.898681640625,151869,PERSISTENT
2019-05-15,624.9500122070312,624.9500122070312,605.2999877929688,608.5,590.1994018554688,94306,PERSISTENT
2019-05-16,609.0,611.2000122070312,605.0,606.4500122070312,588.2110595703125,87059,PERSISTENT
2019-05-17,606.7999877929688,610.7000122070312,601.4000244140625,605.75,587.5321044921875,56139,PERSISTENT
2019-05-20,616.0,616.0,603.6500244140625,605.75,587.5321044921875,62096,PERSISTENT
2019-05-21,608.9000244140625,612.0,605.0,610.0499877929688,591.7027587890625,65725,PERSISTENT
2019-05-22,610.0,610.0,600.25,605.5,587.2896118164062,104451,PERSISTENT
2019-05-23,605.5,610.0,602.0,604.0999755859375,585.9317016601562,102727,PERSISTENT
2019-05-24,604.0999755859375,606.1500244140625,594.0999755859375,599.5999755859375,581.5670166015625,69698,PERSISTENT
2019-05-27,601.0,606.0,598.75,599.7999877929688,581.760986328125,58508,PERSISTENT
2019-05-28,600.0,601.0,573.0,577.8499755859375,560.4711303710938,180329,PERSISTENT
2019-05-29,581.9500122070312,583.7999877929688,574.0,575.75,558.434326171875,70277,PERSISTENT
2019-05-30,577.0,580.0,575.0999755859375,577.9000244140625,560.5197143554688,59536,PERSISTENT
2019-05-31,582.2999877929688,583.9000244140625,577.3499755859375,581.9500122070312,564.4478759765625,117106,PERSISTENT
2019-06-03,580.5,597.0,578.0,584.5,566.921142578125,121999,PERSISTENT
2019-06-04,587.9000244140625,597.0,585.0499877929688,593.8499755859375,575.9899291992188,93834,PERSISTENT
2019-06-06,597.9500122070312,603.7000122070312,588.0,599.5,581.4700927734375,148355,PERSISTENT
2019-06-07,600.0,615.9500122070312,595.0999755859375,611.2999877929688,592.9151611328125,185263,PERSISTENT
2019-06-10,615.0,618.0,605.5999755859375,609.1500244140625,590.829833984375,101744,PERSISTENT
