Date,Open,High,Low,Close,Adj Close,Volume,Name
2019-05-13,91.19999694824219,91.19999694824219,86.25,87.30000305175781,85.91481018066406,41552,JTEKTINDIA
2019-05-14,86.1500015258789,90.0999984741211,86.0,87.1500015258789,85.7671890258789,36962,JTEKTINDIA
2019-05-15,87.19999694824219,88.44999694824219,87.0,87.30000305175781,85.91481018066406,16213,JTEKTINDIA
2019-05-16,87.8499984741211,90.9000015258789,86.4000015258789,87.75,86.357666015625,40120,JTEKTINDIA
2019-05-17,88.25,95.0,87.3499984741211,93.55000305175781,92.06564331054688,150244,JTEKTINDIA
2019-05-20,98.69999694824219,103.9000015258789,97.0,102.5,100.87362670898438,154890,JTEKTINDIA
2019-05-21,104.4000015258789,104.4000015258789,98.0999984741211,100.4000015258789,98.80695343017578,57007,JTEKTINDIA
2019-05-22,101.69999694824219,104.4000015258789,99.9000015258789,103.19999694824219,101.5625228881836,91013,JTEKTINDIA
2019-05-23,103.94999694824219,111.1500015258789,103.5,108.44999694824219,106.72921752929688,309053,JTEKTINDIA
2019-05-24,108.0,112.94999694824219,107.94999694824219,112.19999694824219,110.41971588134766,99168,JTEKTINDIA
2019-05-27,111.6500015258789,112.5,108.19999694824219,109.19999694824219,107.46731567382812,67452,JTEKTINDIA
2019-05-28,109.8499984741211,110.4000015258789,107.19999694824219,107.6500015258789,105.9419174194336,22596,JTEKTINDIA
2019-05-29,107.5,107.5,104.8499984741211,105.6500015258789,103.97364807128906,36483,JTEKTINDIA
2019-05-30,105.5999984741211,106.25,102.0999984741211,102.75,101.11965942382812,50672,JTEKTINDIA
2019-05-31,103.44999694824219,107.8499984741211,103.44999694824219,106.6500015258789,104.95777893066406,105805,JTEKTINDIA
2019-06-03,106.0,115.0,106.0,113.80000305175781,111.99433898925781,389819,JTEKTINDIA
2019-06-04,116.05000305175781,117.5,112.1500015258789,113.5,111.6990966796875,806467,JTEKTINDIA
2019-06-06,112.0999984741211,112.94999694824219,108.80000305175781,109.55000305175781,107.81177520751953,68438,JTEKTINDIA
2019-06-07,111.75,112.0,106.5,106.75,105.05619812011719,55950,JTEKTINDIA
2019-06-10,107.0,108.69999694824219,104.75,105.30000305175781,103.62920379638672,43306,JTEKTINDIA
2019-06-11,105.19999694824219,106.5999984741211,104.4000015258789,105.1500015258789,103.48158264160156,22766,JTEKTINDIA
