Date,Open,High,Low,Close,Adj Close,Volume,Name
2019-05-13,10493.0,10700.0,10438.7001953125,10635.400390625,10371.2275390625,3262,PGHH
2019-05-14,10630.0,10672.400390625,10400.0,10560.0,10297.7001953125,11949,PGHH
2019-05-15,10508.2998046875,10900.0,10415.2001953125,10615.2001953125,10351.5283203125,12467,PGHH
2019-05-16,10668.2998046875,10850.0,10405.0,10521.7998046875,10260.4482421875,7127,PGHH
2019-05-17,10520.0,10615.0,10360.0,10501.2998046875,10240.45703125,7125,PGHH
2019-05-20,10600.0,10998.900390625,10450.0,10915.2998046875,10644.1748046875,3592,PGHH
2019-05-21,10960.0,10960.0,10721.0,10847.2998046875,10577.8642578125,1152,PGHH
2019-05-22,10800.099609375,10868.099609375,10640.0,10759.7998046875,10492.537109375,2003,PGHH
2019-05-23,10800.0,10850.0,10680.0,10713.7998046875,10447.6787109375,1753,PGHH
2019-05-24,10763.5,11020.0,10685.0,10927.7998046875,10656.36328125,44986,PGHH
2019-05-27,10927.7998046875,11190.0,10900.0,10996.0,10722.8701171875,1945,PGHH
2019-05-28,10941.0,11050.0,10740.0,10896.7998046875,10626.1337890625,2598,PGHH
2019-05-29,10897.0,10978.0,10831.099609375,10900.400390625,10629.6455078125,3004,PGHH
2019-05-30,10890.0,11055.0,10861.0,10985.5,10712.6298828125,1302,PGHH
2019-05-31,10922.0,11065.0,10900.0,10983.0,10710.1923828125,962,PGHH
2019-06-03,10989.5,11049.0,10711.5,10969.599609375,10697.1259765625,4048,PGHH
2019-06-04,11047.0,11047.0,10743.0,10869.2001953125,10599.220703125,1685,PGHH
2019-06-06,10939.7998046875,10956.0,10695.0,10735.599609375,10468.9375,2152,PGHH
2019-06-07,10770.0,10945.0,10735.0,10873.0,10602.9248046875,1140,PGHH
2019-06-10,10914.0,11093.7998046875,10851.0,10944.400390625,10672.5517578125,3068,PGHH
2019-06-11,10883.0,11000.0,10850.0,10961.7001953125,10689.4228515625,1819,PGHH
2019-06-12,10912.7998046875,11198.0,10910.0,11099.0,10823.3115234375,2807,PGHH
2019-06-13,11050.0,11082.099609375,10935.0,11041.7998046875,10767.5322265625,3450,PGHH
2019-06-14,11091.400390625,11099.900390625,10960.0,11045.5,10771.140625,15221,PGHH
2019-06-17,11000.0,11030.0,10706.0,10818.0,10549.2919921875,2239,PGHH
2019-06-18,10782.2998046875,11050.0,10421.0,10520.5,10259.1806640625,114985,PGHH
2019-06-19,10545.0,10750.0,10545.0,10684.5,10419.107421875,986,PGHH
2019-06-20,10570.2998046875,10890.0,10570.2998046875,10787.599609375,10519.6455078125,1763,PGHH
2019-06-21,10705.0,10890.0,10511.5,10765.2001953125,10497.802734375,3032,PGHH
2019-06-24,10765.0,10900.0,10634.2998046875,10718.0,10451.775390625,2064,PGHH
2019-06-25,10734.5,10799.900390625,10709.2001953125,10754.5,10487.3681640625,1034,PGHH
2019-06-26,10771.7001953125,10890.0,10721.0,10818.2998046875,10549.583984375,1404,PGHH
2019-06-27,10780.0,10975.2001953125,10752.2998046875,10866.400390625,10596.490234375,4332,PGHH
2019-06-28,10847.2998046875,10884.0,10681.0,10714.7998046875,10448.6552734375,5238,PGHH
2019-07-01,10715.099609375,10829.0,10691.0,10771.599609375,10504.0439453125,1751,PGHH
2019-07-02,10800.0,11090.0,10722.7998046875,11047.2001953125,10772.7978515625,4629,PGHH
2019-07-03,10991.0,11001.7998046875,10855.2998046875,10929.7001953125,10658.2177734375,1360,PGHH
2019-07-04,10900.0,11090.0,10875.0,10986.7998046875,10713.8984375,3219,PGHH
2019-07-05,10940.0,11078.7001953125,10800.0,10887.7001953125,10617.2607421875,2262,PGHH
2019-07-08,10930.0,10980.0,10601.2001953125,10900.099609375,10629.3515625,8052,PGHH
2019-07-09,10965.0,11045.0,10901.7998046875,10962.7998046875,10690.4951171875,3892,PGHH
2019-07-10,10972.7998046875,10989.7998046875,10780.900390625,10921.900390625,10650.6103515625,2751,PGHH
2019-07-11,10901.0,10940.0,10800.099609375,10901.2998046875,10630.5224609375,1500,PGHH
2019-07-12,10900.0,10953.5,10730.2001953125,10861.5,10591.7099609375,2058,PGHH
2019-07-15,10900.0,10990.0,10856.5,10951.099609375,10679.0849609375,2804,PGHH
2019-07-16,10967.900390625,11000.0,10900.2001953125,10997.2998046875,10724.138671875,945,PGHH
2019-07-17,11001.0,11041.5,10861.2001953125,10903.2001953125,10632.375,4687,PGHH
2019-07-18,10872.7998046875,10969.0,10685.2001953125,10768.0,10500.5322265625,2768,PGHH
2019-07-19,10743.2001953125,10763.7998046875,10455.0,10506.2001953125,10245.2353515625,3796,PGHH
2019-07-22,10600.0,10630.0,10358.0,10506.7001953125,10245.7236328125,1853,PGHH
2019-07-23,10512.900390625,10538.0,10412.0,10503.2001953125,10242.3115234375,4954,PGHH
2019-07-24,10503.7001953125,10624.0,10465.5,10555.0,10292.8251953125,17276,PGHH
2019-07-25,10556.0,10700.0,10493.7998046875,10692.0,10426.421875,1084,PGHH
2019-07-26,10665.7998046875,10900.0,10499.7998046875,10747.2001953125,10480.2509765625,1342,PGHH
2019-07-29,10748.5,10862.0,10620.0,10702.0,10436.171875,2606,PGHH
2019-07-30,10702.0,10750.0,10626.7998046875,10704.2998046875,10438.4140625,3006,PGHH
2019-07-31,10630.0,11162.7001953125,10500.0,10902.2998046875,10631.4970703125,3855,PGHH
2019-08-01,11150.0,11150.0,10605.0,10749.5,10482.4931640625,17227,PGHH
2019-08-02,10710.0,10828.7001953125,10600.099609375,10715.2998046875,10449.142578125,16544,PGHH
2019-08-05,10653.2001953125,10679.5,10401.0,10475.7998046875,10215.591796875,9730,PGHH
2019-08-06,10500.0,10548.0,10381.0,10498.7001953125,10237.9228515625,7312,PGHH
2019-08-07,10565.0,10565.0,10123.400390625,10437.7998046875,10178.53515625,4739,PGHH
2019-08-08,10440.0,10455.0,10246.5,10295.5,10039.7685546875,28618,PGHH
2019-08-09,10244.400390625,10380.0,10244.400390625,10322.5,10066.0986328125,13368,PGHH
2019-08-13,10400.0,10400.0,10230.0,10293.2001953125,10037.5263671875,2368,PGHH
2019-08-14,10293.2001953125,10395.0,10201.0,10295.400390625,10039.6728515625,3754,PGHH
