SYMBOL,OPEN,HIGH,LOW,CLOSE,TIMESTAMP
ACC,1760.0,1925.0,1751.2,1861.95,26-MAR-2021
AUBANK,1209.0,1271.9,1135.1,1178.5,26-MAR-2021
AARTIIND,1264.8,1399.4,1240.0,1321.75,26-MAR-2021
ABBOTINDIA,14855.0,15099.0,14500.0,15029.5,26-MAR-2021
ADANIENT,892.9,1093.0,883.45,988.3,26-MAR-2021
ADANIGREEN,1252.2,1340.0,1178.2,1212.35,26-MAR-2021
ADANIPORTS,686.0,755.0,681.0,703.05,26-MAR-2021
ATGL,745.45,965.0,745.45,905.45,26-MAR-2021
ADANITRANS,767.8,889.75,758.15,870.6,26-MAR-2021
ABCAPITAL,120.8,124.7,112.5,122.95,26-MAR-2021
ABFRL,205.9,207.85,189.5,204.05,26-MAR-2021
AJANTPHARM,1825.4,1825.4,1758.0,1788.1,26-MAR-2021
APLLTD,890.1,946.85,888.65,935.65,26-MAR-2021
ALKEM,2634.2,2685.5,2540.05,2650.05,26-MAR-2021
AMARAJABAT,871.0,886.45,837.0,840.65,26-MAR-2021
AMBUJACEM,284.45,307.5,278.0,294.9,26-MAR-2021
APOLLOHOSP,2913.0,2993.0,2787.5,2851.7,26-MAR-2021
APOLLOTYRE,226.0,231.15,212.5,224.85,26-MAR-2021
ASHOKLEY,116.1,116.8,107.25,114.05,26-MAR-2021
ASIANPAINT,2390.0,2513.95,2390.0,2505.15,26-MAR-2021
AUROPHARMA,830.1,864.4,825.1,850.05,26-MAR-2021
DMART,2980.0,3000.8,2775.0,2855.2,26-MAR-2021
AXISBANK,719.0,739.5,680.0,698.2,26-MAR-2021
BAJAJ-AUTO,3650.2,3709.95,3497.0,3600.05,26-MAR-2021
BAJFINANCE,5446.5,5497.0,5103.15,5183.05,26-MAR-2021
BAJAJFINSV,9450.0,9507.0,8960.05,9467.45,26-MAR-2021
BAJAJHLDNG,3427.8,3484.0,3201.0,3285.55,26-MAR-2021
BALKRISIND,1615.0,1676.0,1587.1,1648.8,26-MAR-2021
BANDHANBNK,346.05,371.0,343.3,345.6,26-MAR-2021
BANKBARODA,73.8,75.85,68.0,70.75,26-MAR-2021
BANKINDIA,67.0,80.9,66.35,69.7,26-MAR-2021
BATAINDIA,1489.8,1502.0,1402.65,1411.95,26-MAR-2021
BERGEPAINT,726.1,766.6,717.6,759.9,26-MAR-2021
BEL,128.7,131.95,115.85,122.4,26-MAR-2021
BHARATFORG,591.0,607.95,568.3,587.25,26-MAR-2021
BHEL,52.05,52.8,46.9,48.7,26-MAR-2021
BPCL,438.25,442.2,415.1,424.2,26-MAR-2021
BHARTIARTL,533.05,534.0,499.55,522.5,26-MAR-2021
BIOCON,395.6,405.8,390.75,395.25,26-MAR-2021
BBTC,1174.35,1186.4,1101.0,1111.7,26-MAR-2021
BOSCHLTD,14527.55,14550.0,13590.0,13754.65,26-MAR-2021
BRITANNIA,3440.1,3578.0,3429.0,3504.6,26-MAR-2021
CESC,612.2,613.7,590.9,604.0,26-MAR-2021
CADILAHC,427.55,438.0,415.2,420.2,26-MAR-2021
CANBK,151.0,156.45,137.05,146.15,26-MAR-2021
CASTROLIND,118.55,124.35,117.8,123.0,26-MAR-2021
CHOLAFIN,558.0,579.6,525.5,554.65,26-MAR-2021
CIPLA,762.0,802.3,758.7,787.45,26-MAR-2021
CUB,170.5,171.9,155.8,159.6,26-MAR-2021
COALINDIA,137.6,137.6,127.05,129.6,26-MAR-2021
COFORGE,2975.65,3012.8,2725.0,2796.05,26-MAR-2021
COLPAL,1577.75,1589.0,1519.1,1539.05,26-MAR-2021
CONCOR,560.0,592.35,545.4,589.4,26-MAR-2021
COROMANDEL,758.5,764.85,742.05,752.85,26-MAR-2021
CROMPTON,401.25,401.25,358.05,383.35,26-MAR-2021
CUMMINSIND,900.0,910.0,823.5,869.4,26-MAR-2021
DLF,288.9,302.7,270.0,279.2,26-MAR-2021
DABUR,525.1,536.95,515.0,529.8,26-MAR-2021
DALBHARAT,1590.9,1653.0,1500.0,1551.45,26-MAR-2021
DEEPAKNTR,1515.95,1618.4,1474.55,1561.0,26-MAR-2021
DHANI,270.0,274.75,195.0,211.35,26-MAR-2021
DIVISLAB,3371.35,3545.0,3350.55,3464.95,26-MAR-2021
DIXON,4285.0,4285.4,3345.15,3624.6,26-MAR-2021
LALPATHLAB,2540.0,2619.95,2444.15,2571.4,26-MAR-2021
DRREDDY,4276.9,4423.0,4268.25,4406.0,26-MAR-2021
EICHERMOT,2668.0,2716.0,2548.0,2560.55,26-MAR-2021
EMAMILTD,481.9,489.0,455.3,470.85,26-MAR-2021
ENDURANCE,1410.0,1519.95,1375.0,1442.45,26-MAR-2021
ESCORTS,1343.15,1381.05,1260.5,1270.15,26-MAR-2021
EXIDEIND,188.7,191.0,180.0,182.4,26-MAR-2021
FEDERALBNK,78.0,79.6,72.6,76.75,26-MAR-2021
FORTIS,193.15,216.7,191.05,198.55,26-MAR-2021
GAIL,140.0,140.0,127.45,131.8,26-MAR-2021
GMRINFRA,25.55,25.9,23.5,24.2,26-MAR-2021
GLENMARK,459.0,471.0,442.05,450.55,26-MAR-2021
GODREJAGRO,490.75,497.9,482.0,491.85,26-MAR-2021
GODREJCP,675.0,713.0,671.0,710.25,26-MAR-2021
GODREJIND,512.4,541.45,504.1,530.75,26-MAR-2021
GODREJPROP,1320.0,1449.0,1320.0,1366.85,26-MAR-2021
GRASIM,1419.0,1428.0,1353.6,1405.6,26-MAR-2021
GUJGASLTD,524.5,524.5,495.8,518.15,26-MAR-2021
GSPL,261.35,277.9,256.25,265.8,26-MAR-2021
HCLTECH,960.45,992.9,944.6,958.55,26-MAR-2021
HDFCAMC,2889.0,2940.0,2782.9,2854.35,26-MAR-2021
HDFCBANK,1494.9,1507.45,1450.25,1491.3,26-MAR-2021
HDFCLIFE,689.45,694.75,662.0,671.7,26-MAR-2021
HAVELLS,1046.0,1062.45,1015.0,1050.3,26-MAR-2021
HEROMOTOCO,3131.6,3143.95,2927.1,2937.8,26-MAR-2021
HINDALCO,335.1,342.65,305.4,327.15,26-MAR-2021
HAL,1032.05,1055.95,973.0,986.95,26-MAR-2021
HINDPETRO,236.95,239.75,225.9,229.8,26-MAR-2021
HINDUNILVR,2310.1,2372.95,2231.05,2317.9,26-MAR-2021
HINDZINC,284.5,289.7,261.0,278.05,26-MAR-2021
HDFC,2530.1,2548.0,2431.1,2532.75,26-MAR-2021
ICICIBANK,586.85,589.25,557.1,578.55,26-MAR-2021
ICICIGI,1440.0,1460.0,1377.55,1400.0,26-MAR-2021
ICICIPRULI,430.2,443.5,425.65,430.65,26-MAR-2021
ISEC,410.8,420.0,394.0,394.8,26-MAR-2021
IDFCFIRSTB,60.05,61.7,56.0,57.7,26-MAR-2021
ITC,223.3,228.1,209.05,210.9,26-MAR-2021
IBULHSGFIN,216.75,218.25,193.6,197.95,26-MAR-2021
INDIAMART,8190.0,8264.0,7625.0,7796.8,26-MAR-2021
INDHOTEL,114.2,117.0,102.7,108.4,26-MAR-2021
IOC,99.65,99.8,90.45,90.9,26-MAR-2021
IRCTC,1857.0,1879.0,1705.0,1747.4,26-MAR-2021
IGL,513.5,529.5,497.15,503.65,26-MAR-2021
INDUSTOWER,257.5,262.9,235.1,239.95,26-MAR-2021
INDUSINDBK,1006.0,1011.85,928.85,952.75,26-MAR-2021
NAUKRI,4698.0,4834.45,4371.35,4470.95,26-MAR-2021
INFY,1350.1,1383.25,1327.6,1336.2,26-MAR-2021
INDIGO,1663.6,1782.0,1600.0,1613.0,26-MAR-2021
IPCALAB,1855.05,1895.0,1816.15,1859.9,26-MAR-2021
JSWENERGY,85.5,88.15,81.1,87.5,26-MAR-2021
JSWSTEEL,441.0,452.25,428.5,445.2,26-MAR-2021
JINDALSTEL,313.0,327.8,297.25,324.2,26-MAR-2021
JUBLFOOD,2873.0,2984.95,2810.0,2880.8,26-MAR-2021
KOTAKBANK,1833.0,1849.95,1745.0,1771.05,26-MAR-2021
L&TFH,101.6,102.5,91.5,94.9,26-MAR-2021
LTTS,2585.0,2658.8,2480.05,2548.65,26-MAR-2021
LICHSGFIN,417.5,425.0,401.5,419.8,26-MAR-2021
LTI,4090.0,4191.95,3784.85,3947.25,26-MAR-2021
LT,1409.0,1417.4,1360.05,1398.3,26-MAR-2021
LAURUSLABS,360.6,366.9,346.0,355.4,26-MAR-2021
LUPIN,1005.1,1027.45,975.0,978.95,26-MAR-2021
MRF,84500.0,85499.0,80702.7,82009.45,26-MAR-2021
MGL,1122.4,1179.9,1112.8,1136.55,26-MAR-2021
M&MFIN,215.95,220.7,191.0,206.9,26-MAR-2021
M&M,849.8,865.0,788.1,799.35,26-MAR-2021
MANAPPURAM,159.8,160.8,146.75,151.05,26-MAR-2021
MARICO,394.9,405.5,394.0,401.85,26-MAR-2021
MARUTI,7104.0,7225.0,6755.25,6784.45,26-MAR-2021
MFSL,861.0,884.15,831.15,863.9,26-MAR-2021
MINDTREE,1990.0,2039.1,1945.6,1979.95,26-MAR-2021
MOTHERSUMI,212.0,214.45,187.0,199.0,26-MAR-2021
MPHASIS,1680.75,1707.45,1602.0,1635.25,26-MAR-2021
MUTHOOTFIN,1236.0,1249.35,1165.9,1235.8,26-MAR-2021
NATCOPHARM,810.9,823.0,778.1,803.65,26-MAR-2021
NMDC,127.65,133.0,122.0,126.75,26-MAR-2021
NTPC,108.8,110.55,102.65,104.2,26-MAR-2021
NAVINFLUOR,2536.0,2579.95,2416.05,2437.05,26-MAR-2021
NESTLEIND,16451.0,16769.8,16116.0,16571.75,26-MAR-2021
NAM-INDIA,327.5,341.45,319.8,330.55,26-MAR-2021
OBEROIRLTY,581.3,608.5,541.6,556.7,26-MAR-2021
ONGC,110.5,111.25,100.25,102.4,26-MAR-2021
OIL,120.5,120.9,115.2,118.15,26-MAR-2021
PIIND,2289.0,2327.95,2245.0,2272.75,26-MAR-2021
PAGEIND,28400.0,30900.0,28047.9,30038.95,26-MAR-2021
PETRONET,226.6,236.0,220.0,224.05,26-MAR-2021
PFIZER,4395.0,4575.0,4360.0,4369.85,26-MAR-2021
PIDILITIND,1769.0,1814.95,1738.15,1800.35,26-MAR-2021
PEL,1889.0,1937.0,1751.6,1804.35,26-MAR-2021
POLYCAB,1355.0,1444.4,1126.1,1390.7,26-MAR-2021
PFC,123.5,124.45,112.7,114.55,26-MAR-2021
POWERGRID,234.4,234.4,212.15,214.6,26-MAR-2021
PRESTIGE,286.05,314.9,283.6,308.1,26-MAR-2021
PGHH,12821.0,13190.0,12501.85,12738.45,26-MAR-2021
PNB,38.45,39.2,34.8,36.0,26-MAR-2021
RBLBANK,228.1,231.0,203.75,211.1,26-MAR-2021
RECLTD,141.0,142.75,129.05,131.3,26-MAR-2021
RELIANCE,2071.0,2109.7,1973.7,1994.65,26-MAR-2021
SBICARD,991.25,991.25,906.35,946.5,26-MAR-2021
SBILIFE,905.0,910.85,861.0,873.95,26-MAR-2021
SRF,5270.0,5367.6,5225.0,5273.25,26-MAR-2021
SANOFI,7790.0,7945.0,7620.0,7844.5,26-MAR-2021
SHREECEM,26900.0,28500.0,26618.0,28116.2,26-MAR-2021
