SYMBOL,OPEN,HIGH,LOW,CLOSE,TIMESTAMP
ACC,1859.55,1980.0,1782.25,1812.9,23-APR-2021
AUBANK,1035.0,1128.5,973.3,1075.5,23-APR-2021
AARTIIND,1395.0,1475.45,1363.05,1462.8,23-APR-2021
ABBOTINDIA,14900.0,15245.0,14586.05,15076.35,23-APR-2021
ADANIENT,1100.0,1182.9,1089.0,1157.6,23-APR-2021
ADANIGREEN,1088.0,1108.0,1008.0,1052.4,23-APR-2021
ADANIPORTS,715.0,746.9,689.5,725.35,23-APR-2021
ATGL,1056.0,1214.0,1025.1,1154.5,23-APR-2021
ADANITRANS,954.9,1082.0,942.2,1065.45,23-APR-2021
ABCAPITAL,116.0,120.6,113.3,116.1,23-APR-2021
ABFRL,167.0,178.4,163.1,173.5,23-APR-2021
AJANTPHARM,1724.0,1872.5,1700.0,1784.1,23-APR-2021
APLLTD,1001.2,1038.0,973.55,998.05,23-APR-2021
ALKEM,2781.0,2856.95,2711.7,2778.45,23-APR-2021
AMARAJABAT,804.0,815.9,780.1,800.55,23-APR-2021
AMBUJACEM,295.0,313.85,285.3,295.2,23-APR-2021
APOLLOHOSP,3038.0,3334.1,3005.65,3200.05,23-APR-2021
APOLLOTYRE,199.95,208.5,198.55,201.8,23-APR-2021
ASHOKLEY,109.45,114.7,106.2,111.3,23-APR-2021
ASIANPAINT,2650.0,2650.0,2488.0,2517.95,23-APR-2021
AUROPHARMA,955.0,1015.0,932.2,993.35,23-APR-2021
DMART,2860.45,2889.8,2676.4,2713.7,23-APR-2021
AXISBANK,650.0,677.5,631.0,671.35,23-APR-2021
BAJAJ-AUTO,3525.2,3709.6,3447.0,3672.5,23-APR-2021
BAJFINANCE,4450.0,4759.8,4362.0,4667.8,23-APR-2021
BAJAJFINSV,9505.5,10142.4,9392.6,9916.65,23-APR-2021
BAJAJHLDNG,3290.0,3440.15,3230.0,3410.6,23-APR-2021
BALKRISIND,1650.0,1740.0,1640.45,1694.85,23-APR-2021
BANDHANBNK,306.15,317.7,301.7,313.45,23-APR-2021
BANKBARODA,65.0,65.8,61.75,62.95,23-APR-2021
BANKINDIA,66.05,66.9,62.6,65.15,23-APR-2021
BATAINDIA,1314.35,1329.75,1263.6,1303.05,23-APR-2021
BERGEPAINT,729.85,729.85,691.1,709.7,23-APR-2021
BEL,124.1,129.0,122.15,126.9,23-APR-2021
BHARATFORG,562.0,597.7,555.75,582.35,23-APR-2021
BHEL,44.0,46.25,43.0,45.4,23-APR-2021
BPCL,405.0,424.95,400.0,423.05,23-APR-2021
BHARTIARTL,532.25,537.0,519.1,522.6,23-APR-2021
