SYMBOL,OPEN,HIGH,LOW,CLOSE,TIMESTAMP
ACC,1743.95,1814.0,1718.25,1740.1,15-JAN-2021
AUBANK,900.85,931.5,873.5,920.25,15-JAN-2021
AARTIIND,1290.0,1320.05,1248.0,1256.5,15-JAN-2021
ABBOTINDIA,15520.0,15650.0,14922.0,14996.05,15-JAN-2021
ADANIENT,520.6,541.0,510.5,527.3,15-JAN-2021
ADANIGREEN,1020.95,1025.95,900.1,947.75,15-JAN-2021
ADANIPORTS,520.45,542.45,502.55,527.95,15-JAN-2021
ATGL,367.3,369.9,353.0,359.95,15-JAN-2021
ADANITRANS,458.6,464.4,428.0,432.85,15-JAN-2021
ABCAPITAL,92.4,94.65,87.3,93.3,15-JAN-2021
ABFRL,168.6,182.35,165.2,176.25,15-JAN-2021
AJANTPHARM,1778.0,1844.9,1736.05,1748.35,15-JAN-2021
APLLTD,1103.0,1120.0,1073.1,1088.2,15-JAN-2021
ALKEM,3060.0,3149.0,3007.0,3104.7,15-JAN-2021
AMARAJABAT,1007.0,1025.55,973.0,1006.75,15-JAN-2021
AMBUJACEM,268.8,274.6,259.6,264.1,15-JAN-2021
APOLLOHOSP,2564.75,2613.7,2437.75,2592.35,15-JAN-2021
APOLLOTYRE,194.5,198.75,181.8,183.3,15-JAN-2021
ASHOKLEY,113.5,125.5,113.15,119.6,15-JAN-2021
ASIANPAINT,2845.0,2873.45,2580.55,2590.9,15-JAN-2021
AUROPHARMA,950.2,975.0,924.3,936.0,15-JAN-2021
DMART,3137.0,3137.0,2801.0,2820.95,15-JAN-2021
AXISBANK,676.0,691.2,659.25,674.85,15-JAN-2021
BAJAJ-AUTO,3531.0,3658.65,3521.0,3580.3,15-JAN-2021
BAJFINANCE,5108.0,5110.95,4826.25,4883.6,15-JAN-2021
BAJAJFINSV,9201.0,9262.0,8610.0,8636.1,15-JAN-2021
BAJAJHLDNG,3135.0,3257.45,3124.0,3201.05,15-JAN-2021
BALKRISIND,1735.0,1747.5,1640.4,1652.95,15-JAN-2021
BANDHANBNK,424.9,424.9,362.25,368.55,15-JAN-2021
BANKBARODA,66.0,77.9,63.1,75.15,15-JAN-2021
BANKINDIA,51.35,56.75,48.55,53.55,15-JAN-2021
BATAINDIA,1657.0,1671.0,1586.45,1607.0,15-JAN-2021
BERGEPAINT,813.0,819.85,770.0,777.5,15-JAN-2021
BEL,132.8,141.0,129.55,133.45,15-JAN-2021
BHARATFORG,604.0,676.9,597.9,613.55,15-JAN-2021
BHEL,39.75,42.3,38.3,39.4,15-JAN-2021
BPCL,404.0,430.0,395.35,414.6,15-JAN-2021
BHARTIARTL,541.5,610.65,541.5,602.65,15-JAN-2021
BIOCON,464.65,474.35,455.0,457.05,15-JAN-2021
BBTC,1296.95,1334.8,1280.5,1286.35,15-JAN-2021
BOSCHLTD,13930.0,15348.0,13667.6,14765.25,15-JAN-2021
BRITANNIA,3603.8,3704.9,3547.65,3609.05,15-JAN-2021
CESC,628.95,710.0,622.05,691.75,15-JAN-2021
CADILAHC,487.0,509.2,481.65,487.8,15-JAN-2021
CANBK,131.0,147.2,127.3,137.3,15-JAN-2021
CASTROLIND,129.0,131.8,126.4,129.8,15-JAN-2021
CHOLAFIN,434.8,451.0,417.4,424.1,15-JAN-2021
CIPLA,839.0,864.6,821.0,823.7,15-JAN-2021
CUB,185.65,186.5,173.1,173.8,15-JAN-2021
COALINDIA,140.5,148.8,140.3,143.25,15-JAN-2021
COFORGE,2820.2,2848.0,2610.0,2637.8,15-JAN-2021
COLPAL,1621.4,1676.0,1558.0,1562.2,15-JAN-2021
CONCOR,445.0,450.95,430.15,432.8,15-JAN-2021
COROMANDEL,823.0,836.9,807.3,831.65,15-JAN-2021
CROMPTON,404.4,417.8,378.45,387.0,15-JAN-2021
CUMMINSIND,637.0,638.85,597.55,601.65,15-JAN-2021
DLF,249.0,292.75,243.5,279.45,15-JAN-2021
DABUR,543.0,552.55,533.6,540.75,15-JAN-2021
DALBHARAT,1210.0,1219.0,1125.1,1139.45,15-JAN-2021
DEEPAKNTR,1060.5,1063.0,1011.0,1022.2,15-JAN-2021
DHANI,374.8,395.95,345.0,349.5,15-JAN-2021
DIVISLAB,3884.9,3888.95,3633.0,3644.8,15-JAN-2021
DIXON,15625.0,15799.0,14075.0,14897.45,15-JAN-2021
LALPATHLAB,2418.0,2424.0,2281.65,2295.45,15-JAN-2021
DRREDDY,5344.0,5443.5,5195.6,5212.8,15-JAN-2021
EICHERMOT,2767.0,2949.0,2726.7,2857.3,15-JAN-2021
EMAMILTD,459.0,501.0,455.0,475.85,15-JAN-2021
ENDURANCE,1427.0,1431.4,1310.0,1317.65,15-JAN-2021
ESCORTS,1352.0,1389.7,1307.0,1321.9,15-JAN-2021
EXIDEIND,199.3,209.2,196.65,200.3,15-JAN-2021
FEDERALBNK,76.25,78.0,71.8,73.35,15-JAN-2021
FORTIS,180.95,182.1,162.1,166.35,15-JAN-2021
GAIL,134.0,146.2,132.05,138.5,15-JAN-2021
GMRINFRA,27.75,27.9,26.25,26.65,15-JAN-2021
GLENMARK,519.1,532.0,505.15,512.1,15-JAN-2021
GODREJAGRO,535.9,549.8,515.1,544.75,15-JAN-2021
GODREJCP,754.7,792.0,753.0,780.1,15-JAN-2021
