SYMBOL,OPEN,HIGH,LOW,CLOSE,TIMESTAMP
ACC,1754.4,1894.0,1725.7,1824.45,05-MAR-2021
AUBANK,1138.0,1293.65,1127.6,1260.7,05-MAR-2021
AARTIIND,1236.0,1335.0,1226.75,1257.7,05-MAR-2021
ABBOTINDIA,14450.0,14865.55,14250.0,14754.8,05-MAR-2021
ADANIENT,840.75,944.9,836.45,909.9,05-MAR-2021
ADANIGREEN,1170.0,1206.0,1130.15,1172.75,05-MAR-2021
ADANIPORTS,684.6,765.7,673.3,748.95,05-MAR-2021
ATGL,523.3,724.7,516.5,700.35,05-MAR-2021
ADANITRANS,757.7,854.95,736.9,813.65,05-MAR-2021
ABCAPITAL,124.3,134.9,122.2,124.35,05-MAR-2021
ABFRL,186.05,221.2,182.45,216.95,05-MAR-2021
AJANTPHARM,1757.55,1831.65,1682.3,1752.7,05-MAR-2021
APLLTD,910.1,948.0,908.3,917.0,05-MAR-2021
ALKEM,2743.1,2961.0,2722.1,2783.35,05-MAR-2021
AMARAJABAT,882.9,929.7,881.1,892.6,05-MAR-2021
AMBUJACEM,275.55,298.3,273.5,284.8,05-MAR-2021
APOLLOHOSP,3039.05,3152.0,2870.0,2879.5,05-MAR-2021
APOLLOTYRE,235.0,261.25,235.0,242.75,05-MAR-2021
ASHOKLEY,130.7,134.35,125.0,126.2,05-MAR-2021
ASIANPAINT,2300.0,2435.0,2300.0,2387.1,05-MAR-2021
AUROPHARMA,855.1,889.0,849.4,862.8,05-MAR-2021
DMART,3023.4,3330.0,2885.5,3286.1,05-MAR-2021
AXISBANK,738.0,760.8,720.5,730.75,05-MAR-2021
BAJAJ-AUTO,3798.7,3985.0,3751.0,3852.85,05-MAR-2021
BAJFINANCE,5315.0,5573.35,5195.0,5444.9,05-MAR-2021
BAJAJFINSV,9799.0,10444.95,9613.7,9958.1,05-MAR-2021
BAJAJHLDNG,3693.3,3724.85,3557.6,3591.35,05-MAR-2021
BALKRISIND,1556.0,1648.0,1556.0,1601.1,05-MAR-2021
BANDHANBNK,349.0,362.65,336.25,346.35,05-MAR-2021
BANKBARODA,85.4,87.8,79.5,80.65,05-MAR-2021
BANKINDIA,83.3,84.85,76.5,76.9,05-MAR-2021
BATAINDIA,1450.0,1546.0,1444.0,1527.35,05-MAR-2021
BERGEPAINT,681.0,739.95,681.0,729.55,05-MAR-2021
BEL,138.7,154.95,137.95,147.0,05-MAR-2021
BHARATFORG,619.6,650.0,611.3,617.7,05-MAR-2021
BHEL,48.7,56.1,47.6,52.45,05-MAR-2021
BPCL,456.0,482.4,450.1,461.8,05-MAR-2021
BHARTIARTL,558.0,559.1,521.0,532.8,05-MAR-2021
BIOCON,395.0,407.1,387.4,394.6,05-MAR-2021
BBTC,1164.9,1262.0,1151.55,1202.0,05-MAR-2021
BOSCHLTD,15000.0,15639.0,14862.9,14905.0,05-MAR-2021
BRITANNIA,3371.5,3514.8,3367.05,3491.75,05-MAR-2021
CESC,606.0,646.0,600.0,631.1,05-MAR-2021
CADILAHC,437.0,453.5,430.4,442.25,05-MAR-2021
CANBK,159.25,172.45,155.1,159.6,05-MAR-2021
CASTROLIND,131.4,140.3,130.35,135.3,05-MAR-2021
CHOLAFIN,524.5,558.0,515.65,526.8,05-MAR-2021
CIPLA,795.0,818.15,782.0,805.15,05-MAR-2021
CUB,166.85,189.7,166.3,173.4,05-MAR-2021
COALINDIA,155.5,157.3,149.7,151.1,05-MAR-2021
COFORGE,2555.5,2698.0,2476.05,2585.65,05-MAR-2021
COLPAL,1577.0,1649.75,1565.25,1633.9,05-MAR-2021
CONCOR,562.9,643.95,556.25,591.4,05-MAR-2021
COROMANDEL,775.0,797.05,772.0,785.35,05-MAR-2021
CROMPTON,388.0,409.0,382.1,404.3,05-MAR-2021
CUMMINSIND,782.2,898.9,782.2,853.7,05-MAR-2021
DLF,305.8,332.7,302.0,318.1,05-MAR-2021
DABUR,504.0,528.9,502.8,524.4,05-MAR-2021
DALBHARAT,1438.0,1539.0,1423.3,1474.95,05-MAR-2021
DEEPAKNTR,1385.0,1690.0,1379.05,1581.8,05-MAR-2021
DHANI,365.0,378.9,319.2,322.05,05-MAR-2021
