SYMBOL,OPEN,HIGH,LOW,CLOSE,TIMESTAMP
ACC,1736.0,1813.6,1716.1,1765.75,12-FEB-2021
AUBANK,989.7,1136.95,987.5,1099.3,12-FEB-2021
AARTIIND,1189.5,1245.0,1072.55,1214.15,12-FEB-2021
ABBOTINDIA,14560.0,14995.0,14260.45,14439.1,12-FEB-2021
ADANIENT,605.4,724.45,603.55,718.95,12-FEB-2021
ADANIGREEN,1070.0,1116.0,1031.05,1068.95,12-FEB-2021
ADANIPORTS,572.15,621.65,550.5,616.6,12-FEB-2021
ATGL,385.75,390.0,376.2,382.55,12-FEB-2021
ADANITRANS,530.25,632.9,530.25,627.55,12-FEB-2021
ABCAPITAL,91.55,92.7,88.15,88.7,12-FEB-2021
ABFRL,170.0,172.4,162.0,166.45,12-FEB-2021
AJANTPHARM,1820.0,1833.35,1770.0,1804.6,12-FEB-2021
APLLTD,933.0,971.15,928.8,965.9,12-FEB-2021
ALKEM,2965.0,2966.05,2838.0,2869.25,12-FEB-2021
AMARAJABAT,948.65,1009.0,944.0,987.65,12-FEB-2021
AMBUJACEM,272.5,284.9,269.85,277.45,12-FEB-2021
APOLLOHOSP,2741.0,2836.6,2725.0,2748.1,12-FEB-2021
APOLLOTYRE,242.5,256.5,236.55,239.6,12-FEB-2021
ASHOKLEY,133.1,137.05,125.9,128.25,12-FEB-2021
ASIANPAINT,2394.0,2555.0,2373.4,2486.1,12-FEB-2021
AUROPHARMA,951.8,980.0,923.55,929.95,12-FEB-2021
DMART,2948.0,3009.0,2900.0,2928.9,12-FEB-2021
AXISBANK,726.0,754.7,726.0,750.4,12-FEB-2021
BAJAJ-AUTO,4231.45,4258.5,4100.1,4136.05,12-FEB-2021
BAJFINANCE,5542.0,5665.0,5382.6,5577.45,12-FEB-2021
BAJAJFINSV,9750.0,10417.9,9738.05,10278.8,12-FEB-2021
BAJAJHLDNG,3495.0,3590.0,3480.05,3544.6,12-FEB-2021
BALKRISIND,1814.0,1875.0,1617.05,1655.15,12-FEB-2021
BANDHANBNK,331.0,341.95,321.25,337.5,12-FEB-2021
BANKBARODA,83.5,85.1,76.85,78.35,12-FEB-2021
BANKINDIA,60.35,62.45,57.35,58.85,12-FEB-2021
BATAINDIA,1555.1,1602.6,1461.1,1527.45,12-FEB-2021
BERGEPAINT,742.7,792.8,728.2,770.35,12-FEB-2021
BEL,141.2,143.0,134.15,136.25,12-FEB-2021
BHARATFORG,621.0,666.65,620.0,640.1,12-FEB-2021
BHEL,41.25,41.5,37.8,38.8,12-FEB-2021
BPCL,420.0,438.05,409.05,418.1,12-FEB-2021
BHARTIARTL,589.0,607.75,580.25,586.25,12-FEB-2021
BIOCON,407.65,413.25,400.0,408.05,12-FEB-2021
BBTC,1260.0,1269.9,1222.2,1241.3,12-FEB-2021
BOSCHLTD,16280.0,16799.0,15520.2,15615.35,12-FEB-2021
BRITANNIA,3601.0,3616.9,3409.05,3421.25,12-FEB-2021
CESC,612.0,633.0,598.55,621.25,12-FEB-2021
CADILAHC,478.0,479.9,459.8,468.05,12-FEB-2021
CANBK,162.4,163.75,153.8,157.1,12-FEB-2021
CASTROLIND,129.8,135.5,128.2,128.9,12-FEB-2021
CHOLAFIN,455.0,478.5,454.0,468.55,12-FEB-2021
CIPLA,852.0,874.9,839.0,848.55,12-FEB-2021
CUB,173.0,175.25,161.5,162.95,12-FEB-2021
COALINDIA,141.05,143.45,132.75,133.85,12-FEB-2021
COFORGE,2520.0,2699.9,2480.4,2611.8,12-FEB-2021
COLPAL,1595.0,1619.0,1567.5,1591.05,12-FEB-2021
CONCOR,470.2,573.05,470.2,549.5,12-FEB-2021
COROMANDEL,761.0,788.0,742.05,756.25,12-FEB-2021
CROMPTON,414.45,416.65,391.5,398.9,12-FEB-2021
